Z,Vz
0,-0
0.00226724493344932,-0.0897923890259076
0.00136932104319953,-0.169733499990171
0,-0
0.00185737110749074,-0.0746628494296072
0.00111074261320709,-0.143262411460113
0,-0
0.00212910410863287,-0.0614516213558582
0.00575478777119542,-0.11600614572581
0.00575478777119542,-0.11600614572581
0.0140945912763186,-0.160868930844977
0.0250946083492636,-0.1835984110034
0.0250946083492636,-0.1835984110034
0.0305999434647504,-0.165516833926422
0.0376983165640183,-0.0744563316567867
0.0376983165640183,-0.0744563316567867
0.0487715906515405,0.0955390902337915
0.0630966488280365,0.341059183308334
0.0630966488280365,0.341059183308334
0.0844539896895071,0.657723854125682
0.110680962017767,1.02240394817128
0.110680962017767,1.02240394817128
0.144737090604394,1.41076926248089
0.184340443276625,1.81748904327906
0.184340443276625,1.81748904327906
0.221789408549142,2.202984064454
0.263998210186514,2.58669099515985
0.263998210186514,2.58669099515985
0.323075773545924,3.0248445576247
0.38772550609184,3.46660702490206
0.38772550609184,3.46660702490206
0.447083818306766,3.9111914272609
0.511281782842502,4.3563686196322
0.511281782842502,4.3563686196322
0.601759753564721,4.91932443846986
0.698510835936702,5.52906635410519
0.698510835936702,5.52906635410519
0.756385061957474,6.14960507401444
0.819561318805199,6.80513133252806
0.819561318805199,6.80513133252806
0.926532132204557,7.49005278136153
1.03973886046748,8.18881509490602
1.03973886046748,8.18881509490602
1.15436913687901,8.62835653259468
1.27223951862234,9.00007848373784
1.27223951862234,9.00007848373784
1.41901959561594,9.64826595605686
1.57088247969355,10.2236516951657
1.57088247969355,10.2236516951657
1.6911720218844,10.7032628925325
1.81422220201932,11.0785390631758
1.81422220201932,11.0785390631758
1.98283396509666,11.3556723366909
2.15189737284527,11.5459102393043
2.15189737284527,11.5459102393043
2.28941627826137,11.6672642570214
2.42561152360477,11.7405876078734
2.42561152360477,11.7405876078734
2.60440144356247,12.6934225452458
2.78959328765382,13.4676076963428
2.78959328765382,13.4676076963428
2.95354119896655,12.6355363976358
3.10608432651964,12.2602521626828
3.10608432651964,12.2602521626828
3.2216831177233,13.139364720357
3.34310208647656,13.8056407690645
3.34310208647656,13.8056407690645
3.44979341513022,14.729443343118
3.56260846740273,15.3696196017808
3.56260846740273,15.3696196017808
3.75004529391859,15.1060920915117
3.93072340760062,14.9837008515641
3.93072340760062,14.9837008515641
4.10518920871618,14.1018586714811
4.26697769539419,13.7531178700001
4.26697769539419,13.7531178700001
4.45273625242046,14.2346855700505
4.6389299406467,14.5249973551219
4.6389299406467,14.5249973551219
4.75241191848585,15.6997183622472
4.87420419877412,16.5035442556058
4.87420419877412,16.5035442556058
5.01351683794056,16.3192997142932
5.14725376459407,16.2415697404251
5.14725376459407,16.2415697404251
5.34447726212733,16.8285924582779
5.54246316023745,17.1405835863566
5.54246316023745,17.1405835863566
5.71879503370559,17.2890562770933
5.89192596477452,17.3573324083192
5.89192596477452,17.3573324083192
6.07736389205985,18.4876370696758
6.26889592686473,19.1278480662974
6.26889592686473,19.1278480662974
6.43237043405713,19.9874098418885
6.59966526026173,20.3994007393041
6.59966526026173,20.3994007393041
6.81224046905544,19.1588398712922
7.00699009650668,18.8219958565064
7.00699009650668,18.8219958565064
7.16820490512387,19.7978128346298
7.33438559119585,20.3107443872437
7.33438559119585,20.3107443872437
7.51942463350375,21.5538103383108
7.71137726792392,22.1884327289815
7.71137726792392,22.1884327289815
7.89378796245555,23.4518658644443
8.08329347907301,24.0387958956264
8.08329347907301,24.0387958956264
8.32883926268781,23.7005052192825
8.5642454678204,23.6016198203281
8.5642454678204,23.6016198203281
8.84330952794028,24.0964946422944
9.11944490277241,24.3015906104333
9.11944490277241,24.3015906104333
9.35557100824713,24.3799358522559
9.58578176443638,24.4146925551274
9.58578176443638,24.4146925551274
9.82701851327715,25.7590416749471
10.0744799016189,26.4247614844989
10.0744799016189,26.4247614844989
10.3723103086863,26.2205310303281
10.6597476878945,26.1571954264759
10.6597476878945,26.1571954264759
10.8545695367808,26.5906441942263
11.0479508767073,26.7785443879229
11.0479508767073,26.7785443879229
11.2839112749431,28.4172235578073
11.5290047396962,29.2540112697112
11.5290047396962,29.2540112697112
11.8682452352606,29.1848671039736
12.1971479345192,29.1677909042358
12.1971479345192,29.1677909042358
12.509691180606,29.1676139310409
12.8132808388991,29.1730519527735
12.8132808388991,29.1730519527735
13.0809337598079,29.1787760913082
13.3409244209336,29.1853124382624
13.3409244209336,29.1853124382624
13.5994118199502,28.7814696088159
13.8465076245978,28.6234677318106
13.8465076245978,28.6234677318106
14.0633206433463,30.7775636331291
14.2947572415683,32.0739956636727
14.2947572415683,32.0739956636727
14.5682442526405,32.3609482994652
14.8365969973352,32.4865733807994
14.8365969973352,32.4865733807994
15.1091514201657,32.5407333182788
15.3743324250148,32.5708520117377
15.3743324250148,32.5708520117377
15.6987215678949,32.9423701519768
16.0173365637935,33.115985632335
16.0173365637935,33.115985632335
16.3117996611157,32.0726571084097
16.5875996722526,31.6798656466592
16.5875996722526,31.6798656466592
16.888805256044,33.0425864274169
17.1945196115435,33.8005694940966
17.1945196115435,33.8005694940966
17.5409824647314,34.489818107237
17.8841052726937,34.8252185691772
17.8841052726937,34.8252185691772
18.2637621833657,35.5918765882125
18.6398687111763,35.9600010503894
18.6398687111763,35.9600010503894
18.9654749413206,36.429212592902
19.2862006725219,36.6497820500144
19.2862006725219,36.6497820500144
19.5987465163827,37.0555999364999
19.9061747294416,37.2480503073946
19.9061747294416,37.2480503073946
20.2782593810113,38.4470798323846
20.6512050190627,39.057705082122
20.6512050190627,39.057705082122
