Time,Z,Vz
4.14,1076.39079626186,-76.8546243222234
4.15,1076.20888531735,-76.5463755036522
4.16,1076.01598285942,-76.2460917077004
4.16,1076.01598285942,-76.2460917077004
4.17,1075.84522065186,-75.9343683989317
4.18,1075.68329527348,-75.619404680645
4.18,1075.68329527348,-75.619404680645
4.19,1075.56385630808,-75.2812008589685
4.2,1075.34096017823,-75.004461710779
4.2,1075.34096017823,-75.004461710779
4.21,1075.24169693004,-74.6584290591426
4.22,1075.0257255918,-74.381376241235
4.22,1075.0257255918,-74.381376241235
4.23,1074.93562772661,-74.0334478747526
4.24,1074.76134287488,-73.7350723635399
4.24,1074.76134287488,-73.7350723635399
4.25,1074.64118564567,-73.4074620005278
4.26,1074.45394133118,-73.1198447995048
4.26,1074.45394133118,-73.1198447995048
4.27,1074.32750379558,-72.799382202283
4.28,1074.13799024483,-72.5163610589828
4.28,1074.13799024483,-72.5163610589828
4.29,1073.9866147085,-72.2129018943126
4.3,1073.76147882924,-71.9534330574168
4.3,1073.76147882924,-71.9534330574168
4.31,1073.60324740133,-71.6564417255647
4.32,1073.49103055971,-71.3350668363647
4.32,1073.49103055971,-71.3350668363647
4.33,1073.35675604934,-71.0276025700453
4.34,1073.1406780308,-70.7687855020586
4.34,1073.1406780308,-70.7687855020586
4.35,1072.94320687671,-70.5008892640663
4.35999999999999,1072.73108849602,-70.2427800552375
4.35999999999999,1072.73108849602,-70.2427800552375
4.36999999999999,1072.59044893367,-69.9448591270999
4.37999999999999,1072.39702345998,-69.6793092261184
4.37999999999999,1072.39702345998,-69.6793092261184
4.38999999999999,1072.23665842012,-69.3956240958907
4.39999999999999,1072.09582293765,-69.1025417591906
4.39999999999999,1072.09582293765,-69.1025417591906
4.40999999999999,1071.9613143628,-68.8072686448035
4.41999999999999,1071.66815329866,-68.6049083562163
4.41999999999999,1071.66815329866,-68.6049083562163
4.42999999999999,1071.50901365949,-68.326606082772
4.43999999999999,1071.35798318565,-68.0450068159828
4.43999999999999,1071.35798318565,-68.0450068159828
4.44999999999999,1071.20985350127,-67.7635549328346
4.45999999999999,1071.03670618505,-67.4972895596268
4.45999999999999,1071.03670618505,-67.4972895596268
4.46999999999999,1070.86825490141,-67.2299786780244
4.47999999999999,1070.63760872112,-66.9995076150289
4.47999999999999,1070.63760872112,-66.9995076150289
4.48999999999999,1070.48378028253,-66.7259680416337
4.49999999999999,1070.2760256794,-66.4852021461224
4.49999999999999,1070.2760256794,-66.4852021461224
4.50999999999999,1070.19108171539,-66.1748348349547
4.51999999999999,1070.05659770732,-65.8949332190438
4.51999999999999,1070.05659770732,-65.8949332190438
4.52999999999999,1069.89926346296,-65.6292606072896
4.53999999999999,1069.69185916253,-65.3940365848367
