0,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0
0.0050412,0,0,0,0,0,0,0
0.0051237,0,0,0,0,0,0,0
0.0052887,0,0,0,0,0,0,0
0.0056187,0,0,0,0,0,0,0
0.0057837,0,0,0,0,0,0,0
0.005825,0,0,0,0,4.2501e-07,0,0
0.0058456,0,1.146e-12,0,-1.3098e-11,1.2073e-06,0,0
0.0058662,0,4.3405e-12,0,-4.9612e-11,2.7043e-06,0,0
0.0059075,0,2.2442e-11,0,-2.5651e-10,7.8421e-06,0,0
0.00599,0,1.3975e-10,0,-1.5973e-09,2.6693e-05,0,0
0.006155,0,9.8653e-10,0,-1.1276e-08,9.8698e-05,0,0
0.006485,0,7.4307e-09,0,-8.4934e-08,0.00037992,0,0
0.0071449,0,5.7738e-08,0,-6.5995e-07,0.0014912,0,0
0.0084649,0,4.5536e-07,0,-5.2048e-06,0.0059093,0,0
0.0097849,0,1.5296e-06,0,-1.7484e-05,0.013255,0,0
0.011105,0,3.6173e-06,0,-4.1346e-05,0.023528,0,0
0.013745,0,1.218e-05,0,-0.00013922,0.052857,0,0
0.019025,0,5.6287e-05,0,-0.00064337,0.14665,0,0
0.029025,0,0.00030527,0,-0.0034892,0.45271,0,0
0.039025,0,0.00089426,0,-0.010221,0.92691,0,0
0.044025,0,0.0013621,0,-0.015568,1.217,0,0
0.049025,0,0.0019576,0,-0.022376,1.5186,0,0
0.054025,0,0.0026859,0,-0.0307,1.8271,0,0
0.059025,0,0.0035508,0,-0.040585,2.1438,0,0
0.069025,0,0.0057034,0,-0.06519,2.8009,0,0
0.079025,0,0.0084423,0,-0.096496,3.4896,0,0
0.089025,0,0.011795,0,-0.13482,4.2018,0,0
0.1,0,0.016189,0,-0.18504,4.9848,0,0
0.10029,0,0.016317,0,-0.1865,5.0057,0,0
0.10088,0,0.016575,0,-0.18945,5.0475,0,0
0.10206,0,0.017098,0,-0.19543,5.1311,0,0
0.10442,0,0.018169,0,-0.20767,5.2982,0,0
0.10913,0,0.020414,0,-0.23333,5.6317,0,0
0.11856,0,0.025314,0,-0.28934,6.296,0,0
0.12856,0,0.031107,0,-0.35555,6.9967,0,0
0.13856,0,0.037509,0,-0.42873,7.6935,0,0
0.14856,0,0.044516,0,-0.50882,8.3862,0,0
0.15856,0,0.052126,0,-0.5958,9.0748,0,0
0.16856,0,0.060334,0,-0.68962,9.7595,0,0
0.17856,0,0.069136,0,-0.79023,10.44,0,0
0.18856,0,0.078531,0,-0.89761,11.119,0,0
0.19856,0,0.088519,0,-1.0118,11.8,0,0
0.2,0,0.090008,0,-1.0288,11.898,0,0
0.20069,0,0.090721,0,-1.0369,11.945,0,0
0.20206,0,0.092155,0,-1.0533,12.038,0,0
0.2048,0,0.095057,0,-1.0865,12.226,0,0
0.21029,0,0.101,0,-1.1544,12.6,0,0
0.22029,0,0.11228,0,-1.2833,13.283,0,0
0.23029,0,0.12415,0,-1.419,13.968,0,0
0.24029,0,0.13662,0,-1.5616,14.654,0,0
0.25029,0,0.14969,0,-1.711,15.34,0,0
0.26029,0,0.16336,0,-1.8673,16.029,0,0
0.27029,0,0.17763,0,-2.0304,16.718,0,0
0.28029,0,0.19251,0,-2.2003,17.408,0,0
