timestamp,minValue,maxValue,mean,stdDev,nSamples
8879933716,9.9099102,12.2807026,11.0218735,1.06340075,5
8880933724,9.9099102,11.5044231,10.3896885,0.713890672,5
8881933728,9.09090614,12.2807026,10.7000465,1.26088762,5
8882933732,10.7142868,11.5044231,11.3068886,0.395068318,4
8883933736,9.9099102,12.2807026,10.8582268,1.29853654,5
8884933740,9.09090614,13.0434809,10.846982,1.71173692,5
8885933744,10.7142868,11.5044231,10.9118214,0.395068139,4
8886933752,9.9099102,12.2807026,10.8638458,1.03201008,5
8887933756,9.09090614,11.5044231,10.7056656,0.985345542,5
8888933760,9.9099102,11.5044231,10.3896885,0.713890731,5
8889933764,9.9099102,12.2807026,11.2998648,0.996277153,4
8890933768,9.9099102,13.0434809,11.0164022,1.31216788,5
8891933800,9.09090614,13.0434809,10.8526011,1.51955521,5
8892933780,10.7142868,11.5044231,11.109355,0.456185281,4
8893933784,9.9099102,11.5044231,10.8694658,0.666192472,5
8894933788,9.09090614,11.5044231,10.3867626,0.917924583,5
8895933792,9.09090614,12.2807026,10.5391703,1.30901229,5
8896933796,10.7142868,12.2807026,11.5009594,0.639498949,4
8897933800,9.9099102,12.2807026,10.8666945,0.863790929,5
8898933804,9.9099102,13.0434809,10.6974993,1.35690808,5
8899933812,9.9099102,12.2807026,10.9047966,0.992556334,4
8900933816,9.9099102,11.5044231,10.5505638,0.667894363,5
8901933820,9.09090614,11.5044231,10.5447903,1.04730272,5
8902933824,9.09090614,12.2807026,10.6944265,1.48616564,5
8903933828,9.09090614,11.5044231,10.9010439,1.20675838,4
8904933836,9.9099102,12.2807026,10.7029715,1.12008905,5
8905933840,9.09090614,13.7931051,11.0025253,1.80072248,5
8906933844,9.9099102,11.5044231,10.7107267,0.650970161,4
8907933848,9.9099102,12.2807026,10.8638458,1.03201008,5
8908933852,9.9099102,11.5044231,10.5505638,0.667894483,5
8909933856,9.09090614,12.2807026,10.7000465,1.2608875,5
8910933860,9.09090614,11.5044231,10.9010439,1.20675838,4
8911933864,9.9099102,12.2807026,11.1799774,1.05711854,5
8912933872,9.09090614,13.0434809,10.6945744,1.47526157,5
8913933876,9.9099102,11.5044231,10.7107267,0.650970161,4
8914933880,9.9099102,12.2807026,10.8638468,1.0320096,5
8915933884,9.09090614,11.5044231,10.5476379,0.883292258,5
8916933888,9.9099102,11.5044231,10.5505638,0.667894542,5
8917933896,9.09090614,12.2807026,11.0951138,1.38534451,4
8918933900,9.9099102,13.0434809,11.0164022,1.31216788,5
8919933904,9.09090614,13.0434809,10.6945744,1.47526157,5
8920933908,10.7142868,11.5044231,11.3068886,0.395068318,4
8921933912,9.9099102,11.5044231,10.8694658,0.666192472,5
8922933916,9.09090614,11.5044231,10.3867626,0.917924583,5
8923933920,9.09090614,13.0434809,10.6917267,1.57926607,5
8924933924,10.7142868,12.2807026,11.3034248,0.750475228,4
8925933932,9.09090614,12.2807026,10.7028942,1.12787116,5
8926933936,9.9099102,13.0434809,10.8555269,1.40452695,5
8927933940,9.9099102,12.2807026,10.9047966,0.992556334,4
8928933944,9.9099102,11.5044231,10.5505638,0.667894363,5
8929933948,9.09090614,11.5044231,10.5447903,1.04730272,5
8930933956,9.09090614,12.2807026,10.6944265,1.48616564,5
8931933960,9.09090614,11.5044231,10.9010439,1.20675838,4
8932933964,9.9099102,12.2807026,10.8666945,0.863790929,5
8933933968,9.09090614,13.7931051,11.0053749,1.70959282,5
8934933972,9.9099102,11.5044231,10.7107267,0.650970161,4
8935933976,9.9099102,12.2807026,11.0247221,0.900436759,5
8936933980,9.09090614,11.5044231,10.3867626,0.917924583,5
8937933988,9.09090614,12.2807026,10.7000465,1.2608875,5
8938933992,9.09090614,13.0434809,11.088274,1.64573789,4
8939933996,9.09090614,12.2807026,11.0189476,1.21177161,5
8940934000,9.09090614,13.0434809,10.533699,1.51587355,5
8941934004,9.9099102,11.5044231,10.7107267,0.650970161,4
8942934008,9.9099102,11.5044231,10.8666182,0.87335068,5
8943934016,9.09090614,11.5044231,10.3867626,0.917924404,5
8944934020,9.9099102,11.5044231,10.7114391,0.563759208,5
8945934024,9.09090614,12.2807026,11.0951138,1.38534451,4
8946934028,9.9099102,12.2807026,10.7029715,1.12008905,5
8947934032,9.09090614,13.0434809,10.6917267,1.57926619,5
8948934036,10.7142868,11.5044231,11.109355,0.45618543,4
8949934040,9.9099102,12.2807026,10.8638458,1.03201008,5
8950934048,9.09090614,11.5044231,10.7056656,0.985345542,5
8951934052,9.09090614,13.0434809,10.6917267,1.57926607,5
8952934056,9.9099102,12.2807026,11.1023312,1.02024233,4
8953934060,9.9099102,12.2807026,10.8638468,1.03200972,5
8954934064,9.09090614,13.0434809,10.846982,1.71173716,5
8955934068,9.9099102,11.5044231,10.7107267,0.650970161,4
8956934084,9.9099102,12.2807026,10.8638458,1.03201008,5
8957934080,9.09090614,12.2807026,10.7000456,1.26088727,5
8958934084,9.09090614,12.2807026,10.5391703,1.30901229,5
8959934088,9.09090614,12.2807026,11.0951138,1.38534427,4
8960934092,9.9099102,12.2807026,10.8666945,0.863790929,5
8961934096,9.09090614,13.7931051,10.8444986,1.78022003,5
8962934104,10.7142868,12.2807026,11.1058903,0.783207834,4
8963934108,9.9099102,12.2807026,10.8666954,0.863790751,5
8964934112,9.09090614,11.5044231,10.3867626,0.917924583,5
8965934116,9.09090614,12.2807026,10.5391703,1.30901229,5
8966934120,9.09090614,13.0434809,11.088274,1.64573789,4
8967934124,9.9099102,12.2807026,10.7058201,0.96790278,5
8968934128,9.09090614,13.0434809,10.6917267,1.57926619,5
8969934136,9.9099102,11.5044231,10.9082603,0.762703061,4
8970934140,9.9099102,12.2807026,10.8638458,1.03201008,5
