gpsTimestamp,latitude,longitude,height,velocityNorth,velocityEast,velocityDown,speed,track,positionDOP,satellites,fix,year,month,day,hour,minute,second,nanosecond,accuracy
8457727764,41.808712,14.0550508,1458.94299,-0.204999998,-0.0560000017,0.186000004,0.213,359.599762,1.25999999,14,3,2023,9,19,11,41,55,227313,5
8457927768,41.808712,14.0550508,1458.92395,-0.0860000029,-0.00300000003,0.0649999976,0.0860000029,359.599762,1.25999999,14,3,2023,9,19,11,41,55,200227846,5
8458127768,41.808712,14.0550508,1458.91797,0.256999999,0.0340000018,-0.259000003,0.259000003,359.599762,1.25999999,14,3,2023,9,19,11,41,55,400228379,5
8458327768,41.808712,14.0550508,1458.93506,0.112999998,0.0390000008,-0.201000005,0.119000003,359.599762,1.25999999,14,3,2023,9,19,11,41,55,600228913,5
8458527768,41.808712,14.0550508,1458.97205,-0.194999993,0.0410000011,-0.0939999968,0.200000003,359.599762,1.25999999,14,3,2023,9,19,11,41,55,800229446,5
8458727772,41.808712,14.0550528,1458.974,-0.123999998,0.00899999961,0.152999997,0.125,359.599762,1.25999999,14,3,2023,9,19,11,41,56,229979,5
8458927772,41.808712,14.0550528,1458.95605,0.157000005,-0.00600000005,-0.0979999974,0.157000005,359.599762,1.25999999,14,3,2023,9,19,11,41,56,200230513,5
8459127772,41.808712,14.0550528,1458.96204,0.342999995,0.0890000015,-0.481999993,0.354999989,8.41996956,1.25999999,14,3,2023,9,19,11,41,56,400231046,5
8459327772,41.808712,14.0550528,1459.021,0.0350000001,0.0160000008,-0.023,0.0379999988,8.41996956,1.25999999,14,3,2023,9,19,11,41,56,600231579,5
8459527772,41.808712,14.0550528,1459.04395,0.00300000003,0.061999999,-0.135000005,0.061999999,8.41996956,1.25999999,14,3,2023,9,19,11,41,56,800232113,5
8459727776,41.808712,14.0550528,1459.07104,0.342000008,0.0260000005,-0.411000013,0.342999995,6.17381001,1.25999999,14,3,2023,9,19,11,41,57,232646,5
8459927776,41.808712,14.0550528,1459.09204,0.222000003,0.0219999999,-0.272000015,0.223000005,6.17381001,1.25999999,14,3,2023,9,19,11,41,57,200233179,5
8460127776,41.808712,14.0550528,1459.06995,-0.0130000003,-0.0160000008,-0.0680000037,0.0199999996,6.17381001,1.25999999,14,3,2023,9,19,11,41,57,400233713,5
8460327776,41.808712,14.0550528,1459.06604,0.0149999997,-0.0309999995,0.0520000011,0.0340000018,6.17381001,1.25999999,14,3,2023,9,19,11,41,57,600234246,5
8460527780,41.808712,14.0550528,1459.03601,0.023,0.0299999993,-0.119000003,0.0379999988,6.17381001,1.25999999,14,3,2023,9,19,11,41,57,800234780,5
8460727780,41.808712,14.0550528,1459.01404,-0.0540000014,0.0960000008,-0.0759999976,0.109999999,6.17381001,1.25999999,14,3,2023,9,19,11,41,58,235314,5
8460927780,41.808712,14.0550528,1458.99805,0.107000001,0.0649999976,-0.179000005,0.125,6.17381001,1.25999999,14,3,2023,9,19,11,41,58,200235847,5
8461127780,41.808712,14.0550528,1458.96704,0.136999995,0.0500000007,-0.196999997,0.145999998,6.17381001,1.25999999,14,3,2023,9,19,11,41,58,400236381,5
8461327784,41.808712,14.0550528,1458.98303,0.270000011,0.0500000007,-0.409000009,0.275000006,7.72376013,1.25999999,14,3,2023,9,19,11,41,58,600236915,5
8461527784,41.808712,14.0550528,1459.00806,0.254999995,0.0219999999,-0.27700001,0.256000012,7.72376013,1.25999999,14,3,2023,9,19,11,41,58,800237449,5
8461727784,41.808712,14.0550528,1459.01794,-0.0390000008,-0.0399999991,0.126000002,0.0560000017,7.72376013,1.25999999,14,3,2023,9,19,11,41,59,237983,5
8461927784,41.808712,14.0550528,1458.96497,0.192000002,0.00100000005,-0.189999998,0.192000002,7.72376013,1.25999999,14,3,2023,9,19,11,41,59,200238517,5
8462127784,41.808712,14.0550528,1458.94299,0.0890000015,0.0179999992,-0.181999996,0.0900000036,7.72376013,1.25999999,14,3,2023,9,19,11,41,59,400239051,5
8462327788,41.808712,14.0550528,1458.94897,-0.0500000007,-0.00400000019,-0.0280000009,0.0500000007,7.72376013,1.25999999,14,3,2023,9,19,11,41,59,600239585,5
8462527788,41.808712,14.0550528,1458.92505,0.356000006,0.00100000005,-0.344999999,0.356000006,3.11602998,1.25999999,14,3,2023,9,19,11,41,59,800240119,5
8462727788,41.808712,14.0550528,1458.90601,0.140000001,0.0489999987,-0.167999998,0.149000004,3.11602998,1.19000006,15,3,2023,9,19,11,42,0,240654,5
