timestamp,accelerationX,accelerationY,accelerationZ
8434536656,-1.07799995,0.734999955,0.538999975
8434547568,-0.881999969,0.881999969,0.833000004
8434556656,-1.02899992,0.734999955,0.833000004
8434567672,-0.930999994,1.12699997,0.342999995
8434576656,-0.881999969,0.68599999,0.68599999
8434587620,-1.02899992,0.930999994,0.636999965
8434596656,-0.636999965,1.02899992,0.783999979
8434607612,-0.636999965,0.881999969,0.833000004
8434616656,-0.68599999,0.48999998,0.538999975
8434627620,-0.833000004,0.881999969,0.538999975
8434636656,-0.833000004,0.881999969,0.342999995
8434647616,-0.881999969,0.930999994,0.588
8434656656,-1.07799995,0.881999969,0.783999979
8434667608,-0.979999959,1.07799995,0.538999975
8434676656,-1.12699997,0.881999969,1.02899992
8434687616,-0.930999994,0.636999965,0.440999985
8434696656,-0.783999979,0.979999959,0.783999979
8434707612,-1.02899992,0.783999979,0.783999979
8434716656,-1.22500002,0.68599999,0.783999979
8434728416,-0.881999969,0.783999979,0.636999965
8434736660,-0.881999969,0.881999969,0.588
8434747624,-1.02899992,0.588,0.636999965
8434756660,-0.881999969,1.02899992,0.538999975
8434767616,-1.07799995,0.930999994,0.39199999
8434776660,-1.22500002,0.68599999,0.636999965
8434787628,-1.07799995,0.68599999,0.636999965
8434796656,-0.930999994,0.68599999,0.833000004
8434807612,-0.930999994,0.538999975,0.342999995
8434816656,-0.930999994,0.881999969,0.636999965
8434827620,-0.881999969,0.833000004,0.342999995
8434836660,-1.02899992,0.636999965,0.881999969
8434847620,-1.02899992,0.68599999,0.783999979
8434856656,-1.176,0.68599999,0.833000004
8434867672,-0.881999969,0.930999994,0.68599999
8434876656,-0.68599999,0.783999979,0.636999965
8434887560,-0.881999969,0.734999955,0.195999995
8434896656,-0.833000004,0.734999955,0.979999959
8434907612,-0.636999965,0.783999979,1.02899992
8434916656,-0.881999969,0.538999975,1.22500002
8434928416,-0.833000004,0.68599999,0.930999994
8434936660,-1.22500002,0.588,0.538999975
8434947628,-1.02899992,0.68599999,0.881999969
8434956660,-1.02899992,0.881999969,0.294
8434967676,-0.783999979,1.02899992,1.02899992
8434976660,-1.22500002,0.881999969,0.0979999974
8434987568,-0.881999969,0.783999979,0.636999965
8434996656,-0.734999955,0.881999969,0.68599999
8435007620,-0.979999959,1.02899992,0.440999985
8435016660,-0.881999969,0.783999979,0.588
8435027624,-0.783999979,0.636999965,0.68599999
8435036660,-0.881999969,0.68599999,0.588
8435047628,-0.979999959,0.538999975,0.881999969
8435056660,-1.07799995,1.12699997,0.294
8435067676,-1.02899992,0.833000004,0.636999965
8435076660,-0.930999994,0.588,1.02899992
8435087568,-1.176,0.783999979,0.636999965
8435096660,-0.881999969,0.979999959,0.636999965
8435107616,-0.979999959,0.930999994,0.588
8435116656,-0.881999969,0.930999994,0.881999969
8435128424,-0.881999969,0.930999994,0.48999998
8435136660,-0.734999955,0.979999959,0.833000004
8435147620,-0.734999955,1.46999991,0.833000004
8435156656,-0.538999975,0.636999965,0.833000004
8435167672,-1.22500002,0.930999994,0.48999998
8435176660,-1.02899992,0.294,0.881999969
8435187628,-1.22500002,0.833000004,0.68599999
8435196660,-0.734999955,0.68599999,0.979999959
8435207560,-1.176,0.48999998,0.342999995
8435216660,-0.930999994,0.538999975,0.39199999
8435227620,-1.12699997,0.930999994,0.538999975
8435236660,-0.930999994,0.783999979,0.538999975
8435247624,-0.930999994,0.833000004,0.538999975
8435256660,-1.12699997,0.68599999,0.195999995
8435267676,-0.783999979,0.734999955,0.588
8435276660,-0.930999994,1.176,0.636999965
8435287620,-0.930999994,0.636999965,0.48999998
8435296660,-0.930999994,0.881999969,0.636999965
8435307552,-0.636999965,0.979999959,1.02899992
8435316660,-0.881999969,0.783999979,0.833000004
8435328480,-1.12699997,0.783999979,0.734999955
8435336660,-0.783999979,0.783999979,0.734999955
8435347568,-0.881999969,0.636999965,0.440999985
8435356660,-1.02899992,0.833000004,0.68599999
8435367672,-0.979999959,0.881999969,0.342999995
8435376660,-1.12699997,0.881999969,0.833000004
8435387624,-0.783999979,0.783999979,0.342999995
8435396660,-0.930999994,0.636999965,0.833000004
8435407560,-0.833000004,0.538999975,0.588
8435416660,-0.930999994,0.68599999,0.783999979
8435427620,-0.930999994,0.538999975,0.588
8435436664,-1.176,0.979999959,0.294
8435447628,-0.68599999,0.979999959,0.147
8435456660,-0.833000004,1.07799995,0.39199999
8435467680,-0.979999959,0.636999965,0.39199999
8435476664,-0.783999979,0.588,0.636999965
8435487628,-1.176,0.734999955,0.636999965
8435496660,-1.22500002,0.881999969,1.02899992
8435507616,-0.588,0.588,1.22500002
8435516660,-0.39199999,0.68599999,0.979999959
8435528424,-1.02899992,0.979999959,0.39199999
8435536664,-0.979999959,0.930999994,0.636999965
8435547564,-0.881999969,1.02899992,0.636999965
8435556660,-0.881999969,0.783999979,0.195999995
8435567672,-0.440999985,0.783999979,0.881999969
8435576660,-0.734999955,0.833000004,0.48999998
8435587620,-0.833000004,1.07799995,0.588
8435596660,-0.833000004,0.68599999,0.783999979
8435607624,-1.02899992,0.881999969,0.636999965
8435616660,-0.881999969,1.176,0.833000004
8435627564,-0.783999979,0.783999979,0.588
8435636660,-1.02899992,0.881999969,0.881999969
8435647624,-1.02899992,0.881999969,0.440999985
8435656660,-0.734999955,0.979999959,0.636999965
8435667676,-0.930999994,0.833000004,0.538999975
8435676660,-1.176,0.979999959,0.538999975
8435687628,-1.02899992,0.881999969,0.48999998
8435696660,-0.833000004,0.783999979,0.833000004
8435707624,-0.833000004,0.930999994,0.588
8435716660,-0.930999994,0.881999969,0.68599999
8435728424,-0.833000004,0.881999969,0.636999965
8435736664,-0.979999959,0.39199999,0.636999965
8435747572,-1.07799995,0.930999994,0.440999985
8435756660,-1.22500002,0.588,0.636999965
8435767680,-0.783999979,1.176,0.0979999974
8435776664,-0.68599999,1.27399993,0.833000004
8435787644,-0.881999969,0.979999959,0.734999955
8435796664,-0.930999994,0.930999994,0.440999985
8435807620,-0.833000004,0.783999979,0.734999955
8435816664,-0.979999959,0.881999969,0.538999975
8435827636,-1.07799995,0.930999994,0.636999965
8435836664,-0.930999994,0.68599999,0.39199999
8435847568,-0.979999959,0.979999959,0.39199999
8435856660,-0.979999959,0.440999985,0.68599999
8435867684,-1.02899992,0.538999975,0.783999979
8435876660,-0.833000004,0.68599999,0.636999965
8435887624,-0.783999979,1.12699997,0.636999965
8435896660,-1.22500002,0.636999965,0.636999965
8435907620,-1.12699997,0.930999994,0.68599999
8435916664,-0.930999994,0.881999969,0.881999969
8435928424,-1.02899992,0.833000004,0.636999965
8435936664,-1.07799995,0.930999994,0.588
8435947576,-0.881999969,0.538999975,0.588
8435956664,-1.02899992,0.68599999,0.636999965
8435967680,-0.881999969,0.48999998,1.07799995
8435976664,-0.930999994,0.881999969,0.588
8435987624,-0.979999959,0.833000004,0.783999979
8435996664,-0.783999979,0.881999969,0.783999979
8436007616,-0.881999969,0.881999969,0.538999975
8436016660,-0.68599999,0.881999969,0.881999969
8436027636,-0.833000004,0.68599999,0.39199999
8436036664,-0.979999959,0.68599999,0.881999969
8436047576,-0.881999969,0.588,0.783999979
8436056664,-1.02899992,0.881999969,1.02899992
8436067680,-0.833000004,0.930999994,0.881999969
8436076664,-1.176,0.930999994,0.636999965
8436087628,-0.68599999,0.833000004,0.881999969
8436096664,-1.02899992,0.734999955,0.881999969
8436107620,-0.833000004,0.636999965,0.734999955
8436116664,-0.979999959,0.68599999,0.636999965
8436128428,-0.979999959,0.930999994,0.783999979
8436136664,-0.636999965,0.833000004,0.68599999
8436147624,-0.979999959,0.538999975,0.636999965
8436156660,-0.881999969,0.538999975,0.588
8436167616,-0.833000004,0.68599999,0.342999995
8436176664,-1.27399993,0.68599999,0.342999995
8436187624,-0.68599999,0.979999959,0.588
8436196664,-0.930999994,1.07799995,0.538999975
8436207620,-0.538999975,0.833000004,0.734999955
8436216664,-0.881999969,0.39199999,0.538999975
8436227624,-0.930999994,0.881999969,0.538999975
8436236668,-0.734999955,0.636999965,0.68599999
8436247636,-0.833000004,0.930999994,0.734999955
8436256664,-0.636999965,0.930999994,0.588
8436267620,-0.979999959,0.930999994,0.833000004
8436276664,-0.48999998,0.783999979,0.588
8436287632,-0.833000004,0.783999979,1.12699997
8436296664,-0.833000004,0.783999979,0.833000004
8436307624,-0.833000004,0.833000004,0.68599999
8436316664,-0.979999959,0.68599999,0.39199999
8436328428,-0.833000004,0.48999998,0.979999959
8436336664,-0.881999969,0.48999998,0.783999979
8436347624,-0.930999994,0.636999965,0.588
8436356664,-0.833000004,0.783999979,0.833000004
8436367620,-1.07799995,0.881999969,0.979999959
8436376664,-1.02899992,0.881999969,0.48999998
8436387628,-0.783999979,0.979999959,0.588
8436396664,-0.833000004,0.881999969,0.538999975
8436407620,-0.734999955,0.881999969,0.39199999
8436416664,-0.881999969,0.979999959,0.48999998
8436427624,-0.833000004,0.734999955,0.48999998
8436436668,-1.02899992,1.02899992,1.12699997
8436447636,-1.27399993,0.979999959,0.881999969
8436456664,-0.881999969,0.979999959,0.833000004
8436467684,-1.176,0.833000004,0.342999995
8436476668,-0.979999959,0.930999994,0.48999998
8436487600,-0.930999994,0.930999994,0.48999998
8436496668,-1.176,0.979999959,0.636999965
8436507628,-0.636999965,0.734999955,0.783999979
8436516664,-0.930999994,0.68599999,0.833000004
8436528556,-0.588,0.979999959,0.734999955
8436536664,-0.833000004,0.538999975,0.783999979
8436547636,-0.979999959,0.783999979,0.538999975
8436556664,-0.68599999,0.833000004,0.833000004
8436567680,-0.881999969,0.833000004,0.48999998
8436576664,-0.734999955,1.07799995,0.734999955
8436587568,-0.930999994,0.68599999,0.68599999
8436596664,-0.881999969,0.881999969,0.538999975
8436607620,-1.02899992,0.636999965,0.636999965
8436616664,-0.881999969,0.48999998,0.783999979
8436627628,-1.02899992,0.734999955,0.24499999
8436636668,-0.833000004,0.68599999,0.68599999
8436647624,-0.979999959,0.881999969,0.538999975
8436656664,-1.07799995,0.734999955,0.833000004
8436667692,-0.68599999,0.636999965,0.538999975
8436676664,-0.68599999,0.636999965,0.538999975
8436687576,-0.881999969,0.734999955,0.24499999
8436696664,-0.881999969,0.881999969,1.02899992
8436707624,-0.833000004,0.68599999,0.195999995
8436716664,-0.588,0.68599999,0.833000004
8436728432,-0.68599999,0.538999975,0.147
8436736668,-0.979999959,0.636999965,1.27399993
8436747632,-0.930999994,0.783999979,0.440999985
8436756668,-1.07799995,0.48999998,0.930999994
8436767684,-0.979999959,0.68599999,0.979999959
8436776668,-0.833000004,0.833000004,0.68599999
8436787628,-1.07799995,0.833000004,0.588
8436796664,-0.783999979,0.833000004,0.342999995
8436807568,-0.979999959,0.881999969,0.440999985
8436816664,-0.833000004,0.636999965,0.588
8436827628,-0.979999959,0.833000004,0.440999985
8436836668,-0.979999959,0.979999959,0.636999965
8436847624,-1.02899992,0.68599999,0.636999965
8436856664,-0.833000004,0.734999955,0.833000004
8436867680,-0.833000004,0.881999969,0.68599999
8436876668,-1.12699997,1.02899992,0.881999969
8436887636,-0.930999994,0.833000004,0.881999969
8436896668,-0.881999969,0.68599999,0.588
8436907576,-0.930999994,0.734999955,0.833000004
8436916668,-0.881999969,0.833000004,0.588
8436928488,-0.734999955,0.783999979,0.833000004
8436936668,-1.22500002,1.02899992,0.783999979
8436947580,-0.881999969,0.734999955,0.881999969
8436956668,-1.02899992,0.783999979,0.636999965
8436967680,-0.979999959,0.930999994,0.588
8436976668,-1.176,0.636999965,0.783999979
8436987632,-0.833000004,0.588,0.783999979
8436996668,-1.22500002,0.881999969,0.0979999974
8437007564,-1.07799995,0.68599999,0.833000004
8437016664,-0.833000004,0.783999979,0.636999965
8437027632,-1.07799995,0.783999979,0.930999994
8437036668,-0.881999969,0.881999969,0.588
8437047632,-1.02899992,0.538999975,0.48999998
8437056668,-0.930999994,0.538999975,0.636999965
8437067680,-1.22500002,0.833000004,0.48999998
8437076668,-0.636999965,1.176,0.440999985
8437087632,-0.588,0.636999965,0.440999985
8437096668,-0.930999994,0.68599999,0.833000004
8437107624,-0.930999994,0.588,0.147
8437116668,-0.783999979,0.881999969,0.783999979
8437128436,-0.68599999,0.734999955,0.636999965
8437136672,-0.881999969,0.881999969,0.538999975
8437147576,-0.881999969,0.783999979,0.48999998
8437156668,-1.12699997,0.588,0.636999965
8437167692,-1.12699997,0.979999959,0.881999969
8437176668,-0.783999979,0.636999965,0.979999959
8437187668,-0.833000004,0.833000004,0.588
8437196668,-0.588,0.636999965,0.588
8437207628,-0.833000004,0.636999965,0.538999975
8437216668,-1.07799995,0.783999979,0.48999998
8437227572,-0.833000004,0.930999994,0.881999969
8437236672,-0.881999969,0.734999955,0.881999969
8437247636,-0.588,0.833000004,0.881999969
8437256668,-1.12699997,0.979999959,0.588
8437267684,-0.833000004,1.02899992,0.636999965
8437276668,-0.979999959,0.930999994,0.440999985
8437287632,-0.881999969,0.979999959,0.636999965
8437296668,-0.734999955,0.979999959,1.22500002
8437307632,-0.930999994,0.636999965,0.0979999974
8437316668,-0.979999959,0.636999965,1.176
8437328432,-0.881999969,1.12699997,0.930999994
8437336672,-0.979999959,0.68599999,0.930999994
8437347576,-0.930999994,0.68599999,0.24499999
8437356668,-0.734999955,0.833000004,1.12699997
8437367684,-0.68599999,0.734999955,0.930999994
8437376668,-0.783999979,0.783999979,1.37199998
8437387636,-1.02899992,0.440999985,0.734999955
8437396668,-0.979999959,0.68599999,0.783999979
8437407620,-0.881999969,0.636999965,0.48999998
8437416668,-0.833000004,0.881999969,0.783999979
8437427628,-1.07799995,0.68599999,0.734999955
8437436672,-0.930999994,0.588,0.342999995
8437447580,-0.783999979,0.783999979,0.294
8437456668,-0.881999969,0.734999955,0.783999979
8437467684,-0.979999959,0.68599999,0.68599999
8437476668,-0.881999969,1.07799995,0.538999975
8437487636,-0.881999969,0.930999994,0.588
8437496668,-0.588,0.734999955,0.538999975
8437507632,-0.734999955,0.881999969,0.979999959
8437516668,-1.12699997,1.176,0.294
8437528436,-0.833000004,0.68599999,0.979999959
8437536672,-0.881999969,0.588,0.342999995
8437547580,-1.07799995,0.636999965,0.48999998
8437556668,-0.783999979,0.930999994,0.833000004
8437567684,-0.979999959,0.783999979,0.734999955
8437576672,-0.881999969,0.881999969,0.68599999
8437587632,-1.02899992,0.636999965,0.783999979
8437596668,-0.979999959,0.734999955,0.24499999
8437607624,-0.881999969,0.833000004,0.881999969
8437616668,-0.734999955,0.833000004,0.538999975
8437627632,-0.68599999,0.881999969,0.48999998
8437636672,-0.979999959,1.02899992,0.588
8437647628,-1.02899992,0.783999979,0.440999985
8437656668,-1.22500002,0.979999959,0.833000004
8437667624,-1.32299995,0.68599999,0.930999994
8437676672,-1.02899992,0.881999969,0.588
8437687632,-0.833000004,0.39199999,0.68599999
8437696668,-0.881999969,0.833000004,0.48999998
8437707624,-1.07799995,1.02899992,0.783999979
8437716672,-1.07799995,1.02899992,0.881999969
8437728436,-0.783999979,0.881999969,0.342999995
8437736672,-0.734999955,0.636999965,0.833000004
8437747640,-0.979999959,0.881999969,0.588
8437756672,-0.783999979,0.734999955,0.440999985
8437767628,-0.881999969,1.02899992,0.68599999
8437776672,-0.833000004,0.734999955,0.833000004
8437787644,-1.27399993,1.07799995,0.979999959
8437796672,-0.930999994,0.783999979,0.783999979
8437807632,-0.881999969,0.538999975,0.734999955
8437816672,-1.02899992,0.48999998,0.783999979
8437827636,-0.979999959,0.636999965,0.734999955
8437836672,-0.734999955,0.881999969,0.734999955
8437847628,-1.07799995,0.833000004,1.02899992
8437856672,-0.881999969,1.07799995,0.636999965
8437867624,-0.881999969,0.783999979,0.294
8437876672,-1.22500002,0.833000004,0.39199999
8437887652,-1.07799995,0.979999959,1.176
8437896668,-0.979999959,0.783999979,0
8437907624,-0.734999955,0.538999975,1.22500002
8437916672,-0.930999994,0.783999979,-0.195999995
8437928436,-1.02899992,0.783999979,0.24499999
8437936676,-1.07799995,0.68599999,0
8437947640,-0.833000004,0.783999979,0.147
8437956672,-0.881999969,0.833000004,0.48999998
8437967692,-1.02899992,0.68599999,0
8437976676,-0.881999969,0.440999985,0.24499999
8437987580,-1.27399993,0.48999998,1.07799995
8437996672,-1.176,0.930999994,0.636999965
8438007624,-0.833000004,0.68599999,0.440999985
8438016672,-0.979999959,0.734999955,0.734999955
8438027640,-0.636999965,0.588,0.48999998
8438036672,-0.588,0.68599999,0.979999959
8438047640,-0.881999969,0.881999969,0.68599999
8438056672,-0.68599999,0.833000004,0.636999965
8438067684,-0.783999979,0.833000004,0.783999979
8438076672,-1.176,0.538999975,0.588
8438087576,-0.68599999,0.636999965,0.833000004
8438096672,-0.881999969,1.12699997,0.783999979
8438107628,-1.12699997,0.881999969,0.39199999
8438116672,-0.930999994,1.07799995,0.783999979
8438128436,-0.734999955,0.588,0.636999965
8438136672,-1.07799995,0.833000004,0.783999979
8438147636,-0.734999955,0.636999965,0.833000004
8438156672,-0.930999994,0.734999955,0.833000004
8438167692,-1.12699997,0.39199999,0.68599999
8438176672,-0.833000004,0.979999959,0.342999995
8438187580,-0.979999959,0.39199999,0.39199999
8438196672,-1.07799995,0.979999959,0.833000004
8438207632,-1.07799995,0.979999959,0.979999959
8438216672,-0.783999979,0.440999985,0.24499999
8438227636,-0.979999959,0.48999998,0.783999979
8438236676,-0.881999969,1.22500002,0.734999955
8438247644,-0.833000004,0.636999965,0.636999965
8438256672,-0.783999979,0.588,0.636999965
8438267692,-1.02899992,0.68599999,0.636999965
8438276672,-0.833000004,1.02899992,0.68599999
8438287636,-0.833000004,0.783999979,0.440999985
8438296672,-1.27399993,0.48999998,0.881999969
8438307572,-1.07799995,0.68599999,0.538999975
8438316672,-0.734999955,0.833000004,0.588
8438328496,-0.734999955,0.68599999,0.588
8438336676,-0.881999969,0.881999969,0
8438347580,-0.783999979,0.979999959,0.588
8438356676,-1.12699997,0.979999959,0.833000004
8438367696,-1.02899992,0.930999994,0.783999979
8438376672,-0.734999955,0.881999969,1.02899992
8438387636,-0.734999955,0.636999965,0.636999965
8438396672,-0.881999969,0.881999969,0.588
8438407580,-0.68599999,1.02899992,0.68599999
8438416672,-0.930999994,0.48999998,0.833000004
8438427632,-1.02899992,0.48999998,0.588
8438436676,-1.02899992,0.48999998,0.783999979
8438447644,-0.783999979,0.783999979,0.68599999
8438456676,-0.881999969,0.39199999,0.294
8438467688,-0.783999979,0.734999955,0.783999979
8438476672,-0.881999969,0.636999965,0.833000004
8438487636,-0.979999959,0.783999979,0.636999965
8438496672,-0.930999994,0.68599999,0.833000004
8438507568,-0.783999979,0.930999994,0.588
8438516676,-0.979999959,0.68599999,0.636999965
8438528492,-1.07799995,0.881999969,0.783999979
8438536676,-0.68599999,0.833000004,1.02899992
8438547580,-0.48999998,0.881999969,1.27399993
8438556672,-0.734999955,1.07799995,1.07799995
8438567700,-0.68599999,1.07799995,0.440999985
8438576676,-1.12699997,0.538999975,0.68599999
8438587660,-0.783999979,0.833000004,0.588
8438596676,-0.68599999,0.833000004,0.588
8438607632,-0.881999969,0.48999998,1.22500002
8438616676,-0.881999969,1.07799995,0.538999975
8438627592,-0.881999969,0.833000004,0.588
8438636676,-0.881999969,0.881999969,0.195999995
8438647640,-1.176,0.734999955,0.538999975
8438656676,-0.930999994,0.833000004,0.734999955
8438667688,-1.176,0.881999969,0.881999969
8438676676,-0.881999969,0.538999975,0.195999995
8438687636,-0.881999969,0.734999955,0.881999969
8438696676,-0.833000004,1.07799995,0.636999965
8438707632,-0.881999969,0.636999965,0.588
8438716676,-0.930999994,1.07799995,0.783999979
8438728440,-1.07799995,0.48999998,0.24499999
8438736676,-0.833000004,0.979999959,0.833000004
8438747588,-1.02899992,0.636999965,0.783999979
8438756676,-1.02899992,0.68599999,0.636999965
8438767692,-0.833000004,0.833000004,0.636999965
8438776676,-1.22500002,0.538999975,0.833000004
8438787644,-1.02899992,0.538999975,0.538999975
8438796676,-1.07799995,0.440999985,0.48999998
8438807632,-0.930999994,0.881999969,0.68599999
8438816676,-0.833000004,0.734999955,0.538999975
8438827588,-0.930999994,0.833000004,0.588
8438836680,-1.07799995,0.783999979,0.538999975
8438847636,-0.734999955,0.881999969,0.636999965
8438856676,-1.37199998,0.68599999,0.783999979
8438867696,-1.176,0.930999994,0.734999955
8438876676,-0.68599999,0.636999965,0.588
8438887640,-0.930999994,0.881999969,0.636999965
8438896676,-0.833000004,0.734999955,0.440999985
8438907628,-1.02899992,0.930999994,0.636999965
8438916676,-0.833000004,0.833000004,0.636999965
8438928436,-1.07799995,0.833000004,0.440999985
8438936680,-0.881999969,0.930999994,0.538999975
8438947588,-0.881999969,0.833000004,0.636999965
8438956676,-0.930999994,0.538999975,0.294
8438967688,-0.930999994,0.979999959,0.734999955
8438976676,-1.07799995,0.588,0.68599999
8438987644,-0.833000004,0.783999979,0.588
8438996676,-0.881999969,0.833000004,0.538999975
8439007640,-1.02899992,0.68599999,0.930999994
8439016676,-0.783999979,0.783999979,0.588
8439027644,-0.833000004,0.68599999,0.636999965
8439036680,-0.881999969,0.68599999,0.783999979
8439047588,-0.881999969,0.636999965,0.636999965
8439056676,-1.07799995,0.930999994,0.783999979
8439067696,-0.68599999,0.783999979,0.588
8439076676,-0.930999994,0.833000004,0.979999959
8439087636,-1.02899992,0.68599999,0.588
8439096676,-1.27399993,0.588,0.0979999974
8439107628,-0.979999959,0.48999998,0.0979999974
8439116676,-0.833000004,0.979999959,0.588
8439128440,-0.930999994,0.440999985,0.734999955
8439136676,-0.881999969,0.636999965,0.930999994
8439147580,-0.930999994,0.538999975,0.783999979
8439156676,-0.783999979,1.07799995,0.294
8439167692,-0.783999979,0.783999979,1.12699997
8439176676,-0.833000004,0.881999969,0.0489999987
8439187640,-0.68599999,0.538999975,0.833000004
8439196676,-1.07799995,1.12699997,0.783999979
8439207644,-0.979999959,0.979999959,0.783999979
8439216676,-1.02899992,0.881999969,0.538999975
8439227644,-1.07799995,0.783999979,0.734999955
8439236680,-1.22500002,0.783999979,0.440999985
8439247648,-0.881999969,0.881999969,0.342999995
8439256680,-0.979999959,0.979999959,0.783999979
8439267640,-0.930999994,0.48999998,0.342999995
8439276676,-0.979999959,0.68599999,0.833000004
8439287668,-0.783999979,0.68599999,0.734999955
8439296676,-0.833000004,0.734999955,0.39199999
8439307636,-0.881999969,1.02899992,0.294
8439316676,-1.12699997,0.881999969,0.48999998
8439328444,-1.176,1.07799995,0.833000004
8439336680,-0.734999955,0.881999969,0.979999959
8439347644,-0.48999998,0.881999969,0.734999955
8439356680,-1.22500002,0.734999955,0.538999975
8439367640,-0.881999969,0.48999998,0.783999979
8439376676,-0.881999969,0.881999969,0.440999985
8439387636,-1.07799995,0.833000004,0.440999985
8439396676,-0.833000004,1.07799995,0.833000004
8439407632,-1.12699997,0.783999979,0.636999965
8439416680,-1.02899992,0.636999965,0.588
8439427648,-0.979999959,0.979999959,0.68599999
8439436680,-0.979999959,0.979999959,0.783999979
8439447648,-0.979999959,0.588,0.342999995
8439456680,-0.930999994,0.734999955,0.833000004
8439467696,-0.979999959,0.68599999,0.734999955
8439476680,-0.48999998,0.588,0.588
8439487592,-1.07799995,0.930999994,0.538999975
8439496680,-1.02899992,0.979999959,0.636999965
8439507640,-0.833000004,0.930999994,0.930999994
8439516680,-1.02899992,0.930999994,0.979999959
8439528444,-1.02899992,0.930999994,0.588
8439536680,-0.734999955,0.68599999,0.881999969
8439547636,-1.46999991,0.833000004,0.538999975
8439556676,-0.538999975,0.538999975,0.833000004
8439567692,-1.02899992,0.68599999,0.588
8439576676,-1.07799995,1.07799995,0.783999979
8439587580,-0.979999959,1.176,0.783999979
8439596680,-1.12699997,0.881999969,0.68599999
8439607636,-0.881999969,0.930999994,0.588
