pressureTimestamp,pressure
8436116952,88365.5938
8436128744,88368.6016
8436136948,88359.6797
8436147904,88357.2812
8436156944,88369.2891
8436167904,88361.8594
8436176944,88361.5547
8436187908,88391.5
8436196944,88385.5938
8436207900,88381.6562
8436216952,88392.9219
8436227904,88386.1328
8436236952,88384.4062
8436247916,88384.5547
8436256944,88381.0625
8436267912,88378.6953
8436276948,88390.6641
8436287912,88386.375
8436296944,88389.1328
8436307904,88394.9453
8436316952,88387.4062
8436328744,88385.4922
8436336948,88390.2109
8436347904,88382.6875
8436356944,88383.9141
8436367912,88389.5312
8436376944,88382.3828
8436387912,88382.8828
8436396944,88390.7656
8436407900,88384.1094
8436416952,88386.6172
8436427904,88391.0078
8436436952,88387.1172
8436447916,88381.0078
8436456944,88388.8438
8436467972,88384.0547
8436476948,88383.0703
8436487884,88388.0547
8436496948,88379.7812
8436507908,88377.3672
8436516956,88386.7188
8436528860,88382.0469
8436536948,88377.8984
8436547916,88385.5938
8436556944,88384.4531
8436567968,88380.8594
8436576944,88391.9922
8436587848,88386.4766
8436596944,88385.2891
8436607900,88392.8203
8436616956,88389.0391
8436627908,88385.5391
8436636952,88392.3281
8436647908,88387.4609
8436656948,88386.875
8436667984,88391.7969
8436676944,88385.3438
8436687856,88371.1094
8436696944,88371.0625
8436707908,88363.0859
8436716956,88361.1172
8436728748,88368.3594
8436736952,88358.6953
8436747916,88352.6953
8436756948,88363.8672
8436767972,88356.3828
8436776948,88355.2109
8436787912,88391.6484
8436796944,88386.1797
8436807848,88383.2812
8436816956,88394.9453
8436827908,88384.9922
8436836952,88382.9766
8436847904,88391.1016
8436856944,88386.8203
8436867972,88383.4688
8436876948,88393.4688
8436887916,88384.6562
8436896944,88386.2344
8436907856,88392.3281
8436916956,88386.6172
8436928804,88384.1641
8436936956,88386.375
8436947860,88378.5391
8436956944,88380.1172
8436967972,88386.5234
8436976952,88378.7891
8436987912,88376.5703
8436996944,88392.4766
8437007848,88385.7344
8437016956,88384.0078
8437027912,88388.8438
8437036952,88380.6094
8437047912,88379.625
8437056948,88392.6719
8437067972,88385.6797
8437076944,88385.5938
8437087916,88395.3438
8437096948,88389.375
8437107904,88381.9922
8437116956,88392.5781
8437128752,88387.4062
8437136952,88384.9062
8437147856,88390.6016
8437156948,88385.8359
8437167980,88381.7422
8437176952,88384.3047
8437187952,88379.9766
8437196952,88376.8203
8437207908,88381.4531
8437216956,88378.0547
8437227852,88375.8359
8437236956,88384.75
8437247916,88375.5469
8437256948,88377.7109
8437267972,88387.8047
8437276948,88381.2109
8437287916,88368.8516
8437296952,88370.2266
8437307912,88362.2891
8437316956,88361.7109
8437328748,88368.6953
8437336952,88360.0312
8437347856,88350.8203
8437356948,88368.6016
8437367976,88359.0469
8437376948,88357.5234
8437387916,88390.2109
8437396948,88380.4219
8437407904,88377.3125
8437416956,88391.9922
8437427908,88386.4766
8437436956,88383.125
8437447868,88385.8359
8437456948,88379.0938
8437467976,88378.1094
8437476952,88382.2969
8437487916,88387.75
8437496948,88393.5156
8437507912,88384.9453
8437516960,88384.8516
8437528752,88391.9922
8437536952,88382.8828
8437547860,88378.3516
8437556948,88390.7031
8437567976,88382.3828
8437576948,88381.4531
8437587916,88390.8516
8437596948,88383.5703
8437607908,88384.9062
8437616956,88391.6484
8437627912,88384.75
8437636952,88384.2656
8437647908,88389.8281
8437656948,88385.1484
8437667916,88387.1172
8437676952,88393.5156
8437687916,88386.7656
8437696948,88386.7188
8437707908,88393.6641
8437716960,88385.0938
8437728752,88387.8047
8437736956,88385.1875
8437747920,88376.3828
8437756952,88378.25
8437767920,88385.8906
8437776956,88380.1719
8437787928,88383.8125
8437796948,88391.1016
8437807912,88383.0312
8437816960,88382.5391
8437827916,88391.0547
8437836952,88384.6562
8437847912,88383.375
8437856952,88398.5391
8437867916,88390.1719
8437876956,88387.0703
8437887932,88364.7109
8437896952,88357.8672
8437907908,88359.7891
8437916960,88364.5625
8437928752,88359.2969
8437936960,88356.4375
8437947924,88359.3359
8437956952,88356.8359
8437967984,88359.5859
8437976956,88361.8047
8437987860,88368.75
8437996952,88383.6719
8438007908,88392.1406
8438016960,88385.9844
8438027920,88383.7109
8438036956,88387.8984
8438047920,88382.2344
8438056952,88384.6094
8438067976,88393.8594
8438076952,88385.5391
8438087860,88386.2734
8438096952,88391.9375
8438107908,88385.0938
8438116960,88386.6641
8438128752,88389.4297
8438136956,88385.25
8438147920,88386.375
8438156952,88388.3906
8438167984,88385.4375
8438176952,88386.2344
8438187864,88391.1562
8438196952,88384.9922
8438207912,88385.6406
8438216964,88394.9453
8438227916,88385.3438
8438236964,88384.2031
8438247924,88385.9297
8438256952,88381.0625
8438267984,88379.5859
8438276956,88388.9375
8438287916,88385.5938
8438296952,88388.5938
8438307852,88391.3047
8438316960,88383.8125
8438328812,88382.8281
8438336956,88389.5781
8438347860,88380.8594
8438356956,88382.1953
8438367988,88389.6172
8438376952,88382.2344
8438387920,88383.8672
8438396956,88395.3438
8438407860,88385.5391
8438416960,88383.7656
8438427916,88389.9219
8438436960,88381.5547
8438447924,88378.3984
8438456952,88388.6328
8438467980,88381.0625
8438476956,88380.2656
8438487920,88367.8047
8438496952,88361.4609
8438507852,88362.2031
8438516964,88366.9297
8438528808,88359.5859
8438536960,88358.3047
8438547864,88363.0312
8438556952,88357.7656
8438567992,88358.8047
8438576960,88364.6641
8438587940,88371.2578
8438596956,88377.6094
8438607916,88386.2344
8438616964,88380.4219
8438627872,88378.4531
8438636960,88388.0547
8438647920,88381.5938
8438656952,88381.1562
8438667980,88391.6875
8438676956,88385.8906
8438687916,88383.8672
8438696952,88393.5156
8438707912,88388.3438
8438716964,88386.3281
8438728756,88388.2969
8438736960,88382.5781
8438747868,88380.1172
8438756956,88388.6328
8438767984,88379.7812
8438776956,88378.75
8438787928,88392.0859
8438796956,88385.4375
8438807912,88382.8281
8438816964,88393.1641
8438827868,88383.1797
8438836960,88382.3828
8438847916,88390.6641
8438856956,88382.3359
8438867988,88384.2031
8438876956,88393.0703
8438887920,88384.7969
8438896956,88386.0234
8438907912,88389.7188
8438916964,88384.1641
8438928752,88384.75
8438936964,88387.6094
8438947868,88379.625
8438956956,88381.7031
8438967976,88392.2344
8438976960,88382.7266
8438987924,88384.3047
8438996960,88393.375
8439007924,88386.5234
8439016964,88388.4453
8439027928,88390.0234
8439036960,88380.1172
8439047868,88379.7344
8439056956,88394.8438
8439067984,88388.2031
8439076956,88391.1016
8439087920,88368.0625
8439096956,88361.6562
8439107908,88362.2031
8439116964,88368.5469
8439128756,88359.7891
8439136960,88361.6094
8439147860,88370.0781
8439156956,88362.2031
8439167980,88359.7422
8439176956,88374.5156
8439187920,88379.7812
8439196956,88385.1484
8439207924,88395.9297
8439216968,88387.2188
8439227924,88384.0078
8439236968,88390.1719
8439247928,88379.2344
8439256960,88380.1719
8439267932,88384.9922
8439276960,88379.9297
8439287956,88375.7422
8439296956,88385.5391
8439307916,88378.6406
8439316968,88379.2344
8439328760,88381.5938
8439336960,88380.7188
8439347924,88380.0234
8439356960,88392.3906
8439367932,88386.2344
8439376956,88385.3438
8439387920,88390.8516
8439396956,88385.4375
8439407916,88383.9609
8439416968,88392.0859
8439427928,88383.0312
8439436968,88384.5547
8439447936,88385.1484
8439456960,88380.7578
8439467988,88380.5703
8439476964,88391.3438
8439487872,88384.9922
8439496960,88387.4062
8439507920,88395.7734
8439516968,88389.6172
8439528760,88385.7344
8439536960,88387.1172
8439547920,88380.8594
8439556956,88384.1094
8439567980,88393.8047
8439576956,88387.5625
8439587864,88385.6406
8439596960,88393.2734
8439607916,88387.4062
8439616968,88388.1484
8439627932,88392.5312
8439636964,88385.5391
8439647924,88387.3594
8439656960,88396.9688
8439667984,88390.6016
8439676960,88389.3281
8439687872,88372.8359
8439696960,88364.2656
8439707916,88360.9688
8439716968,88369.8359
8439728760,88361.9531
8439736968,88361.8047
8439747924,88364.5625
8439756960,88358.8516
8439767984,88354.9688
8439776964,88376.875
8439787924,88381.3516
8439796960,88386.7188
8439807860,88395.6875
8439816968,88387.8984
8439827920,88384.4531
8439836964,88395.5312
8439847928,88387.4062
8439856960,88387.9531
8439867988,88393.8594
8439876960,88390.0703
8439887928,88386.8203
8439896960,88399.0781
8439907864,88391.0547
8439916968,88388.5938
8439928816,88394.1484
8439936968,88384.5547
8439947876,88378.3516
8439956964,88385.3438
8439968056,88380.0234
8439976972,88376.875
8439987928,88388.7891
8439996964,88382.9766
8440007868,88380.3203
8440016972,88393.125
8440027932,88386.1328
8440036964,88381.8984
8440047928,88394.7031
8440056964,88387.9531
8440067996,88381.7422
8440076964,88393.7656
8440087924,88388.6953
8440096960,88388.5938
8440107916,88393.5156
8440116972,88384.6953
8440128760,88382.0469
8440136964,88393.2188
8440147872,88384.3047
8440156960,88381.3047
8440167984,88396.0781
8440176960,88388.0547
8440187924,88381.1562
8440196960,88393.4141
8440207920,88385.8906
8440216972,88387.6484
8440227868,88392.0391
8440236972,88381.9922
8440247928,88377.8984
8440256960,88389.0391
8440267996,88382.0469
8440276964,88384.0078
8440287932,88369.7344
8440296964,88364.9609
8440307924,88362.6953
8440316972,88368.6953
8440328760,88362.25
8440336968,88362
8440347872,88371.1094
8440356960,88366.3906
8440367984,88361.0625
8440376964,88381.0625
8440387920,88384.2656
8440396960,88385.5938
8440407920,88393.9609
8440416972,88388.6953
8440427920,88382.3828
8440436972,88390.8516
8440447876,88382.6406
8440456960,88379.6797
8440467992,88389.0391
8440476968,88382.3828
8440487932,88379.4375
8440496960,88395.4375
8440507928,88391.1562
8440516972,88388.3906
8440528768,88392.6719
8440536968,88381.9922
8440547876,88376.0859
8440556964,88394.0156
8440567992,88387.4609
8440576964,88387.75
8440587924,88394.6016
8440596964,88388.1016
8440607920,88381.5938
8440616972,88392.3906
8440627924,88385.9844
8440636968,88385.25
8440647864,88393.9609
8440656968,88386.2734
8440668016,88378.25
8440676964,88388.9766
8440687932,88378.0547
8440696964,88377.4688
8440707924,88390.4609
8440716976,88383.2188
8440728768,88375.6875
8440736976,88381.4531
8440747936,88391.3438
8440756964,88386.375
8440767936,88380.0781
8440776968,88380.2188
8440787936,88395.4375
8440796964,88387.6094
8440807916,88385.9844
8440816972,88396.6172
8440827924,88387.8594
8440836968,88386.7188
8440847924,88394.0547
8440856960,88388.5938
8440867932,88387.8594
8440876964,88395.4375
8440887928,88377.6094
8440896964,88365.3047
8440907932,88371.0078
8440916976,88365.8906
8440928772,88363.0859
8440936972,88363.4844
8440947940,88357.7109
8440956964,88358.8516
8440967936,88365.1562
8440976968,88356.2422
8440987932,88365.9844
8440996968,88392.6719
8441007924,88385.9297
8441016972,88384.3594
8441027932,88393.8047
8441036968,88383.0312
8441047932,88379.5859
8441056964,88394.5469
8441067988,88387.8594
8441076964,88386.4219
8441087868,88390.2109
8441096964,88382.8828
8441107924,88385.6406
8441116976,88395.4375
8441128772,88385.8359
8441136972,88384.1094
8441147928,88393.4141
8441156968,88386.3281
8441167996,88386.6641
8441176964,88395.875
8441187876,88386.3281
8441196964,88386.4219
8441207928,88394.8438
8441216976,88387.8594
8441227928,88389.375
8441236968,88392.4297
8441247932,88382.3828
8441256964,88382.7812
8441267988,88390.9531
8441276968,88384.75
8441287876,88389.1328
8441296964,88398.1484
8441307924,88388.5469
8441316976,88388.8906
8441328772,88391.6484
8441336972,88384.9453
8441347932,88383.9141
8441356972,88387.75
8441368060,88378.5391
8441376972,88375.7969
8441387944,88389.6172
8441396968,88381.4531
8441407872,88380.9141
8441416980,88388.8438
8441427940,88382.3359
8441436976,88381.3516
8441447936,88389.2812
8441456968,88381.25
8441467992,88381.7969
8441476972,88390.3594
8441487936,88374.6016
8441496968,88363.2344
8441507872,88368.75
8441516976,88364.2188
8441528824,88363.1328
8441536976,88359.5469
8441547888,88358.1641
8441556968,88360.2812
8441568000,88365.9453
8441576968,88363.0859
8441587936,88374.5156
8441596968,88391.9375
8441607868,88383.1797
8441616976,88383.8672
8441627936,88389.7188
8441636972,88384.5078
8441647928,88384.3047
8441656968,88397.0078
8441667992,88389.4297
8441676972,88387.5078
8441687936,88394.2578
8441696968,88385.9297
8441707924,88386.1797
8441716980,88392.9219
8441728768,88385.4922
8441736976,88385.0391
8441747888,88387.2656
8441756968,88380.8594
8441768004,88381.7031
8441776972,88393.0234
8441787936,88385.1484
8441796972,88382.6875
8441807928,88393.3125
8441816980,88386.5234
8441827876,88385.3438
8441836972,88392.0391
8441847932,88386.4219
8441856968,88387.2188
8441867996,88392.5312
8441876968,88384.6094
8441887932,88386.9688
8441896968,88393.1641
8441907928,88386.7656
8441916976,88388.4453
8441928768,88393.9062
8441936976,88383.9141
8441947884,88381.0078
8441956972,88387.1641
8441968004,88380.6719
8441976972,88380.4688
8441987936,88391.8359
8441996968,88385.8906
8442007928,88384.9062
8442016980,88393.6172
8442027936,88385.7344
8442036976,88383.4219
8442047880,88393.1641
8442056976,88384.0078
8442068060,88381.2109
8442076972,88386.0781
8442087936,88367.1719
8442096972,88357.8203
8442107932,88365.7031
8442116984,88360.625
8442128768,88357.6172
8442136972,88366.2891
8442147876,88362.7422
8442156968,88363.6797
8442167996,88370.2266
8442176972,88363.4375
8442187940,88372.4453
8442196968,88392.5312
8442207928,88386.6641
8442216980,88384.5078
8442227932,88393.5625
8442236980,88383.7656
8442247940,88378.7891
8442256972,88390.9062
8442267944,88382.5781
8442276976,88380.2656
8442287944,88393.9062
8442296972,88386.7188
8442307928,88386.5234
8442316980,88395.875
8442328768,88385.6797
8442336976,88384.1641
8442347936,88392.7344
8442356968,88385.5938
8442367936,88381.7969
8442376972,88392.6328
8442387936,88384.9922
8442396972,88386.8203
8442407924,88389.375
8442416980,88382.2969
8442427936,88384.6562
8442436980,88388.4922
8442447940,88379.8672
8442456972,88381.3516
8442467940,88388.5938
8442476980,88380.6094
8442487940,88381.8984
8442496972,88394.0156
8442507928,88386.0234
8442516980,88386.875
8442528776,88390.8516
8442536976,88379.8672
8442547936,88375.3438
8442556972,88395.875
8442567996,88387.0703
8442576972,88387.4609
8442587876,88391.6484
8442596976,88383.8672
8442607940,88383.1797
8442616980,88392.7812
8442627944,88386.875
8442636976,88384.1094
8442647936,88394.5
8442656972,88389.1328
8442668000,88384.6094
8442676972,88388.5469
8442687884,88371.2578
8442696972,88364.4688
8442707928,88371.6484
8442716980,88363.4375
8442728772,88359.8906
8442736980,88364.2656
8442747944,88356.4844
8442756976,88358.5625
8442768072,88358.8516
8442776984,88350.5312
8442787888,88366.9297
8442796972,88389.9688
8442807940,88383.4688
8442816988,88383.4688
8442827944,88390.7656
8442836980,88383.2812
8442847936,88381.7031
8442856972,88393.8047
8442868000,88384.5547
8442876972,88384.9062
8442887936,88397.0625
8442896976,88388.8438
8442907880,88387.2188
8442916984,88392.3906
8442928828,88385.4375
8442936980,88385.1484
8442947888,88390.0234
8442956972,88382.3359
8442968004,88379.3828
8442976976,88389.6172
8442987936,88386.4219
8442996972,88389.5312
8443007880,88389.5781
8443016988,88385.6406
8443027952,88384.5078
8443036980,88386.6172
8443047940,88383.8125
8443056976,88391.0078
8443068000,88390.9062
8443076976,88387.0078
8443087944,88384.5078
8443096972,88389.2266
8443107876,88383.125
8443116984,88385.1875
8443128832,88391.8906
8443136980,88384.2656
8443147880,88380.7188
8443156972,88391.3984
8443168000,88383.8672
8443176976,88384.2656
8443187944,88391.75
8443196976,88386.5781
8443207932,88382.7266
8443216984,88391.5938
8443227888,88386.7656
8443236980,88383.7109
8443247944,88389.4297
8443256976,88383.7109
8443268004,88378.2969
8443276980,88384.6953
8443287952,88369.9844
8443296976,88363.1797
8443307932,88369.1406
8443316984,88361.8047
8443328776,88356.2969
8443336980,88367.7109
8443347880,88361.1641
8443356976,88360.8203
8443368000,88371.1562
8443376976,88363.2734
8443387936,88369.7734
8443396976,88391.4453
8443407932,88384.9922
8443416984,88386.1328
8443427880,88394.2969
8443436984,88386.1797
8443447952,88379.6797
8443456980,88390.1719
8443468072,88380.8594
8443476984,88375.3438
8443487952,88391.4453
8443496980,88383.0312
8443507940,88377.7109
8443516988,88394.6484
8443528784,88387.0703
8443536980,88382.6875
8443547888,88396.7578
8443556976,88390.6016
8443568000,88385.9844
8443576980,88392.9219
8443587940,88385.2891
8443596976,88387.8984
8443607936,88394.3594
8443616984,88384.6953
8443627940,88381.7031
8443636980,88390.5156
8443647884,88386.4766
8443656980,88388.4453
8443668016,88391.3438
8443676980,88385.2891
8443687948,88381.1016
8443696976,88394.4531
8443707936,88387.3594
8443716988,88388.2422
8443728776,88395.5312
8443736984,88385.2891
8443747896,88378.75
8443756976,88392.6328
8443768004,88382.2344
8443776984,88378.2969
8443787948,88394.2578
8443796980,88389.3281
8443807940,88385.1484
8443816988,88393.7188
8443827936,88385.7812
8443836984,88385.3438
8443847940,88393.9609
8443856976,88389.375
8443867956,88386.875
8443876980,88384.5078
8443887944,88369.2422
8443896976,88364.6094
8443907936,88373.8672
8443916988,88364.7109
8443928780,88359.6797
8443936988,88368.1562
8443947948,88367.8047
8443956980,88367.9609
8443967948,88359.4375
8443976984,88358.5078
8443987944,88394.3984
8443996980,88385.8359
8444007936,88386.2344
8444016988,88392.3906
8444027940,88383.5234
8444036984,88384.3047
8444047948,88389.5781
8444056980,88385.8906
8444067980,88387.0078
8444076980,88393.9609
8444087908,88387.5625
8444096980,88388.9766
8444107940,88393.7656
8444116988,88386.4219
8444128776,88386.3281
8444136984,88390.1719
8444147952,88385.0391
8444156984,88387.6484
8444168084,88388.0547
8444176984,88377.0703
8444187900,88377.2188
8444196980,88388.1016
8444207940,88382.0859
8444216992,88382.3359
8444227948,88390.7031
8444236992,88384.3047
8444247944,88386.8203
8444256980,88388.2969
8444268004,88384.1641
8444276980,88382.5781
8444287888,88393.4141
8444296984,88386.5781
8444307944,88386.4219
8444316992,88393.3125
8444328780,88386.0781
8444336984,88383.6719
8444347944,88393.7656
8444356980,88389.8672
8444368008,88387.2188
8444376980,88392.0391
8444387948,88384.4531
8444396980,88383.9609
8444407884,88392.0859
8444416988,88383.4219
8444427944,88384.75
8444436988,88390.0234
8444447952,88379.0391
8444456984,88380.0781
8444468008,88387.5625
8444476984,88380.7578
8444487952,88371.8516
8444496980,88372.3438
8444507892,88362.3516
8444516992,88361.8047
8444528840,88370.2734
8444536984,88359.1484
8444547892,88354.6172
8444556980,88371.6484
8444568008,88363.2344
8444576980,88361.0156
8444587948,88390.7031
8444596984,88386.3281
8444607884,88387.8047
8444616988,88390.7031
8444627944,88384.8516
8444636988,88387.4062
8444647944,88391.3438
8444656980,88385.6406
8444668008,88388.4922
8444676980,88397.2578
8444687948,88386.4766
8444696980,88385.8359
8444707940,88392.6328
8444716996,88383.4688
8444728788,88383.3203
8444736992,88386.0234
8444747892,88376.9141
8444756980,88378.5
8444768008,88392.1406
8444776988,88383.4219
8444787956,88383.1797
8444796980,88393.8047
8444807944,88384.6953
8444816992,88383.8125
8444827888,88390.9531
8444836988,88385.8906
8444847952,88385.9844
8444856988,88384.5078
8444868032,88381.0625
8444876984,88378.9922
8444887952,88381.6562
8444896984,88382.0469
8444907940,88380.7188
8444916996,88389.4766
8444928788,88384.75
8444936992,88383.4688
8444947896,88387.75
8444956984,88381.7031
8444968012,88381.3047
8444976988,88390.1719
8444987956,88384.0078
8444996984,88385.5938
8445007940,88394.8906
8445016992,88386.0234
8445027952,88385.7812
8445036988,88388.6328
8445047892,88383.2812
8445056984,88387.0078
8445068008,88394.7031
8445076984,88386.2344
8445087952,88371.4609
8445096984,88368.3594
8445107940,88359.5859
8445116992,88360.3203
8445128780,88369.1406
8445136988,88360.9141
8445147896,88358.6562
8445156984,88368.0156
8445168012,88360.3828
8445176984,88362.6406
8445187956,88390.0703
8445196984,88383.2812
8445207948,88384.3594
8445216996,88391.5
8445227944,88386.1797
8445236996,88386.1797
8445247900,88385.6406
8445256988,88382.6875
8445268012,88382.4375
8445276988,88390.9062
8445287948,88388.2031
8445296984,88386.4219
8445307940,88392.1406
8445316996,88385.3438
8445328784,88381.7969
8445336988,88392.1406
8445347948,88385.8359
8445356988,88385.5938
8445367956,88391.1016
8445376984,88384.3594
8445387952,88382.0469
8445396984,88391.75
8445407944,88384.9453
8445416992,88386.2734
8445427952,88390.4609
8445436996,88386.8203
8445447964,88382.0859
8445456984,88387.4062
8445467952,88383.3203
8445476988,88383.8125
8445487952,88392.8203
8445496988,88389.7188
8445507940,88385.1484
8445516996,88390.8516
8445528784,88384.6094
8445536992,88382.2969
8445547964,88387.6094
8445556988,88381.8984
8445568028,88376.625
8445576988,88387.0703
8445587956,88379.9766
8445596988,88382.9766
8445607952,88389.4297
8445616996,88380.3203
8445627952,88379.1875
8445636992,88389.2812
8445647952,88382.7266
8445656984,88385.0391
8445668012,88392.9766
8445676988,88384.9922
8445687896,88369.5859
8445696984,88372.6875
8445707944,88363.7734
8445716996,88362.3906
8445728780,88367.3203
8445736996,88360.2344
8445747952,88355.4531
8445756988,88363.4844
8445768012,88356.7266
8445776996,88359.5859
8445787904,88391.9922
8445796988,88386.8203
8445807948,88384.8516
8445816996,88387.2656
8445827956,88380.3203
8445836992,88383.4219
8445847952,88394.4531
8445856984,88386.1328
8445868016,88384.6953
8445876988,88392.4297
8445887892,88384.4531
8445896984,88386.7188
8445907944,88392.7344
8445916996,88386.6172
8445928784,88380.3203
8445936996,88389.6172
8445947960,88378.75
8445956988,88379.9297
8445968012,88390.4141
8445976992,88382.7266
8445987964,88381.8438
8445996988,88392.2344
8446007892,88385.7344
8446016996,88387.0703
8446027960,88389.7812
8446036992,88383.0703
8446047956,88377.8594
8446056988,88393.2188
8446068012,88385.1484
8446076988,88384.6094
8446087952,88392.3281
8446096988,88384.6953
8446107888,88380.6094
8446116996,88389.7188
8446128840,88382.9297
8446136992,88380.1719
8446147892,88391.0547
8446156988,88382.8281
8446168016,88383.2812
8446176988,88391.5
8446187952,88384.5078
8446196988,88382.5781
8446207896,88389.7188
8446216996,88381.7422
8446227956,88380.5078
8446237004,88386.4766
8446248012,88373.9219
8446256992,88374.5625
8446268028,88384.0078
8446276996,88379.0938
8446287960,88367.4609
8446296992,88367.7656
8446307952,88362.0469
8446316996,88359.3906
8446328784,88370.0781
8446336996,88362.3906
8446347896,88361.5156
8446356988,88367.7656
8446368008,88362.5391
8446376992,88365.8906
8446387956,88389.7812
8446396988,88382.9766
8446407948,88381.9453
8446417000,88389.1875
8446427904,88382.4844
8446437000,88382.9297
8446447968,88391.3984
