magneticFieldTimestamp,magneticFieldX,magneticFieldY,magneticFieldZ,temperatureTimestamp,temp
8435296844,-0.0434999987,0.462000012,0.407999992,0,43.25
8435307744,-0.0405000001,0.457500011,0.405000001,0,43.25
8435316856,-0.0480000004,0.45449999,0.406500012,8435316832,43.25
8435328700,-0.0419999994,0.45449999,0.406500012,0,43.25
8435336848,-0.0419999994,0.45449999,0.406500012,0,43.25
8435347756,-0.0419999994,0.45449999,0.407999992,0,43.25
8435356844,-0.0465000011,0.460500002,0.409500003,0,43.25
8435367868,-0.0465000011,0.45449999,0.407999992,8435367848,43.25
8435376844,-0.0405000001,0.450000018,0.407999992,0,43.25
8435387812,-0.0390000008,0.450000018,0.409500003,0,43.25
8435396848,-0.0390000008,0.450000018,0.411000013,0,43.25
8435407744,-0.0390000008,0.451499999,0.407999992,0,43.25
8435416856,-0.0405000001,0.453000009,0.405000001,8435416836,43.25
8435427808,-0.0419999994,0.45449999,0.406500012,0,43.25
8435436852,-0.0450000018,0.453000009,0.409500003,0,43.25
8435447816,-0.0494999997,0.456,0.409500003,0,43.25
8435456848,-0.0480000004,0.453000009,0.407999992,0,43.25
8435467876,-0.0450000018,0.451499999,0.406500012,8435467856,43.25
8435476852,-0.0419999994,0.456,0.406500012,0,43.25
8435487812,-0.0450000018,0.456,0.40200001,0,43.25
8435496844,-0.050999999,0.456,0.394500017,0,43.25
8435507804,-0.0465000011,0.453000009,0.398999989,0,43.25
8435516856,-0.0450000018,0.45449999,0.405000001,8435516832,43.25
8435528608,-0.0480000004,0.45449999,0.405000001,0,43.25
8435536848,-0.0405000001,0.453000009,0.403499991,0,43.25
8435547752,-0.0434999987,0.450000018,0.403499991,0,43.25
8435556844,-0.0525000021,0.451499999,0.4005,0,43.25
8435567868,-0.0494999997,0.450000018,0.405000001,8435567848,43.25
8435576848,-0.0480000004,0.448500007,0.40200001,0,43.25
8435587808,-0.0480000004,0.45449999,0.403499991,0,43.25
8435596848,-0.0465000011,0.460500002,0.409500003,0,43.25
8435607808,-0.0480000004,0.460500002,0.405000001,0,43.25
8435616856,-0.0434999987,0.453000009,0.405000001,8435616836,43.25
8435627752,-0.0419999994,0.450000018,0.409500003,0,43.25
8435636848,-0.0450000018,0.453000009,0.414000005,0,43.25
8435647812,-0.0450000018,0.453000009,0.412499994,0,43.25
8435656848,-0.0419999994,0.450000018,0.409500003,0,43.25
8435667872,-0.0450000018,0.451499999,0.411000013,8435667852,43.25
8435676848,-0.0480000004,0.456,0.412499994,0,43.25
8435687816,-0.0434999987,0.45449999,0.407999992,0,43.25
8435696848,-0.0434999987,0.451499999,0.403499991,0,43.25
8435707808,-0.0480000004,0.450000018,0.405000001,0,43.25
8435716860,-0.0419999994,0.450000018,0.407999992,8435716836,43.375
8435728612,-0.0359999985,0.451499999,0.411000013,0,43.375
8435736856,-0.0405000001,0.453000009,0.414000005,0,43.375
8435747760,-0.0450000018,0.453000009,0.406500012,0,43.375
8435756848,-0.0434999987,0.460500002,0.406500012,0,43.375
8435767876,-0.0390000008,0.460500002,0.407999992,8435767856,43.25
8435776852,-0.0390000008,0.45449999,0.411000013,0,43.25
8435787832,-0.0419999994,0.45449999,0.412499994,0,43.25
8435796848,-0.0419999994,0.45449999,0.412499994,0,43.25
8435807808,-0.0405000001,0.451499999,0.411000013,0,43.25
8435816860,-0.0405000001,0.451499999,0.411000013,8435816840,43.25
8435827824,-0.0434999987,0.45449999,0.406500012,0,43.25
8435836852,-0.0434999987,0.45449999,0.406500012,0,43.25
8435847756,-0.0434999987,0.457500011,0.407999992,0,43.25
8435856848,-0.0405000001,0.456,0.403499991,0,43.25
8435867880,-0.0419999994,0.453000009,0.40200001,8435867856,43.375
8435876848,-0.0450000018,0.45449999,0.407999992,0,43.375
8435887812,-0.0405000001,0.460500002,0.407999992,0,43.375
8435896848,-0.0390000008,0.45449999,0.411000013,0,43.375
8435907804,-0.0465000011,0.451499999,0.412499994,0,43.375
8435916856,-0.050999999,0.453000009,0.409500003,8435916836,43.25
8435928612,-0.050999999,0.450000018,0.411000013,0,43.25
8435936852,-0.0450000018,0.445500016,0.414000005,0,43.25
8435947764,-0.0465000011,0.448500007,0.409500003,0,43.25
8435956848,-0.0480000004,0.453000009,0.406500012,0,43.25
8435967876,-0.0450000018,0.453000009,0.407999992,8435967856,43.25
8435976852,-0.0419999994,0.453000009,0.403499991,0,43.25
8435987812,-0.0390000008,0.45449999,0.409500003,0,43.25
8435996848,-0.0465000011,0.456,0.409500003,0,43.25
8436007804,-0.0494999997,0.448500007,0.407999992,0,43.25
8436016856,-0.0434999987,0.446999997,0.407999992,8436016836,43.25
8436027824,-0.0405000001,0.450000018,0.409500003,0,43.25
8436036852,-0.0434999987,0.451499999,0.412499994,0,43.25
8436047768,-0.0465000011,0.45449999,0.409500003,0,43.25
8436056848,-0.0450000018,0.457500011,0.411000013,0,43.25
8436067876,-0.0419999994,0.45449999,0.414000005,8436067852,43.25
8436076848,-0.0390000008,0.451499999,0.409500003,0,43.25
8436087812,-0.0405000001,0.450000018,0.409500003,0,43.25
8436096848,-0.0434999987,0.45449999,0.407999992,0,43.25
8436107804,-0.0390000008,0.457500011,0.406500012,0,43.25
8436116856,-0.0405000001,0.456,0.405000001,8436116836,43.25
8436128616,-0.0419999994,0.451499999,0.40200001,0,43.25
8436136852,-0.0434999987,0.450000018,0.40200001,0,43.25
8436147808,-0.0434999987,0.462000012,0.405000001,0,43.25
8436156848,-0.0434999987,0.463499993,0.412499994,0,43.25
8436167812,-0.0450000018,0.45449999,0.409500003,8436167792,43.25
8436176848,-0.0465000011,0.453000009,0.4005,0,43.25
8436187812,-0.050999999,0.453000009,0.40200001,0,43.25
8436196848,-0.0465000011,0.451499999,0.407999992,0,43.25
8436207808,-0.0419999994,0.451499999,0.406500012,0,43.25
8436216860,-0.0419999994,0.451499999,0.406500012,8436216836,43.25
8436227812,-0.0434999987,0.453000009,0.409500003,0,43.25
8436236856,-0.0480000004,0.451499999,0.411000013,0,43.25
8436247820,-0.0480000004,0.446999997,0.411000013,0,43.25
8436256848,-0.0465000011,0.448500007,0.411000013,0,43.25
8436267816,-0.0434999987,0.453000009,0.407999992,8436267796,43.25
8436276852,-0.0434999987,0.456,0.406500012,0,43.25
8436287820,-0.0434999987,0.457500011,0.407999992,0,43.25
8436296848,-0.0450000018,0.456,0.405000001,0,43.25
8436307812,-0.0390000008,0.457500011,0.406500012,0,43.25
8436316860,-0.0375000015,0.457500011,0.407999992,8436316840,43.25
8436328616,-0.0434999987,0.451499999,0.409500003,0,43.25
8436336852,-0.0450000018,0.45449999,0.412499994,0,43.25
8436347812,-0.0465000011,0.453000009,0.414000005,0,43.25
8436356848,-0.0465000011,0.453000009,0.414000005,0,43.25
8436367816,-0.0390000008,0.448500007,0.412499994,8436367796,43.25
8436376852,-0.0390000008,0.448500007,0.412499994,0,43.25
8436387816,-0.0434999987,0.453000009,0.406500012,0,43.25
8436396848,-0.0434999987,0.453000009,0.406500012,0,43.25
8436407808,-0.0405000001,0.456,0.411000013,0,43.25
8436416856,-0.0419999994,0.457500011,0.411000013,8436416836,43.25
8436427808,-0.0465000011,0.462000012,0.411000013,0,43.25
8436436856,-0.0434999987,0.457500011,0.412499994,0,43.25
8436447824,-0.0450000018,0.457500011,0.414000005,0,43.25
8436456852,-0.0465000011,0.456,0.411000013,0,43.25
8436467880,-0.0450000018,0.456,0.407999992,8436467860,43.25
8436476856,-0.0434999987,0.462000012,0.407999992,0,43.25
8436487788,-0.0450000018,0.456,0.407999992,0,43.25
8436496852,-0.0434999987,0.446999997,0.409500003,0,43.25
8436507816,-0.0390000008,0.446999997,0.407999992,0,43.25
8436516864,-0.0405000001,0.451499999,0.405000001,8436516840,43.375
8436528764,-0.0419999994,0.451499999,0.403499991,0,43.375
8436536852,-0.0434999987,0.448500007,0.406500012,0,43.375
8436547824,-0.0494999997,0.453000009,0.407999992,0,43.375
8436556852,-0.0450000018,0.456,0.407999992,0,43.375
8436567876,-0.0390000008,0.456,0.411000013,8436567852,43.25
8436576852,-0.0390000008,0.45449999,0.412499994,0,43.25
8436587756,-0.0419999994,0.451499999,0.411000013,0,43.25
8436596852,-0.0434999987,0.456,0.407999992,0,43.25
8436607808,-0.0434999987,0.465000004,0.407999992,0,43.25
8436616860,-0.0434999987,0.457500011,0.412499994,8436616840,43.25
8436627816,-0.0419999994,0.451499999,0.406500012,0,43.25
8436636856,-0.0375000015,0.456,0.405000001,0,43.25
8436647812,-0.0359999985,0.456,0.407999992,0,43.25
8436656852,-0.0344999991,0.45449999,0.409500003,0,43.25
8436667888,-0.0375000015,0.45449999,0.409500003,8436667868,43.25
8436676852,-0.0434999987,0.453000009,0.412499994,0,43.25
8436687764,-0.0434999987,0.453000009,0.409500003,0,43.25
8436696852,-0.0434999987,0.456,0.407999992,0,43.25
8436707812,-0.0450000018,0.453000009,0.407999992,0,43.25
8436716860,-0.0450000018,0.453000009,0.405000001,8436716840,43.25
8436728616,-0.0434999987,0.465000004,0.406500012,0,43.25
8436736856,-0.0450000018,0.466500014,0.40200001,0,43.25
8436747820,-0.0465000011,0.457500011,0.403499991,0,43.25
8436756852,-0.0434999987,0.457500011,0.411000013,0,43.25
8436767880,-0.0450000018,0.457500011,0.411000013,8436767860,43.25
8436776856,-0.0494999997,0.451499999,0.406500012,0,43.25
8436787816,-0.0465000011,0.451499999,0.403499991,0,43.25
8436796852,-0.0465000011,0.45449999,0.407999992,0,43.25
8436807752,-0.0450000018,0.457500011,0.412499994,0,43.25
8436816860,-0.0419999994,0.457500011,0.415500015,8436816840,43.25
8436827812,-0.0434999987,0.45449999,0.411000013,0,43.25
8436836856,-0.0465000011,0.451499999,0.403499991,0,43.25
8436847808,-0.0434999987,0.453000009,0.407999992,0,43.25
8436856852,-0.0405000001,0.451499999,0.414000005,0,43.25
8436867876,-0.0434999987,0.453000009,0.412499994,8436867856,43.375
8436876856,-0.0419999994,0.456,0.409500003,0,43.375
8436887820,-0.0434999987,0.457500011,0.411000013,0,43.375
8436896852,-0.0494999997,0.453000009,0.412499994,0,43.375
8436907760,-0.0434999987,0.448500007,0.406500012,0,43.375
8436916860,-0.0434999987,0.448500007,0.406500012,8436916840,43
8436928712,-0.0390000008,0.451499999,0.406500012,0,43
8436936860,-0.0390000008,0.451499999,0.406500012,0,43
8436947764,-0.0390000008,0.45449999,0.407999992,0,43
8436956852,-0.0390000008,0.45449999,0.407999992,0,43
8436967876,-0.0390000008,0.456,0.40200001,8436967856,43.25
8436976856,-0.0434999987,0.456,0.406500012,0,43.25
8436987816,-0.0419999994,0.453000009,0.411000013,0,43.25
8436996852,-0.0434999987,0.45449999,0.407999992,0,43.25
8437007752,-0.0434999987,0.453000009,0.409500003,0,43.25
8437016860,-0.0390000008,0.450000018,0.411000013,8437016840,43.25
8437027816,-0.0419999994,0.45449999,0.412499994,0,43.25
8437036856,-0.0434999987,0.457500011,0.415500015,0,43.25
8437047820,-0.0375000015,0.453000009,0.409500003,0,43.25
8437056852,-0.0344999991,0.451499999,0.407999992,0,43.25
8437067876,-0.0329999998,0.451499999,0.412499994,8437067856,43.25
8437076852,-0.0405000001,0.451499999,0.415500015,0,43.25
8437087820,-0.0450000018,0.453000009,0.415500015,0,43.25
8437096852,-0.0419999994,0.45449999,0.414000005,0,43.25
8437107808,-0.0434999987,0.45449999,0.412499994,0,43.25
8437116864,-0.0450000018,0.451499999,0.412499994,8437116840,43.375
8437128624,-0.0390000008,0.45449999,0.409500003,0,43.375
8437136860,-0.0405000001,0.45449999,0.406500012,0,43.375
8437147760,-0.0450000018,0.456,0.411000013,0,43.375
8437156852,-0.0419999994,0.456,0.412499994,0,43.375
8437167888,-0.0390000008,0.448500007,0.411000013,8437167864,43.25
8437176860,-0.0390000008,0.451499999,0.411000013,0,43.25
8437187856,-0.0434999987,0.456,0.411000013,0,43.25
8437196856,-0.0434999987,0.45449999,0.409500003,0,43.25
8437207812,-0.0434999987,0.456,0.406500012,0,43.25
8437216864,-0.0434999987,0.45449999,0.407999992,8437216844,43.25
8437227760,-0.0450000018,0.45449999,0.406500012,0,43.25
8437236864,-0.0434999987,0.453000009,0.407999992,0,43.25
8437247820,-0.0419999994,0.451499999,0.409500003,0,43.25
8437256856,-0.0465000011,0.450000018,0.409500003,0,43.25
8437267880,-0.0465000011,0.448500007,0.409500003,8437267856,43.25
8437276856,-0.0450000018,0.45449999,0.406500012,0,43.25
8437287820,-0.0494999997,0.453000009,0.403499991,0,43.25
8437296856,-0.0494999997,0.448500007,0.4005,0,43.25
8437307820,-0.0465000011,0.451499999,0.398999989,0,43.25
8437316864,-0.0465000011,0.453000009,0.394500017,8437316844,43.25
8437328620,-0.050999999,0.453000009,0.398999989,0,43.25
8437336860,-0.0450000018,0.45449999,0.403499991,0,43.25
8437347764,-0.0390000008,0.456,0.406500012,0,43.25
8437356856,-0.0465000011,0.453000009,0.407999992,0,43.25
8437367880,-0.0465000011,0.45449999,0.409500003,8437367860,43.25
8437376856,-0.0390000008,0.456,0.406500012,0,43.25
8437387824,-0.0405000001,0.460500002,0.405000001,0,43.25
8437396852,-0.0434999987,0.457500011,0.409500003,0,43.25
8437407812,-0.0434999987,0.45449999,0.411000013,0,43.25
8437416864,-0.0434999987,0.45449999,0.411000013,8437416840,43.375
8437427816,-0.0465000011,0.450000018,0.411000013,0,43.375
8437436864,-0.0434999987,0.453000009,0.412499994,0,43.375
8437447772,-0.0465000011,0.456,0.414000005,0,43.375
8437456856,-0.0465000011,0.451499999,0.409500003,0,43.375
8437467880,-0.0419999994,0.450000018,0.403499991,8437467860,43.25
8437476856,-0.0419999994,0.450000018,0.403499991,0,43.25
8437487820,-0.0450000018,0.453000009,0.407999992,0,43.25
8437496852,-0.0450000018,0.453000009,0.407999992,0,43.25
8437507820,-0.0419999994,0.460500002,0.409500003,0,43.25
8437516864,-0.0419999994,0.460500002,0.409500003,8437516844,43.375
8437528624,-0.0450000018,0.451499999,0.409500003,0,43.375
8437536860,-0.0450000018,0.451499999,0.409500003,0,43.375
8437547764,-0.0434999987,0.453000009,0.409500003,0,43.375
8437556856,-0.0434999987,0.45449999,0.406500012,0,43.375
8437567880,-0.0450000018,0.451499999,0.412499994,8437567860,43.375
8437576856,-0.0434999987,0.45449999,0.409500003,0,43.375
8437587820,-0.0390000008,0.456,0.405000001,0,43.375
8437596856,-0.0450000018,0.453000009,0.407999992,0,43.375
8437607812,-0.050999999,0.45449999,0.412499994,0,43.375
8437616864,-0.0450000018,0.456,0.411000013,8437616844,43.375
8437627816,-0.0450000018,0.457500011,0.409500003,0,43.375
8437636860,-0.0480000004,0.457500011,0.412499994,0,43.375
8437647812,-0.0465000011,0.45449999,0.412499994,0,43.375
8437656856,-0.0390000008,0.45449999,0.411000013,0,43.375
8437667824,-0.0375000015,0.453000009,0.405000001,8437667800,43.25
8437676860,-0.0494999997,0.45449999,0.403499991,0,43.25
8437687820,-0.050999999,0.451499999,0.406500012,0,43.25
8437696856,-0.0419999994,0.448500007,0.405000001,0,43.25
8437707812,-0.0375000015,0.450000018,0.406500012,0,43.25
8437716864,-0.0434999987,0.448500007,0.409500003,8437716844,43.25
8437728624,-0.0450000018,0.448500007,0.409500003,0,43.25
8437736864,-0.0419999994,0.450000018,0.409500003,0,43.25
8437747828,-0.0405000001,0.453000009,0.406500012,0,43.25
8437756860,-0.0390000008,0.453000009,0.40200001,0,43.25
8437767824,-0.0405000001,0.456,0.406500012,8437767804,43.25
8437776860,-0.0359999985,0.45449999,0.414000005,0,43.25
8437787832,-0.0390000008,0.456,0.412499994,0,43.25
8437796856,-0.0450000018,0.456,0.411000013,0,43.25
8437807820,-0.0465000011,0.450000018,0.411000013,0,43.25
8437816864,-0.0419999994,0.453000009,0.407999992,8437816844,43.25
8437827820,-0.0375000015,0.45449999,0.403499991,0,43.25
8437836860,-0.0405000001,0.453000009,0.405000001,0,43.25
8437847816,-0.0390000008,0.45449999,0.411000013,0,43.25
8437856856,-0.0405000001,0.456,0.411000013,0,43.25
8437867824,-0.0480000004,0.453000009,0.409500003,8437867800,43.25
8437876860,-0.0419999994,0.450000018,0.412499994,0,43.25
8437887836,-0.0390000008,0.453000009,0.411000013,0,43.25
8437896856,-0.0465000011,0.457500011,0.406500012,0,43.25
8437907816,-0.0434999987,0.462000012,0.405000001,0,43.25
8437916868,-0.0465000011,0.456,0.403499991,8437916844,43.25
8437928624,-0.0450000018,0.450000018,0.4005,0,43.25
8437936864,-0.0405000001,0.451499999,0.40200001,0,43.25
8437947828,-0.0419999994,0.451499999,0.409500003,0,43.25
8437956860,-0.0390000008,0.453000009,0.407999992,0,43.25
8437967888,-0.0419999994,0.453000009,0.405000001,8437967868,43.25
8437976864,-0.0434999987,0.450000018,0.407999992,0,43.25
8437987768,-0.0405000001,0.450000018,0.409500003,0,43.25
8437996860,-0.0419999994,0.45449999,0.409500003,0,43.25
8438007812,-0.0450000018,0.450000018,0.411000013,0,43.25
8438016868,-0.0465000011,0.444000006,0.407999992,8438016844,43.125
8438027824,-0.0465000011,0.453000009,0.405000001,0,43.125
8438036860,-0.0465000011,0.453000009,0.405000001,0,43.125
8438047828,-0.0465000011,0.453000009,0.411000013,0,43.125
8438056860,-0.0465000011,0.453000009,0.411000013,0,43.125
8438067880,-0.0390000008,0.451499999,0.409500003,8438067860,43.25
8438076856,-0.0390000008,0.451499999,0.409500003,0,43.25
8438087764,-0.0405000001,0.451499999,0.407999992,0,43.25
