timestamp,mslAltitude,aglAltitude,verticalSpeed,x0,x1,x2
8439546688,1137.81445,4.35449219,-0.193525493,88382.2031,2.08132505,1.01229417
8439566688,1137.86731,4.40734863,-0.14854607,88381.6328,1.59757268,0.870993257
8439586688,1137.81189,4.35192871,-0.191876337,88382.2109,2.06358886,0.996792912
8439606688,1137.67444,4.21447754,-0.304819703,88383.7031,3.27831554,1.33192873
8439626696,1137.6322,4.17224121,-0.336312443,88384.1406,3.61703229,1.41948676
8439646872,1137.62952,4.16955566,-0.33573997,88384.1719,3.61087608,1.40979218
8439666864,1137.50269,4.04272461,-0.438144594,88385.5469,4.71229553,1.7110405
8439686872,1137.62695,4.16699219,-0.332103223,88384.2188,3.57176471,1.38121951
8439706864,1137.89636,4.43640137,-0.105542704,88381.3047,1.13507974,0.689191461
8439726872,1138.02856,4.56860352,0.00456698518,88379.875,-0.0491158962,0.352701455
8439746712,1138.25842,4.79846191,0.193048388,88377.4141,-2.07610273,-0.218744457
8439766712,1138.4989,5.03894043,0.389816821,88374.8203,-4.19211292,-0.81211406
8439786716,1138.51208,5.05212402,0.394607306,88374.6953,-4.24362469,-0.822026789
8439806716,1138.41699,4.95703125,0.312267095,88375.7031,-3.35816526,-0.568489671
8439826720,1138.32178,4.86181641,0.228118032,88376.7422,-2.45323777,-0.310854226
8439846688,1138.15002,4.69006348,0.0834825113,88378.5859,-0.897806704,0.128319845
8439866688,1138.08667,4.62670898,0.0295124464,88379.2656,-0.317391485,0.290856183
8439886692,1137.99158,4.53161621,-0.0501551889,88380.2891,0.539398789,0.530261278
8439906688,1137.81982,4.35986328,-0.191874728,88382.125,2.06357002,0.956152439
8439926696,1137.7749,4.31494141,-0.228188172,88382.6094,2.45412374,1.0606854
8439946876,1137.75903,4.29907227,-0.241277054,88382.7969,2.59489703,1.09433937
8439966896,1137.80652,4.34655762,-0.199132472,88382.2812,2.1416285,0.960568011
8439986876,1137.89636,4.43640137,-0.122700453,88381.3125,1.3196063,0.723693669
8440006868,1137.89905,4.43908691,-0.120337643,88381.2891,1.2941947,0.712460816
8440026880,1137.82507,4.3651123,-0.180476934,88382.0781,1.94098842,0.890631497
8440046716,1137.85144,4.39147949,-0.156099841,88381.7812,1.67881382,0.811753929
8440066716,1137.81189,4.35192871,-0.18879728,88382.2188,2.03047442,0.906264365
8440086716,1137.65601,4.19604492,-0.316160828,88383.8906,3.40029407,1.28718054
