pressureTimestamp,pressure
8434656932,88431.6328,
8434667904,88420.5781,
8434676936,88420.1797,
8434687900,88408.4062,
8434696936,88406.3047,
8434707892,88422.0547,
8434716944,88424.3672,
8434728732,88412.7578,
8434736944,88418.1562,
8434747904,88412.0312,
8434756940,88402.3906,
8434767908,88403.2734,
8434776940,88419.375,
8434787908,88415.2891,
8434796936,88415,
8434807892,88424.2344,
8434816944,88422.2109,
8434827904,88421.2109,
8434836940,88428.4297,
8434847900,88419.0547,
8434856936,88417.8828,
8434867964,88430.6094,
8434876936,88411.4531,
8434887844,88390.9297,
8434896936,88384.75,
8434907896,88379.6172,
8434916944,88379.2031,
8434928732,88388.8203,
8434936944,88379.9062,
8434947912,88377.1641,
8434956936,88394.7344,
8434967968,88377.8594,
8434976944,88374.4219,
8434987848,88430.1797,
8434996936,88415.4922,
8435007900,88415.1172,
8435016948,88433.1797,
8435027904,88418.9297,
8435036944,88403.4141,
8435047908,88430.8906,
8435056936,88413.5703,
8435067964,88405.4141,
8435076940,88422.6562,
8435087852,88400.4531,
8435096936,88405.7891,
8435107896,88428.0234,
8435116948,88406.1719,
8435128740,88405,
8435136940,88423.0156,
8435147900,88414.3828,
8435156936,88418.8047,
8435167964,88429.2969,
8435176940,88419.9609,
8435187908,88421.875,
8435196940,88427.4219,
8435207840,88410.3906,
8435216948,88414.2734,
8435227900,88423.5547,
8435236944,88416.7891,
8435247908,88414.1953,
8435256940,88426.5156,
8435267964,88414.9531,
8435276944,88414.1953,
8435287904,88432.4844,
8435296940,88420.6875,
8435307836,88411.0859,
8435316948,88432.2734,
8435328792,88418.5078,
8435336944,88417.4453,
8435347848,88428.4375,
8435356940,88420.2422,
8435367964,88419.5,
8435376940,88427.2969,
8435387904,88417.5703,
8435396940,88416.5078,
8435407840,88405.3906,
8435416948,88403.6172,
8435427900,88411.3203,
8435436948,88427.7891,
8435447908,88414.5859,
8435456940,88414.1953,
8435467972,88426.9844,
8435476944,88408.4141,
8435487908,88394.6562,
8435496940,88403.0469,
8435507896,88392.9062,
8435516948,88390.8203,
8435528736,88400.4844,
8435536944,88385.7578,
8435547848,88380.9844,
8435556940,88401.6719,
8435567960,88385.7344,
8435576940,88386.7812,
8435587900,88424.9297,
8435596940,88413.2266,
8435607904,88416.9453,
8435616952,88419.5469,
8435627848,88420.1016,
8435636944,88417.6172,
8435647904,88430.1016,
8435656940,88417.5391,
8435667968,88416.1953,
8435676944,88424.3594,
8435687912,88412.3203,
8435696940,88420.9141,
8435707904,88414.9688,
8435716952,88418.5312,
8435728736,88416.9688,
8435736948,88418.4062,
8435747856,88406.1328,
8435756940,88410.7266,
8435767972,88424.9609,
8435776948,88414.0156,
8435787924,88414.25,
8435796944,88420.2109,
8435807904,88410.6719,
8435816956,88413.5469,
8435827916,88415.7031,
8435836948,88405.5859,
8435847848,88410.875,
8435856944,88421.8125,
8435867972,88404.4844,
8435876940,88412.6719,
8435887904,88428.6797,
8435896940,88420.3438,
8435907900,88416.3125,
8435916952,88433.2734,
8435928740,88420,
8435936948,88416.4766,
8435947864,88411.8281,
8435956940,88403.6172,
8435967972,88409.4375,
8435976944,88422,
8435987908,88409.5703,
8435996940,88408.5469,
8436007900,88414.2188,
8436016948,88412.9141,
8436027916,88416.9141,
8436036948,88401.5312,
8436047860,88386.0078,
8436056944,88395.6562,
8436067968,88428.4688,
8436076940,88417.2578,
8436087908,88393.2109,
8436096944,88395.3359,
8436107900,88382.0469,
8436116952,88373.4219,
8436128744,88382.8359,
8436136948,88381.2188,
8436147904,88371.2031,
8436156944,88394.6562,
8436167904,88374.8984,
8436176944,88367.1484,
8436187908,88406.7188,
8436196944,88393.9766,
8436207900,88397.7344,
8436216952,88425.6484,
8436227904,88419.6953,
8436236952,88418.0859,
8436247916,88408.4453,
8436256944,88405.3047,
8436267912,88401.6562,
8436276948,88422.1328,
8436287912,88415.3281,
8436296944,88417.1406,
8436307904,88418.9922,
8436316952,88400.5156,
8436328744,88401.8203,
8436336948,88407.7422,
8436347904,88399.7891,
8436356944,88409.2891,
8436367912,88412.0703,
8436376944,88402.7422,
8436387912,88408.7031,
8436396944,88420.8828,
8436407900,88418.1719,
8436416952,88417.8125,
8436427904,88425.8125,
8436436952,88399.3438,
8436447916,88383.375,
8436456944,88406.2734,
8436467972,88399.125,
8436476948,88406.1875,
8436487884,88416.3281,
8436496948,88404.5625,
8436507908,88392.5156,
8436516956,88416.0625,
8436528860,88403.6406,
8436536948,88406.7578,
8436547916,88406.4453,
8436556944,88403.3516,
8436567968,88394.6562,
8436576944,88424.4609,
8436587848,88421.1484,
8436596944,88415.1562,
8436607900,88422.0312,
8436616956,88420.3906,
8436627908,88413.3047,
8436636952,88429.3594,
8436647908,88417.8438,
8436656948,88410.9141,
8436667984,88432.6719,
8436676944,88413.0312,
8436687856,88385.6641,
8436696944,88392.4609,
8436707908,88380.8516,
8436716956,88384.25,
8436728748,88392.4609,
8436736952,88378.2422,
8436747916,88363.5391,
8436756948,88389.4062,
8436767972,88370.4219,
8436776948,88370.5781,
8436787912,88431.7656,
8436796944,88419.9688,
8436807848,88414.4141,
8436816956,88425.1406,
8436827908,88411.9453,
8436836952,88417,
8436847904,88417.9609,
8436856944,88408.3125,
8436867972,88403.5469,
8436876948,88432.6875,
8436887916,88421.5469,
8436896944,88417.9688,
8436907856,88431.5156,
8436916956,88415.7422,
8436928804,88409.0625,
8436936956,88425,
8436947860,88411.1328,
8436956944,88412.5469,
8436967972,88425.9297,
8436976952,88413.9375,
8436987912,88411.2656,
8436996944,88433.1562,
8437007848,88420.7031,
8437016956,88418.0469,
8437027912,88428.9297,
8437036952,88408.7109,
8437047912,88402.3281,
8437056948,88431.2891,
8437067972,88419.6562,
8437076944,88410.3438,
8437087916,88425.0781,
8437096948,88414.9141,
8437107904,88414.9844,
8437116956,88428.2812,
8437128752,88421.1875,
8437136952,88408.2031,
8437147856,88429.4375,
8437156948,88421.125,
8437167980,88414.2891,
8437176952,88423.7266,
8437187952,88413.3438,
8437196952,88401.0859,
8437207908,88406.3047,
8437216956,88407.6406,
8437227852,88391.6172,
8437236956,88410.4531,
8437247916,88407.0156,
8437256948,88407.0469,
8437267972,88406.0859,
8437276948,88398.1172,
8437287916,88385.7578,
8437296952,88394.6875,
8437307912,88377.9766,
8437316956,88368.5938,
8437328748,88394.8594,
8437336952,88389.8672,
8437347856,88381.8594,
8437356948,88396.4141,
8437367976,88384.0234,
8437376948,88389.8438,
8437387916,88419.125,
8437396948,88405.9688,
8437407904,88403.7656,
8437416956,88431.0156,
8437427908,88420.6172,
8437436956,88418.3594,
8437447868,88425.8281,
8437456948,88415.4141,
8437467976,88410.5938,
8437476952,88419.8203,
8437487916,88429.9844,
8437496948,88435.2578,
8437507912,88411.9922,
8437516960,88411.1406,
8437528752,88419.4062,
8437536952,88412.6016,
8437547860,88413.0938,
8437556948,88432.5703,
8437567976,88419.1875,
8437576948,88417.7266,
8437587916,88417.9297,
8437596948,88402.7422,
8437607908,88410.5938,
8437616956,88433.3047,
8437627912,88413.6016,
8437636952,88403.0547,
8437647908,88422.8984,
8437656948,88421.5156,
8437667916,88422.625,
8437676952,88432.3359,
8437687916,88421.4297,
8437696948,88405.8281,
8437707908,88404.3516,
8437716960,88408.7422,
8437728752,88421.9688,
8437736956,88408.1016,
8437747920,88401.2812,
8437756952,88409.6328,
8437767920,88410.5703,
8437776956,88415.6797,
8437787928,88414.375,
8437796948,88428.25,
8437807912,88420.7031,
8437816960,88419.2812,
8437827916,88424.9062,
8437836952,88405.8906,
8437847912,88405.4766,
8437856952,88426.2422,
8437867916,88414.7891,
8437876956,88421.5469,
8437887932,88385.1016,
8437896952,88379.4609,
8437907908,88380.1719,
8437916960,88395.8359,
8437928752,88383.7031,
8437936960,88379.8828,
8437947924,88376.9531,
8437956952,88373.6797,
8437967984,88379.6719,
8437976956,88388.8359,
8437987860,88392.5312,
8437996952,88418.5391,
8438007908,88428.1562,
8438016960,88412.5156,
8438027920,88404.7656,
8438036956,88413.4844,
8438047920,88411.5,
8438056952,88406.2578,
8438067976,88432.6719,
8438076952,88412.8438,
8438087860,88405.1484,
8438096952,88424.8984,
8438107908,88421.5469,
8438116960,88405.2578,
8438128752,88420.7031,
8438136956,88418.125,
8438147920,88417.1875,
8438156952,88430.5859,
8438167984,88421.6719,
8438176952,88420.3438,
8438187864,88419.3594,
8438196952,88420.7031,
8438207912,88412.5625,
8438216964,88415.9531,
8438227916,88405.3906,
8438236964,88412.6328,
8438247924,88422.2734,
8438256952,88407.2188,
8438267984,88407.1406,
8438276956,88421.625,
8438287916,88405.3516,
8438296952,88405.1797,
8438307852,88429.7109,
8438316960,88420.1016,
8438328812,88414.0156,
8438336956,88411.0391,
8438347860,88401.9219,
8438356956,88410.5625,
8438367988,88415.3047,
8438376952,88395.5469,
8438387920,88394.5,
8438396956,88423.8125,
8438407860,88418.9297,
8438416960,88412.2969,
8438427916,88419.8047,
8438436960,88409.6484,
8438447924,88399.0625,
8438456952,88426.7031,
8438467980,88407.5234,
8438476956,88400.0625,
8438487920,88384.7344,
8438496952,88373.6641,
8438507852,88374.5312,
8438516964,88391.3438,
8438528808,88378.6953,
8438536960,88383.2188,
8438547864,88394.7031,
8438556952,88385.5469,
8438567992,88391.2188,
8438576960,88387.9062,
8438587940,88394.4297,
8438596956,88411.9453,
8438607916,88410.8984,
8438616964,88395.625,
8438627872,88405.2344,
8438636960,88407.7266,
8438647920,88398.9297,
8438656952,88411.2031,
8438667980,88432.0547,
8438676956,88420.1016,
8438687916,88409.5625,
8438696952,88430.5312,
8438707912,88422.3984,
8438716964,88420.4922,
8438728756,88413.2891,
8438736960,88394.5781,
8438747868,88395.4297,
8438756956,88408.5859,
8438767984,88407.375,
8438776956,88403.7656,
8438787928,88421.7188,
8438796956,88401.4844,
8438807912,88390.3828,
8438816964,88419.5703,
8438827868,88407.3281,
8438836960,88411.4844,
8438847916,88425.2109,
8438856956,88417.8125,
8438867988,88414.5703,
8438876956,88419.7891,
8438887920,88392.8203,
8438896956,88394.2109,
8438907912,88411.7578,
8438916964,88412.9609,
8438928752,88409.3203,
8438936964,88413.5156,
8438947868,88408.1875,
8438956956,88400.5859,
8438967976,88410.3281,
8438976960,88404.1719,
8438987924,88411.9062,
8438996960,88413.1016,
8439007924,88400.3047,
8439016964,88404.9844,
8439027928,88414.6875,
8439036960,88400.6875,
8439047868,88411.9609,
8439056956,88422.6875,
8439067984,88411.6875,
8439076956,88409.4062,
8439087920,88391.0938,
8439096956,88385.4062,
8439107908,88385.3359,
8439116964,88404.4609,
8439128756,88382.8359,
8439136960,88382.625,
8439147860,88402.0156,
8439156956,88391.6953,
8439167980,88389.7109,
8439176956,88403.0859,
8439187920,88411.0547,
8439196956,88408.5156,
8439207924,88422.0391,
8439216968,88411.2266,
8439227924,88407.6641,
8439236968,88417.4609,
8439247928,88403.3203,
8439256960,88407.7891,
8439267932,88420.5312,
8439276960,88405.7969,
8439287956,88401.7422,
8439296956,88412.5156,
8439307916,88393.8594,
8439316968,88400.6641,
8439328760,88409.2969,
8439336960,88402.8047,
8439347924,88408.6172,
8439356960,88426.4453,
8439367932,88418.1016,
8439376956,88417.7266,
8439387920,88422.3438,
8439396956,88419.2734,
8439407916,88415.3828,
8439416968,88401.5469,
8439427928,88400.3438,
8439436968,88403.6875,
8439447936,88414.4766,
8439456960,88413,
8439467988,88400.8359,
8439476964,88416.0938,
8439487872,88411.3281,
8439496960,88405.7578,
8439507920,88431.2422,
8439516968,88418.2031,
8439528760,88407.4453,
8439536960,88424.5078,
8439547920,88415.6016,
8439556956,88419.1562,
8439567980,88422.5859,
8439576956,88415.1953,
8439587864,88415.7734,
8439596960,88421.0859,
8439607916,88415.0156,
8439616968,88422.2578,
8439627932,88429.9844,
8439636964,88416.5078,
8439647924,88413.6094,
8439656960,88424.1406,
8439667984,88411.3594,
8439676960,88419.9609,
8439687872,88399.2656,
8439696960,88378.8203,
8439707916,88374.2188,
8439716968,88394.6875,
8439728760,88382.5781,
8439736968,88388.4609,
8439747924,88381.9062,
8439756960,88382.375,
8439767984,88377.0234,
8439776964,88405.3203,
8439787924,88408.9297,
8439796960,88406.9297,
8439807860,88430.8594,
8439816968,88420.4922,
8439827920,88405.6641,
8439836964,88419.9297,
8439847928,88417.2188,
8439856960,88419.6719,
8439867988,88432.6094,
8439876960,88419.3438,
8439887928,88403.8594,
8439896960,88412.9062,
8439907864,88409.9453,
8439916968,88411.9922,
8439928816,88417.6562,
8439936968,88403.8594,
8439947876,88380.3516,
8439956964,88396.5469,
8439968056,88393.0859,
8439976972,88398.1719,
8439987928,88425.8125,
8439996964,88401.9766,
8440007868,88385.6406,
8440016972,88421.0859,
8440027932,88405.5469,
8440036964,88397.9922,
8440047928,88410.1094,
8440056964,88398.2422,
8440067996,88407.4141,
8440076964,88411.7891,
8440087924,88405.1484,
8440096960,88413.1641,
8440107916,88430.9141,
8440116972,88414.7188,
8440128760,88399.8203,
8440136964,88421.2734,
8440147872,88401.3594,
8440156960,88408.9531,
8440167984,88421.2812,
8440176960,88402.4453,
8440187924,88393.2734,
8440196960,88420.3438,
8440207920,88405.0859,
8440216972,88405.4453,
8440227868,88407.6953,
8440236972,88393.5625,
8440247928,88402.0781,
8440256960,88403.6562,
8440267996,88394.8047,
8440276964,88403.3828,
8440287932,88380.6172,
8440296964,88369.2344,
8440307924,88355.7422,
8440316972,88394.1562,
8440328760,88371.2734,
8440336968,88368.2422,
8440347872,88391.6328,
8440356960,88381.0469,
8440367984,88361.2578,
8440376964,88405.0859,
8440387920,88409.7891,
8440396960,88416.7266,
8440407920,88424,
8440416972,88411.0547,
8440427920,88403.3047,
8440436972,88406.6328,
8440447876,88388.9766,
8440456960,88396.8594,
8440467992,88413.6719,
8440476968,88409.8203,
8440487932,88408.5703,
8440496960,88402.3438,
8440507928,88391.4062,
8440516972,88388.8359,
8440528768,88419.3594,
8440536968,88396.0156,
8440547876,88379.3047,
8440556964,88422.1953,
8440567992,88404.8125,
8440576964,88398.9688,
8440587924,88399.3984,
8440596964,88400.0312,
8440607920,88407.0938,
8440616972,88408.1016,
8440627924,88401.8203,
8440636968,88400.4609,
8440647864,88429.9453,
8440656968,88405.3203,
8440668016,88388.7109,
8440676964,88403.2344,
8440687932,88389.375,
8440696964,88386.6406,
8440707924,88400.8203,
8440716976,88389.4062,
8440728768,88380.6328,
8440736976,88385.75,
8440747936,88399.5781,
8440756964,88409.3594,
8440767936,88386.9688,
8440776968,88388.4922,
8440787936,88408.9766,
8440796964,88388.6875,
8440807916,88392.4219,
8440816972,88402.8906,
8440827924,88387.6797,
8440836968,88393.3359,
8440847924,88408.1406,
8440856960,88396.3828,
8440867932,88397.2734,
8440876964,88401.9219,
8440887928,88387.4453,
8440896964,88372.8203,
8440907932,88388.9062,
8440916976,88381.2656,
8440928772,88370.9609,
8440936972,88370.6016,
8440947940,88370.0781,
8440956964,88369.9609,
8440967936,88366.5625,
8440976968,88356.9688,
8440987932,88366.7109,
8440996968,88411.2891,
8441007924,88390.7188,
8441016972,88388.375,
8441027932,88406.7422,
8441036968,88408.7734,
8441047932,88397.875,
8441056964,88406.0781,
8441067988,88394.6094,
8441076964,88394.0234,
8441087868,88404.7969,
8441096964,88398.2734,
8441107924,88407.2344,
8441116976,88413.3047,
8441128772,88398.9062,
8441136972,88407.3438,
8441147928,88410.5312,
8441156968,88400.0625,
8441167996,88400.375,
8441176964,88410.9922,
8441187876,88398.1719,
8441196964,88401.7031,
8441207928,88410.8984,
8441216976,88400.9609,
8441227928,88393.9766,
8441236968,88417.0312,
8441247932,88404.0156,
8441256964,88397.8438,
8441267988,88399.5469,
8441276968,88395.2891,
8441287876,88400.0312,
8441296964,88420.5,
8441307924,88395.8125,
8441316976,88392.6484,
8441328772,88399.6641,
8441336972,88386.1016,
8441347932,88387.7891,
8441356972,88402.2891,
8441368060,88387.2031,
8441376972,88387.2891,
8441387944,88401.375,
8441396968,88389.7891,
8441407872,88382.8516,
8441416980,88397.1172,
8441427940,88382.6641,
8441436976,88381.9062,
8441447936,88400.5781,
8441456968,88382.4219,
8441467992,88382.5156,
8441476972,88403.0781,
8441487936,88384.1016,
8441496968,88364.1875,
8441507872,88383.5156,
8441516976,88373.4844,
8441528824,88359.5625,
8441536976,88362.8203,
8441547888,88355.6094,
8441556968,88366.625,
8441568000,88369.3359,
8441576968,88374.4922,
8441587936,88387.7031,
8441596968,88406.1562,
8441607868,88389.1562,
8441616976,88389.7734,
8441627936,88395.875,
8441636972,88392.6484,
8441647928,88392,
8441656968,88411.7188,
8441667992,88399.2031,
8441676972,88390.875,
8441687936,88408.6719,
8441696968,88396.2188,
8441707924,88397.6562,
8441716980,88410.0078,
8441728768,88392.1562,
8441736976,88398.4766,
8441747888,88395.1875,
8441756968,88383.0391,
8441768004,88381.1641,
8441776972,88413.5312,
8441787936,88402.1484,
8441796972,88394.1484,
8441807928,88412.6016,
8441816980,88393.8047,
8441827876,88395.0312,
8441836972,88398.2734,
8441847932,88392.2656,
8441856968,88394.8359,
8441867996,88399.4609,
8441876968,88396.3828,
8441887932,88406.4609,
8441896968,88399.4922,
8441907928,88395.8594,
8441916976,88396.9688,
8441928768,88396.2734,
8441936976,88383.9453,
8441947884,88381.1641,
8441956972,88403.2578,
8441968004,88390.9141,
8441976972,88381.5938,
8441987936,88397.9922,
8441996968,88396.9297,
8442007928,88403.2891,
8442016980,88400.0312,
8442027936,88386.75,
8442036976,88383.3516,
8442047880,88398.2734,
8442056976,88387.8047,
8442068060,88381.6641,
8442076972,88392.1797,
8442087936,88368.8281,
8442096972,88358.6094,
8442107932,88389.4766,
8442116984,88372.6953,
8442128768,88361.4922,
8442136972,88366.2109,
8442147876,88359.7891,
8442156968,88369.5078,
8442167996,88371.4844,
8442176972,88363.125,
8442187940,88381.8281,
8442196968,88399.2422,
8442207928,88387.6641,
8442216980,88395.8125,
8442227932,88413,
8442236980,88392.7891,
8442247940,88389.6172,
8442256972,88395.5781,
8442267944,88382.8516,
8442276976,88389.6875,
8442287944,88408.5703,
8442296972,88395.5625,
8442307928,88387.1016,
8442316980,88406.9062,
8442328768,88389.2031,
8442336976,88396.1484,
8442347936,88416.6172,
8442356968,88400.7344,
8442367936,88396.1641,
8442376972,88402.8672,
8442387936,88388.9844,
8442396972,88389.4141,
8442407924,88398.2422,
8442416980,88386.5312,
8442427936,88387.8594,
8442436980,88413.1953,
8442447940,88396.4297,
8442456972,88391.7734,
8442467940,88409.6172,
8442476980,88391.0938,
8442487940,88392.8047,
8442496972,88409.9766,
8442507928,88396.9297,
8442516980,88397.8359,
8442528776,88396.2031,
8442536976,88388.4453,
8442547936,88387.7891,
8442556972,88400,
8442567996,88391.375,
8442576972,88391.7891,
8442587876,88421.8594,
8442596976,88395.5781,
8442607940,88384.1719,
8442616980,88407.7109,
8442627944,88394.1797,
8442636976,88386.6172,
8442647936,88398.1562,
8442656972,88391.1328,
8442668000,88387.3047,
8442676972,88394.3359,
8442687884,88369.9531,
8442696972,88368.2891,
8442707928,88383.5469,
8442716980,88372.4844,
8442728772,88362.1562,
8442736980,88375.2344,
8442747944,88368.9375,
8442756976,88361.7734,
8442768072,88373.1875,
8442776984,88361.4375,
8442787888,88368.9062,
8442796972,88393.375,
8442807940,88390.9922,
8442816988,88391.4062,
8442827944,88403.0078,
8442836980,88387.8281,
8442847936,88383.9062,
8442856972,88417.5859,
8442868000,88405.2578,
8442876972,88389.0312,
8442887936,88403.1953,
8442896976,88391.3047,
8442907880,88385.2578,
8442916984,88407.6016,
8442928828,88387.6016,
8442936980,88392.4062,
8442947888,88406.9453,
8442956972,88395.4922,
8442968004,88390.4141,
8442976976,88400.7656,
8442987936,88392.5312,
8442996972,88393.6094,
8443007880,88398.2969,
8443016988,88387.0703,
8443027952,88384.5625,
8443036980,88411.8594,
8443047940,88395.2188,
8443056976,88400.5312,
8443068000,88416.2188,
8443076976,88396.1641,
8443087944,88384.8906,
8443096972,88400.8516,
8443107876,88390.4453,
8443116984,88388.6172,
8443128832,88397.9062,
8443136980,88395.4609,
8443147880,88391.7578,
8443156972,88418.2812,
8443168000,88406.5859,
8443176976,88396.3672,
8443187944,88400.5156,
8443196976,88389.9219,
8443207932,88383.9453,
8443216984,88399.1172,
8443227888,88393.2344,
8443236980,88389.4453,
8443247944,88406.4297,
8443256976,88404.5078,
8443268004,88386.5938,
8443276980,88393.375,
8443287952,88377.4609,
8443296976,88378.1797,
8443307932,88391.0781,
8443316984,88371.9375,
8443328776,88364.0078,
8443336980,88379.6484,
8443347880,88365.625,
8443356976,88359.3672,
8443368000,88375.7656,
8443376976,88364.8203,
8443387936,88371.6172,
8443396976,88403.2891,
8443407932,88388.8047,
8443416984,88396.0156,
8443427880,88404.0234,
8443436984,88399.2969,
8443447952,88387.6484,
8443456980,88392.0234,
8443468072,88392.9062,
8443476984,88394.3672,
8443487952,88403.6172,
8443496980,88386.1953,
8443507940,88380.0156,
8443516988,88397.2969,
8443528784,88384.8906,
8443536980,88379.6484,
8443547888,88400.2422,
8443556976,88390.1719,
8443568000,88389.9766,
8443576980,88399.2188,
8443587940,88388.6172,
8443596976,88398.8906,
8443607936,88400.7344,
8443616984,88389.0781,
8443627940,88391.0938,
8443636980,88401.6094,
8443647884,88391.1172,
8443656980,88388.8906,
8443668016,88408.5156,
8443676980,88400.5312,
8443687948,88387.0703,
8443696976,88410.6875,
8443707936,88399.0469,
8443716988,88387.9375,
8443728776,88398.8359,
8443736984,88384.9922,
8443747896,88375.1953,
8443756976,88395.9297,
8443768004,88384.9453,
8443776984,88381.9844,
8443787948,88401.8984,
8443796980,88391.3594,
8443807940,88383.0781,
8443816988,88399.8359,
8443827936,88397.8906,
8443836984,88394.0234,
8443847940,88401.2344,
8443856976,88392.6484,
8443867956,88384.4219,
8443876980,88390.3047,
8443887944,88365.2422,
8443896976,88365.1094,
8443907936,88373.8828,
8443916988,88361.8516,
8443928780,88353.2266,
8443936988,88365.6406,
8443947948,88367.3438,
8443956980,88370.1406,
8443967948,88358.3359,
8443976984,88357.3906,
8443987944,88400.2656,
8443996980,88390.7266,
8444007936,88391.25,
8444016988,88400.8594,
8444027940,88390.2891,
8444036984,88391.9141,
8444047948,88407.6406,
8444056980,88399.2734,
8444067980,88393.0703,
8444076980,88405.5469,
8444087908,88400.7656,
8444096980,88400.1719,
8444107940,88402.1172,
8444116988,88388.3516,
8444128776,88395.4688,
8444136984,88393.8906,
8444147952,88402.3281,
8444156984,88407.5859,
8444168084,88405.7344,
8444176984,88394.4688,
8444187900,88387.1328,
8444196980,88395.8125,
8444207940,88385.0391,
8444216992,88383.1172,
8444227948,88404.0156,
8444236992,88394.8594,
8444247944,88394.7734,
8444256980,88407.4766,
8444268004,88390.1719,
8444276980,88385.5625,
8444287888,88401.0703,
8444296984,88403.625,
8444307944,88402.7891,
8444316992,88404.7031,
8444328780,88402.4844,
8444336984,88395.5,
8444347944,88399.7422,
8444356980,88389.9922,
8444368008,88390.5078,
8444376980,88400.7344,
8444387948,88394.4922,
8444396980,88394.5234,
8444407884,88408.5469,
8444416988,88395.8047,
8444427944,88387.7344,
8444436988,88398.6172,
8444447952,88382.7891,
8444456984,88382.1406,
8444468008,88396.2344,
8444476984,88384.5078,
8444487952,88374.0078,
8444496980,88375.4375,
8444507892,88362.5078,
8444516992,88361.3516,
8444528840,88370.4609,
8444536984,88355.7812,
8444547892,88352.5703,
8444556980,88374.2031,
8444568008,88361.1953,
8444576980,88360.3828,
8444587948,88411.0859,
8444596984,88401.0703,
8444607884,88389.9609,
8444616988,88398.5312,
8444627944,88387.1484,
8444636988,88397.1094,
8444647944,88400.7422,
8444656980,88390.6328,
8444668008,88391.9141,
8444676980,88401.5781,
8444687948,88388.8359,
8444696980,88390.5703,
8444707940,88401.5156,
8444716996,88388.9062,
8444728788,88386.375,
8444736992,88401.7031,
8444747892,88388.9062,
8444756980,88389.7578,
8444768008,88398.3984,
8444776988,88388.0703,
8444787956,88387.5547,
8444796980,88414.2188,
8444807944,88389.1328,
8444816992,88388.6172,
8444827888,88409.1094,
8444836988,88398.8047,
8444847952,88388.7109,
8444856988,88402.9922,
8444868032,88393.5312,
8444876984,88382.2656,
8444887952,88392.5156,
8444896984,88387.6875,
8444907940,88393.5312,
8444916996,88398.0859,
8444928788,88387.0625,
8444936992,88390.25,
8444947896,88401.4297,
8444956984,88395.5625,
8444968012,88387.9844,
8444976988,88396.3047,
8444987956,88386.875,
8444996984,88388.5547,
8445007940,88417.6875,
8445016992,88395.9531,
8445027952,88387.0312,
8445036988,88397.5547,
8445047892,88396.6562,
8445056984,88405.9062,
8445068008,88409.5703,
8445076984,88391.5,
8445087952,88376.1641,
8445096984,88377.7188,
8445107940,88372.5391,
8445116992,88376.9062,
8445128780,88375.5938,
8445136988,88369.25,
8445147896,88367.4375,
8445156984,88377.1094,
8445168012,88365.6641,
8445176984,88366.8359,
8445187956,88408.3125,
8445196984,88387.6328,
8445207948,88388.4375,
8445216996,88406.8203,
8445227944,88389.0625,
8445236996,88388.8906,
8445247900,88398.4609,
8445256988,88393.5938,
8445268012,88399.7578,
8445276988,88417.125,
8445287948,88400.1875,
8445296984,88392.6016,
8445307940,88402.5156,
8445316996,88389.9062,
8445328784,88386.5469,
8445336988,88396.0625,
8445347948,88387.5625,
8445356988,88389.3359,
8445367956,88402.2578,
8445376984,88389.7578,
8445387952,88394.9922,
