timestamp,sensorId,boardId,current8433765132,5,0,0.167843565
8433861880,5,0,0.174289376
8433961872,5,0,0.168898016
8434061876,5,0,0.16716598
8434161884,5,0,0.162494972
8434261876,5,0,0.17274645
8434361884,5,0,0.159282371
8434461908,5,0,0.153516188
8434561872,5,0,0.161305234
8434661896,5,0,0.165911406
8434765192,5,0,0.155586541
8434861896,5,0,0.157715306
8434961892,5,0,0.177893192
8435061880,5,0,0.168259472
8435162012,5,0,0.165812716
8435261884,5,0,0.165091425
8435361940,5,0,0.158627823
8435461880,5,0,0.168476969
8435562064,5,0,0.165784344
8435661888,5,0,0.164092422
8435765136,5,0,0.149106666
8435861904,5,0,0.165579319
8435961880,5,0,0.164986625
8436061900,5,0,0.168372869
8436161884,5,0,0.166356802
8436261912,5,0,0.16428864
8436361896,5,0,0.169349924
8436461904,5,0,0.162845775
8436561892,5,0,0.166668341
8436661896,5,0,0.172921851
8436765172,5,0,0.162245601
8436861908,5,0,0.16842775
8436961896,5,0,0.162253827
8437061896,5,0,0.168683439
8437161916,5,0,0.167047352
8437261900,5,0,0.171575144
8437361888,5,0,0.160743415
8437461904,5,0,0.164947882
8437561908,5,0,0.170324832
8437661928,5,0,0.17078276
8437765172,5,0,0.158792287
8437861908,5,0,0.171797916
8437961900,5,0,0.167090863
8438061916,5,0,0.167316064
8438161904,5,0,0.17137064
8438261916,5,0,0.163479835
8438361908,5,0,0.171529651
8438461912,5,0,0.176137492
8438561932,5,0,0.168418363
8438661916,5,0,0.171460688
8438765264,5,0,0.172646344
8438861924,5,0,0.164564639
8438961920,5,0,0.1675805
8439061916,5,0,0.168573111
8439161916,5,0,0.16355665
8439262040,5,0,0.156958356
8439361916,5,0,0.162120074
8439461932,5,0,0.178282335
8439561916,5,0,0.166643113
8439661920,5,0,0.171176866
8439765220,5,0,0.177283302
8439861916,5,0,0.168958947
8439961920,5,0,0.173066229
8440061920,5,0,0.169134334
8440161916,5,0,0.162103921
8440261936,5,0,0.175712526
8440361932,5,0,0.173517823
8440461936,5,0,0.167072594
8440561928,5,0,0.167390004
8440661928,5,0,0.179489613
8440765232,5,0,0.174939632
8440861924,5,0,0.170339242
8440961920,5,0,0.168006301
8441061948,5,0,0.167043656
8441161916,5,0,0.163459107
8441261964,5,0,0.164265573
8441361936,5,0,0.161684528
8441461928,5,0,0.165207043
8441561932,5,0,0.157139912
