pressureTimestamp,pressure
8437596948,88372.8047,
8437607908,88386.5312,
8437616956,88399.8594,
8437627912,88388.6641,
8437636952,88386.1719,
8437647908,88395.3906,
8437656948,88385.8984,
8437667916,88388.0078,
8437676952,88398.4688,
8437687916,88387.4453,
8437696948,88386.6797,
8437707908,88385.9297,
8437716960,88370.6406,
8437728752,88378.1016,
8437736956,88378.2344,
8437747920,88376.4844,
8437756952,88377.3516,
8437767920,88391.5234,
8437776956,88380.8125,
8437787928,88375.3672,
8437796948,88396.7969,
8437807912,88385.4219,
8437816960,88385.4062,
8437827916,88391.6484,
8437836952,88380.625,
8437847912,88385.1719,
8437856952,88393.4219,
8437867916,88383.6797,
8437876956,88388.1484,
8437887932,88364.75,
8437896952,88354.0547,
8437907908,88355.3125,
8437916960,88364.2109,
8437928752,88352.1797,
8437936960,88351.0703,
8437947924,88355.7031,
8437956952,88347.7656,
8437967984,88353.3828,
8437976956,88362.5625,
8437987860,88367.5391,
8437996952,88385.6641,
8438007908,88395.9297,
8438016960,88386.3203,
8438027920,88384.8359,
8438036956,88389.3203,
8438047920,88380.3906,
8438056952,88384.0078,
8438067976,88397.2344,
8438076952,88386.4375,
8438087860,88386.9922,
8438096952,88397.6562,
8438107908,88386.8672,
8438116960,88386.7344,
8438128752,88394.8203,
8438136956,88384.8359,
8438147920,88384.6016,
8438156952,88396.6797,
8438167984,88387.9453,
8438176952,88386.5312,
8438187864,88396.9219,
8438196952,88387.6875,
8438207912,88387.4062,
8438216964,88388.4922,
8438227916,88377.8047,
8438236964,88384.1953,
8438247924,88381.6953,
8438256952,88379.6641,
8438267984,88379.8203,
8438276956,88394.4922,
8438287916,88381.9688,
8438296952,88374.1719,
8438307852,88386.75,
8438316960,88384.8672,
8438328812,88386.2891,
8438336956,88377.9922,
8438347860,88362.2812,
8438356956,88377.5469,
8438367988,88390.75,
8438376952,88377.6953,
8438387920,88384.3203,
8438396956,88392.7188,
8438407860,88365.1719,
8438416960,88355.5547,
8438427916,88387.7891,
8438436960,88376.4297,
8438447924,88373.1719,
8438456952,88389.4766,
8438467980,88377.7109,
8438476956,88377.8828,
8438487920,88368.0625,
8438496952,88350.2109,
8438507852,88351.4453,
8438516964,88358.0703,
8438528808,88338.8047,
8438536960,88336.75,
8438547864,88361.25,
8438556952,88353.1172,
8438567992,88357.2812,
8438576960,88354.625,
8438587940,88366.3125,
8438596956,88375.8516,
8438607916,88390.7812,
8438616964,88381.3359,
8438627872,88377.7734,
8438636960,88390.3359,
8438647920,88363.3359,
8438656952,88367.2188,
8438667980,88390.8594,
8438676956,88380.1094,
8438687916,88384.7578,
8438696952,88399.4141,
8438707912,88389.2812,
8438716964,88387.3906,
8438728756,88393.6484,
8438736960,88384.2188,
8438747868,88378.5156,
8438756956,88390.9531,
8438767984,88381.4609,
8438776956,88380.8516,
8438787928,88395.0625,
8438796956,88386.2188,
8438807912,88384.6484,
8438816964,88397.2734,
8438827868,88385.0469,
8438836960,88383.3203,
8438847916,88396,
8438856956,88387.1641,
8438867988,88385.0391,
8438876956,88397.6797,
8438887920,88386.7344,
8438896956,88386.9453,
8438907912,88398.2344,
8438916964,88387.4688,
8438928752,88383.8516,
8438936964,88391.3672,
8438947868,88378.1484,
8438956956,88379.2344,
8438967976,88392.3516,
8438976960,88372.2656,
8438987924,88363.8281,
8438996960,88391.75,
8439007924,88374.6172,
8439016964,88381.1328,
8439027928,88371.3203,
8439036960,88364.5938,
8439047868,88366.4219,
8439056956,88387.4688,
8439067984,88378.3359,
8439076956,88385.1719,
8439087920,88368.7266,
8439096956,88358.6953,
8439107908,88356.7422,
8439116964,88370.1094,
8439128756,88349.4375,
8439136960,88348.5156,
8439147860,88353.2969,
8439156956,88343.3828,
8439167980,88355.7969,
8439176956,88377.4922,
8439187920,88378.6562,
8439196956,88385.0781,
8439207924,88396.9922,
8439216968,88387.5938,
8439227924,88380.0781,
8439236968,88392.4141,
8439247928,88378.0469,
8439256960,88379.5938,
8439267932,88385.4219,
8439276960,88378.4219,
8439287956,88375.4062,
8439296956,88382.3516,
8439307916,88372.2109,
8439316968,88375.1484,
8439328760,88378.2812,
8439336960,88375.6953,
8439347924,88373.4297,
8439356960,88376.8359,
8439367932,88378.4141,
8439376956,88383.7891,
8439387920,88395.1328,
8439396956,88385.6016,
8439407916,88373.0938,
8439416968,88388.0078,
8439427928,88372.9219,
8439436968,88373.6484,
8439447936,88391.1797,
8439456960,88381.4922,
8439467988,88377.9219,
8439476964,88393.5703,
8439487872,88385.0938,
8439496960,88387.4766,
8439507920,88390.25,
8439516968,88380.625,
8439528760,88382.1953,
8439536960,88390.1797,
8439547920,88372.2734,
8439556956,88376.0781,
8439567980,88397.8594,
8439576956,88387.1484,
8439587864,88381.8281,
8439596960,88396.8516,
8439607916,88385.2891,
8439616968,88387.5781,
8439627932,88394.7734,
8439636964,88383.7891,
8439647924,88373.8359,
8439656960,88397.3438,
8439667984,88385.5625,
8439676960,88371.3047,
8439687872,88355.6797,
8439696960,88354.2266,
8439707916,88350.0078,
8439716968,88366.7188,
8439728760,88356.7422,
8439736968,88355.0781,
8439747924,88361.9766,
8439756960,88351.6406,
8439767984,88339.2812,
8439776964,88374.3047,
8439787924,88379.0781,
8439796960,88385.5938,
8439807860,88397.5,
8439816968,88386.7891,
8439827920,88371.4531,
8439836964,88395.7031,
8439847928,88385.1328,
8439856960,88385.6016,
8439867988,88397.7969,
8439876960,88389.6094,
8439887928,88380.5703,
8439896960,88398.7031,
8439907864,88388.375,
8439916968,88386.6797,
8439928816,88395.0625,
8439936968,88384.1094,
8439947876,88374.3281,
8439956964,88377.0781,
8439968056,88366.9062,
8439976972,88372.1094,
8439987928,88391.0625,
8439996964,88380.8516,
8440007868,88374.7578,
8440016972,88388.9922,
8440027932,88376.3125,
8440036964,88378.7188,
8440047928,88396.3047,
8440056964,88385.8828,
8440067996,88381,
8440076964,88398.6562,
8440087924,88386.7344,
8440096960,88378.8828,
8440107916,88399.3359,
8440116972,88387.7188,
8440128760,88366.4375,
8440136964,88391.4609,
8440147872,88381.3594,
8440156960,88380.1484,
8440167984,88398.6094,
8440176960,88388.0391,
8440187924,88381.5703,
8440196960,88397.2344,
8440207920,88387.3047,
8440216972,88383.4922,
8440227868,88395.4531,
8440236972,88374.6406,
8440247928,88367.875,
8440256960,88392.1094,
8440267996,88374.4531,
8440276964,88363.8438,
8440287932,88355.1562,
8440296964,88352.9531,
8440307924,88347.2969,
8440316972,88362.4297,
8440328760,88349.1562,
8440336968,88353.9141,
8440347872,88368.1406,
8440356960,88357.8359,
8440367984,88350.9922,
8440376964,88372.5625,
8440387920,88376.5859,
8440396960,88382.7031,
8440407920,88391.4922,
8440416972,88386.6328,
8440427920,88368.9766,
8440436972,88389.6641,
8440447876,88377.5938,
8440456960,88375.25,
8440467992,88392.5703,
8440476968,88383.7656,
8440487932,88369.9609,
8440496960,88397.1016,
8440507928,88379.2891,
8440516972,88375.7266,
8440528768,88385.5938,
8440536968,88366.0078,
8440547876,88354.5469,
8440556964,88396.8047,
8440567992,88386.4766,
8440576964,88384.8047,
8440587924,88396.2109,
8440596964,88385.9453,
8440607920,88378.3359,
8440616972,88396.9766,
8440627924,88378.3594,
8440636968,88365.9844,
8440647864,88388.0078,
8440656968,88376.4844,
8440668016,88376.2969,
8440676964,88382.9375,
8440687932,88370.7812,
8440696964,88360.2266,
8440707924,88379.5938,
8440716976,88375.4219,
8440728768,88373.6484,
8440736976,88374.1172,
8440747936,88373.3672,
8440756964,88388.9453,
8440767936,88377.8047,
8440776968,88377.9609,
8440787936,88396.3672,
8440796964,88375.9766,
8440807916,88375.8047,
8440816972,88383.9531,
8440827924,88379.2656,
8440836968,88371.6875,
8440847924,88387.7188,
8440856960,88379.9531,
8440867932,88384.5781,
8440876964,88392.125,
8440887928,88363.1016,
8440896964,88354,
8440907932,88369.7188,
8440916976,88361.0859,
8440928772,88353.8516,
8440936972,88355.9844,
8440947940,88351.4688,
8440956964,88342.2109,
8440967936,88354.3984,
8440976968,88344.6094,
8440987932,88353.7969,
8440996968,88386.7812,
8441007924,88384.5391,
8441016972,88385.6797,
8441027932,88395.0312,
8441036968,88377.4219,
8441047932,88375.4531,
8441056964,88397.5,
8441067988,88386.3594,
8441076964,88386.1953,
8441087868,88396.5,
8441096964,88385.4375,
8441107924,88386.0938,
8441116976,88383.8203,
8441128772,88377.1016,
8441136972,88374.3281,
8441147928,88384.0078,
8441156968,88365.9531,
8441167996,88370.3359,
8441176964,88397.4922,
8441187876,88382.8281,
8441196964,88381.9375,
8441207928,88380.6094,
8441216976,88361.1328,
8441227928,88361.3672,
8441236968,88392.7109,
8441247932,88370.8672,
8441256964,88364.5859,
8441267988,88375.0625,
8441276968,88371.8047,
8441287876,88384.5625,
8441296964,88397.1797,
8441307924,88386.4219,
8441316976,88387.375,
8441328772,88383.2188,
8441336972,88378.8203,
8441347932,88378.5078,
8441356972,88390.8359,
8441368060,88378.2266,
8441376972,88368.5547,
8441387944,88377.9609,
8441396968,88366.8047,
8441407872,88373.3828,
8441416980,88391.5078,
8441427940,88380.5156,
8441436976,88371.1172,
8441447936,88390.1797,
8441456968,88380.6094,
8441467992,88378.8672,
8441476972,88382.2188,
8441487936,88362.0391,
8441496968,88354.8438,
8441507872,88365.6484,
8441516976,88347.8516,
8441528824,88344.6094,
8441536976,88342.2969,
8441547888,88337.8828,
8441556968,88355.3672,
8441568000,88359.5391,
8441576968,88347.2812,
8441587936,88360.1797,
8441596968,88390.5625,
8441607868,88381.1641,
8441616976,88380.0547,
8441627936,88376.2656,
8441636972,88374.5781,
8441647928,88381.9062,
8441656968,88397.875,
8441667992,88385.6016,
8441676972,88376.6641,
8441687936,88386.9688,
8441696968,88377.6172,
8441707924,88377.6797,
8441716980,88390.8594,
8441728768,88376.2969,
8441736976,88373.25,
8441747888,88386.3906,
8441756968,88376.7656,
8441768004,88375.4609,
8441776972,88375.6953,
8441787936,88360.8672,
8441796972,88368.6406,
8441807928,88378.6797,
8441816980,88373.5391,
8441827876,88370.2109,
8441836972,88382.9531,
8441847932,88361.8516,
8441856968,88372.0234,
8441867996,88395.3672,
8441876968,88376.9766,
8441887932,88361.8828,
8441896968,88386.4766,
8441907928,88366.6953,
8441916976,88377.8516,
8441928768,88390.7969,
8441936976,88380.8203,
8441947884,88377.6797,
8441956972,88382.8516,
8441968004,88379.5156,
8441976972,88371.4375,
8441987936,88385.9922,
8441996968,88384.2656,
8442007928,88382.4453,
8442016980,88395.2344,
8442027936,88383.3516,
8442036976,88371.4219,
8442047880,88390.875,
8442056976,88365.3359,
8442068060,88355.4297,
8442076972,88388.8594,
8442087936,88366.2344,
8442096972,88339.6797,
8442107932,88356.6016,
8442116984,88356.3438,
8442128768,88345.5703,
8442136972,88353.5391,
8442147876,88334.4844,
8442156968,88333.7969,
8442167996,88341.3438,
8442176972,88347.5391,
8442187940,88368.4531,
8442196968,88382.9375,
8442207928,88372.3359,
8442216980,88383.6172,
8442227932,88384.7422,
8442236980,88368.2188,
8442247940,88363.6172,
8442256972,88382.4609,
8442267944,88371.2266,
8442276976,88380.6641,
8442287944,88393.7188,
8442296972,88382.1562,
8442307928,88379.4922,
8442316980,88385.2891,
8442328768,88376.5781,
8442336976,88374.3359,
8442347936,88390.8906,
8442356968,88372.5391,
8442367936,88368.7969,
8442376972,88383.0078,
8442387936,88380.7812,
8442396972,88386.5312,
8442407924,88381.6641,
8442416980,88383.9766,
8442427936,88373.7344,
8442436980,88379.9531,
8442447940,88365.5078,
8442456972,88357.8516,
8442467940,88374.5781,
8442476980,88360.9453,
8442487940,88371.5781,
8442496972,88390.2812,
8442507928,88385.0938,
8442516980,88384.4062,
8442528776,88386.0469,
8442536976,88371.5625,
8442547936,88373.8906,
8442556972,88385.0781,
8442567996,88372.7656,
8442576972,88356.8359,
8442587876,88387.8125,
8442596976,88377.0469,
8442607940,88373.1172,
8442616980,88383.4609,
8442627944,88356.7578,
8442636976,88363.875,
8442647936,88380.0234,
8442656972,88376.2656,
8442668000,88363.6797,
8442676972,88378.5781,
8442687884,88364.9297,
8442696972,88354.6406,
8442707928,88348.9531,
8442716980,88342.7969,
8442728772,88337.9375,
8442736980,88357.4531,
8442747944,88342.0938,
8442756976,88336.0391,
8442768072,88350.2109,
8442776984,88338.8984,
8442787888,88344.4688,
8442796972,88372.2734,
8442807940,88362.0234,
8442816988,88371.5078,
8442827944,88383.8594,
8442836980,88367.5938,
8442847936,88361.5781,
8442856972,88398.0781,
8442868000,88377.0391,
8442876972,88364.7969,
8442887936,88387.2109,
8442896976,88371.2266,
8442907880,88373.2734,
8442916984,88397.5469,
8442928828,88369.8594,
8442936980,88365.8359,
8442947888,88382.4219,
8442956972,88380.9219,
8442968004,88367.6484,
8442976976,88376.375,
8442987936,88368.6484,
8442996972,88378.3359,
8443007880,88385.125,
8443016988,88383.3125,
8443027952,88371.6406,
8443036980,88386.1953,
8443047940,88372.3281,
8443056976,88373.1797,
8443068000,88396.4531,
8443076976,88385.8047,
8443087944,88382.4297,
8443096972,88397.0859,
8443107876,88386.4766,
8443116984,88385.0625,
8443128832,88386.1094,
8443136980,88374.9219,
8443147880,88376.9531,
8443156972,88391.0625,
8443168000,88385.4219,
8443176976,88383.5859,
8443187944,88396.0234,
8443196976,88386.1484,
8443207932,88380.9375,
8443216984,88394.4219,
8443227888,88377.0781,
8443236980,88374.2656,
8443247944,88391.25,
8443256976,88382.2188,
8443268004,88375.7344,
8443276980,88376.4297,
8443287952,88355.3203,
8443296976,88359.5391,
8443307932,88369.3125,
8443316984,88359.1797,
8443328776,88352.3672,
8443336980,88365.3516,
8443347880,88347.4609,
8443356976,88344.3359,
8443368000,88355.7969,
8443376976,88346.7109,
8443387936,88355.3359,
8443396976,88393.9219,
8443407932,88383.0938,
8443416984,88375.1406,
8443427880,88396.1797,
8443436984,88384.2891,
8443447952,88375.6406,
8443456980,88388.1641,
8443468072,88376.4297,
8443476984,88372.1797,
8443487952,88385.3516,
8443496980,88359.9297,
8443507940,88360.4688,
8443516988,88394.2344,
8443528784,88380.7656,
8443536980,88373.8359,
8443547888,88395.7734,
8443556976,88385.375,
8443568000,88380.8516,
8443576980,88396.2891,
8443587940,88385.6016,
8443596976,88383.7891,
8443607936,88397.8906,
8443616984,88385.8516,
8443627940,88373.5234,
8443636980,88385.1953,
8443647884,88375.2188,
8443656980,88386.1484,
8443668016,88398.4062,
8443676980,88379.5703,
8443687948,88359.0078,
8443696976,88397.4219,
8443707936,88381.9688,
8443716988,88379.8906,
8443728776,88390.0938,
8443736984,88376.2188,
8443747896,88371.1094,
8443756976,88380.5781,
8443768004,88362.625,
8443776984,88356.9844,
8443787948,88396.4219,
8443796980,88383.3906,
8443807940,88358.9922,
8443816988,88387.3203,
8443827936,88377.9922,
8443836984,88378.1172,
8443847940,88367.2109,
8443856976,88369.1875,
8443867956,88375.1719,
8443876980,88369.4844,
8443887944,88346.2031,
8443896976,88343.3516,
8443907936,88369.3438,
8443916988,88349.7656,
8443928780,88340.8125,
8443936988,88345.125,
8443947948,88341.9922,
8443956980,88358.7266,
8443967948,88338.2266,
8443976984,88323.0547,
8443987944,88375.1406,
8443996980,88381.6484,
8444007936,88386.6562,
8444016988,88385.8359,
8444027940,88364.5547,
8444036984,88364.0234,
8444047948,88386.0938,
8444056980,88370.4219,
8444067980,88377.8359,
8444076980,88398.375,
8444087908,88375.8359,
8444096980,88370.1953,
8444107940,88374.0469,
8444116988,88368.4375,
8444128776,88368.8203,
8444136984,88379.4141,
8444147952,88364.4297,
8444156984,88362.5547,
8444168084,88393.125,
8444176984,88363.8438,
8444187900,88363.9688,
8444196980,88374.7578,
8444207940,88379.3516,
8444216992,88371.1172,
8444227948,88373.6484,
8444236992,88365.5234,
8444247944,88362.7969,
8444256980,88377.7344,
8444268004,88363.7734,
8444276980,88371.1484,
8444287888,88397.5312,
8444296984,88382.6641,
8444307944,88381.5469,
8444316992,88381.3906,
8444328780,88380.7812,
8444336984,88379.7344,
8444347944,88377.7109,
8444356980,88372.9375,
8444368008,88373.7109,
8444376980,88398.6484,
8444387948,88385.9297,
8444396980,88381.2656,
8444407884,88381.3359,
8444416988,88360.6641,
8444427944,88367.8984,
8444436988,88377.1797,
8444447952,88369.2812,
8444456984,88370.6406,
8444468008,88379.1797,
8444476984,88361.2734,
8444487952,88356.4141,
8444496980,88342.9844,
8444507892,88331.5078,
8444516992,88346.4141,
8444528840,88352.4141,
8444536984,88330.5703,
8444547892,88318.7969,
8444556980,88371.0391,
8444568008,88358.4062,
8444576980,88343.625,
8444587948,88395.2656,
8444596984,88385.75,
8444607884,88379.2266,
8444616988,88383.0156,
8444627944,88381.0781,
8444636988,88387.25,
8444647944,88394.9922,
8444656980,88382.4297,
8444668008,88375.2188,
8444676980,88378.8047,
8444687948,88377.6953,
8444696980,88387.4688,
8444707940,88383.7891,
8444716996,88364.3125,
8444728788,88372.9062,
8444736992,88385.9297,
8444747892,88378.8672,
8444756980,88380.4609,
8444768008,88392.0469,
8444776988,88374.5078,
8444787956,88376.4531,
8444796980,88398.4688,
8444807944,88386.0234,
8444816992,88385.0078,
8444827888,88373.6641,
8444836988,88369.25,
8444847952,88360.0078,
8444856988,88390.9062,
8444868032,88383.2188,
8444876984,88380.8906,
8444887952,88382.1328,
8444896984,88377.4219,
8444907940,88382.7656,
8444916996,88391.9688,
8444928788,88381.5156,
8444936992,88373.1719,
8444947896,88377.375,
8444956984,88367.625,
8444968012,88376.3906,
8444976988,88391.7109,
8444987956,88383.1562,
8444996984,88386.1719,
8445007940,88378.6797,
8445016992,88365.4922,
8445027952,88364.4297,
8445036988,88388.9453,
8445047892,88371.3672,
8445056984,88375.4297,
8445068008,88386.0469,
8445076984,88387.6562,
8445087952,88371.4531,
8445096984,88347.6719,
8445107940,88342.1406,
8445116992,88342.25,
8445128780,88367.9609,
8445136988,88356.0469,
8445147896,88354.3203,
8445156984,88361.9062,
8445168012,88351.2109,
8445176984,88352.1094,
8445187956,88387.1953,
8445196984,88384.3203,
8445207948,88375.9766,
8445216996,88372.8047,
8445227944,88366.5938,
8445236996,88368.4375,
8445247900,88377.3125,
8445256988,88368.0312,
8445268012,88358.9609,
8445276988,88378.7734,
8445287948,88379.4531,
8445296984,88388.6875,
8445307940,88390.3672,
8445316996,88378.2656,
8445328784,88375.5078,
8445336988,88371.6094,
8445347948,88354.8828,
8445356988,88360.1953,
8445367956,88386.25,
