timestamp,estimatedMass,estimatedApogee,detectedShutdowns,state
8656467852,28.9286232,61.9856606,0,4
8656487856,28.9286232,60.8856964,0,4
8656507852,28.9286232,61.4151955,0,4
8656527860,28.9286232,61.9346428,0,4
8656547836,28.9286232,60.8083,0,4
8656567832,28.9286232,60.7699242,0,4
8656587840,28.9286232,61.2502823,0,4
8656607832,28.9286232,61.9227753,0,4
8656627836,28.9286232,61.5597839,0,4
8656647704,28.9286232,61.5597839,0,4
8656667704,28.9286232,61.8729248,0,4
8656687704,28.9286232,62.5492859,0,4
8656707708,28.9286232,61.4993019,0,4
8656727712,28.9286232,61.1763191,0,4
8656747864,28.9286232,61.2230721,0,4
8656767856,28.9286232,60.7562828,0,4
8656787860,28.9286232,61.7003365,0,4
8656807856,28.9286232,61.0184097,0,4
8656827860,28.9286232,60.9139633,0,4
8656847836,28.9286232,61.5056877,0,4
8656867828,28.9286232,60.4925156,0,4
8656887836,28.9286232,60.4201736,0,4
8656907832,28.9286232,59.2516365,0,4
8656927840,28.9286232,58.5295448,0,4
8656947708,28.9286232,58.5295448,0,4
8656967708,28.9286232,59.0480003,0,4
8656987708,28.9286232,60.3975258,0,4
