pressureTimestamp,pressure,temperatureTimestamp,temperature
8441786988,88408.2734,8441786988,41.1800003
8441806984,88408.2734,8441806984,41.1800003
8441826988,88400.0781,8441826988,41.1800003
8441846984,88399.375,8441846984,41.1800003
8441866980,88402.5781,8441866980,41.1800003
8441886988,88398.0469,8441886988,41.1800003
8441906980,88399.5781,8441906980,41.1800003
8441927788,88403.8516,8441927788,41.1800003
8441946992,88399.0469,8441946992,41.1800003
8441966992,88399.1719,8441966992,41.1800003
8441986992,88402.1719,8441986992,41.1800003
8442006984,88397.2734,8442006984,41.1800003
8442026992,88398.3516,8442026992,41.1800003
8442046992,88393.0781,8442046992,41.1800003
8442067012,88395.7969,8442067012,41.1800003
8442086992,88400.1719,8442086992,41.1800003
8442106984,88403.8984,8442106984,41.1800003
8442127792,88395.3516,8442127792,41.1800003
8442146988,88398.3984,8442146988,41.1800003
8442166984,88400.0469,8442166984,41.1800003
8442186992,88399.6484,8442186992,41.1800003
8442206984,88399.1016,8442206984,41.1800003
8442226988,88393.1719,8442226988,41.1800003
8442246988,88400.6484,8442246988,41.1699982
8442266992,88398.5,8442266992,41.1800003
8442286996,88406.5469,8442286996,41.1800003
8442306984,88394.2031,8442306984,41.1800003
8442327792,88393.8984,8442327792,41.1800003
8442346992,88396.0234,8442346992,41.1800003
8442366988,88404.5,8442366988,41.1800003
8442386992,88402.25,8442386992,41.1800003
8442406980,88389.6484,8442406980,41.1800003
8442426992,88401,8442426992,41.1800003
8442446992,88398.75,8442446992,41.1800003
8442466988,88402.6016,8442466988,41.1800003
8442486996,88402.1484,8442486996,41.1800003
8442506984,88393.875,8442506984,41.1800003
8442527796,88404.9219,8442527796,41.1800003
8442546992,88401.0234,8442546992,41.1800003
8442566984,88396.5781,8442566984,41.1800003
8442586988,88406.6719,8442586988,41.1800003
8442606992,88391.4531,8442606992,41.1800003
8442626996,88397.6484,8442626996,41.1800003
8442646988,88404.2734,8442646988,41.1800003
8442666988,88397.2266,8442666988,41.1800003
8442686992,88403.4766,8442686992,41.1699982
8442706984,88397.1016,8442706984,41.1800003
8442727792,88395.7734,8442727792,41.1800003
8442746992,88404.2031,8442746992,41.1800003
8442767028,88400,8442767028,41.1699982
8442786996,88401.2969,8442786996,41.1800003
8442806992,88401.4766,8442806992,41.1800003
8442826996,88401.0469,8442826996,41.1800003
8442846988,88393.5234,8442846988,41.1800003
8442866988,88402.6484,8442866988,41.1800003
8442886992,88397.2031,8442886992,41.1800003
8442906992,88400.7734,8442906992,41.1800003
8442927792,88397.0781,8442927792,41.1800003
8442947000,88405.875,8442947000,41.1800003
8442966988,88403,8442966988,41.1800003
8442986992,88397.1484,8442986992,41.1800003
8443006992,88404.2266,8443006992,41.1800003
8443027000,88406.8516,8443027000,41.1800003
8443046996,88396.8281,8443046996,41.1800003
8443066988,88392.5,8443066988,41.1800003
8443086996,88399.6484,8443086996,41.1800003
8443106988,88401.1719,8443106988,41.1800003
8443127796,88393.1016,8443127796,41.1800003
8443146992,88398.7266,8443146992,41.1800003
8443166988,88393.1016,8443166988,41.1800003
8443186996,88391.5781,8443186996,41.1800003
8443206988,88394.2031,8443206988,41.1800003
8443226996,88397.3984,8443226996,41.1800003
8443246996,88392.9219,8443246996,41.1800003
8443266992,88399.1719,8443266992,41.1800003
8443287000,88392.75,8443287000,41.1800003
8443306988,88397.5469,8443306988,41.1800003
8443327800,88395.3516,8443327800,41.1800003
8443346996,88393.2734,8443346996,41.1800003
8443366988,88399.1016,8443366988,41.1800003
8443386992,88397.2266,8443386992,41.1800003
8443406988,88398.1719,8443406988,41.1800003
8443426992,88396.625,8443426992,41.1800003
8443447000,88395.4531,8443447000,41.1800003
8443467032,88393.3516,8443467032,41.1800003
8443487000,88401.0234,8443487000,41.1800003
8443506992,88402.2266,8443506992,41.1800003
