ApogeeLatitude,ApogeeLongitude,ApogeeAltitude
39.3819656864538,-8.28367665217332,2998.30491492627
39.3814222640401,-8.28438285484376,3003.9818088858
39.3807302633237,-8.28316355797391,2919.78446637938
39.3819870816165,-8.28449312702871,3002.38688794461
39.3811969281198,-8.28338453501536,3000.61729649739
39.3815153351487,-8.28337601136754,3000.87597081237
39.3811702528692,-8.28415031331131,3004.60626703849
39.3819479562836,-8.28375356235771,3000.05846702107
39.3825000709155,-8.28324295256072,3000.81125473824
39.3812002993129,-8.2827899617326,3000.43591404551
39.3815072052047,-8.28524021500158,3001.51779277878
39.3824808453834,-8.2845176671379,3000.16121745011
39.3825705454005,-8.28506843103433,3008.98364321185
39.3808735496383,-8.28342542633254,2998.74572914338
39.3822624538765,-8.28561227762614,2997.22452617438
39.3821103808255,-8.28451412028705,2993.86230253703
39.3806201069393,-8.28252038508113,2999.09332772646
39.382953442836,-8.28503773346473,3003.18863113862
39.3802599725961,-8.28200706240793,3003.1161973054
39.380457470138,-8.28235669307967,2998.36103670088
39.3803554062889,-8.28176318714089,2996.53225071558
39.3820824223179,-8.28439166671609,3009.78519111188
39.3824203038405,-8.28433578533237,3004.32880543273
39.380919848875,-8.28262798707592,2996.31273487769
39.3814088969514,-8.2834830665219,3002.50488140897
39.3814114126875,-8.28244756005121,3000.2234967982
39.3825570879946,-8.28517652077972,3000.73561177457
39.3833890651118,-8.286178450933,3009.17459545233
39.3808946701156,-8.28315276229699,2995.24374375716
39.3825160416905,-8.28521673827036,3005.44293619675
39.381471629829,-8.28378309685859,2998.51703042365
39.3809180555012,-8.28349251710898,2994.68073598613
39.3812432288271,-8.28387626438411,3003.468188237
39.382687573557,-8.28546684934837,2990.16082888389
39.3809653701546,-8.28303736404916,2871.66796558318
39.3817906383021,-8.28352928252669,3004.65802816949
39.3794772820659,-8.28288821660236,2991.80823130108
39.3798841790561,-8.28336247419407,2994.3192757347
39.3819888006032,-8.28419442088382,2995.2212609237
39.3806920194228,-8.28418144168586,2955.66867452125
39.3817288469788,-8.28334675976956,3005.74465445138
39.3830549019945,-8.28550064637437,3003.60541968109
39.3816442767705,-8.28392755177001,3002.83717254562
39.3814423965255,-8.28395972177754,3000.07201220046
39.3819369618279,-8.28473246588417,3002.31723476392
39.3824197898272,-8.28506032996997,3007.40706108261
39.3822554607381,-8.28457684816139,2995.98676918143
39.3815102444073,-8.28330633448051,2997.78288804666
39.3809843786191,-8.28310427820451,3003.10758031289
39.3809789331871,-8.28359523408798,3000.82888601721
39.3810461074543,-8.28269304599679,2993.69384531941
39.3816739539643,-8.28469395812146,2996.64693773328
39.380625619985,-8.28315829978909,2991.84558374904
39.3810794774573,-8.28369003043753,2995.49183573901
39.382168759368,-8.28373712415647,2999.78987801489
39.3821633820361,-8.28430941585783,3004.35248333582
39.3808856891607,-8.28251256956391,2998.10857636403
39.3825511922336,-8.28451102282496,3002.12889335276
39.3814048609065,-8.28292297479767,3002.57786697708
39.3815633929966,-8.28372680463346,3001.21446696478
39.379944193932,-8.28310923788494,2990.90343617166
39.3821897455324,-8.28500822049269,2999.4920789948
39.3817052342806,-8.28366328802255,2999.19914088685
39.3816267597551,-8.28331405082549,3000.76030026482
39.3825950967715,-8.28431687542291,3000.40580440491
39.3815830100635,-8.2838346059093,3000.07024243708
39.380172867344,-8.2819851152168,2987.89408368888
39.3826953018924,-8.28608759550058,3004.62042661499
39.3821088497388,-8.28583748142529,3004.656166515
39.3808000871265,-8.28273628605903,3003.66784674997
39.3798359346922,-8.28158900704822,2991.84335748203
39.3818576130765,-8.2843153284038,3005.61709839558
39.382487625773,-8.28524127123289,2998.39510221386
39.38180398607,-8.28383719985467,3002.11569907408
