ballLandingLatitude,ballLandingLongitude,paraLandingLatitude,paraLandingLongitude
39.3772403230638,-8.28052483364265,39.3852957384326,-8.28231519568191
39.376286597251,-8.28157849159325,39.3848940671601,-8.28100194856587
39.3739421584087,-8.27905333680792,39.3841738109346,-8.28034841476916
39.3773097484184,-8.28174556727091,39.3851945224853,-8.28060709440817
39.375947812843,-8.27996207648996,39.3850007153254,-8.28128708655038
39.3763677913704,-8.27995243520007,39.3851897075681,-8.28200686866773
39.3757870479751,-8.28119486395645,39.3849414671637,-8.28126809614693
39.3772386304339,-8.28050059114333,39.3850305757534,-8.2803355394746
39.3781599435491,-8.27973641568729,39.3861855855152,-8.2816952906621
39.3758598170627,-8.27880222381481,39.3849113292513,-8.27974595519572
39.3763771186033,-8.28303420256144,39.3852940377956,-8.28148963340774
39.3781360075866,-8.2817571554839,39.3853919678765,-8.28037556621414
39.3782184204958,-8.28285853777242,39.3861823958126,-8.28299224800409
39.3753304919295,-8.27996393252835,39.3844883057854,-8.28069580503267
39.3777892120044,-8.28363574470777,39.3854397360732,-8.28110214238618
39.377560293087,-8.28177513769423,39.3855530736327,-8.28057429873425
39.3748799074915,-8.27842092229586,39.3844094987606,-8.28042186150831
39.379037334562,-8.28271326043522,39.3860233854788,-8.2811826000036
39.374285314979,-8.27751727856633,39.3840092046631,-8.27961801579603
39.3745808958201,-8.27811813848347,39.3841317814539,-8.28014663131407
39.3744992655425,-8.27720914386831,39.3845513001584,-8.28052322095757
39.3774001152604,-8.28168483971546,39.3853898922796,-8.28209980648091
39.3781068212977,-8.28157924678296,39.3861222977756,-8.28160231962391
39.3753962808615,-8.27856479721772,39.3850411030315,-8.28014028549457
39.3762909761306,-8.28012410034916,39.385029319032,-8.28133392626923
39.3762827024776,-8.27832119448422,39.3850026055483,-8.28041215668648
39.3783549868823,-8.28290505569858,39.3851759947315,-8.28085800772596
39.3797223167944,-8.28465986490713,39.3864208375721,-8.28207566985736
39.3752622202811,-8.27945050364883,39.3843404699007,-8.28048942440318
39.3781523276638,-8.28307243789607,39.3861402206369,-8.28237482017139
39.3763042285186,-8.28053690725849,39.384582971762,-8.28066976652852
39.3754055962937,-8.28005981361805,39.3843995099534,-8.28047545345895
39.3758296668733,-8.28075979879147,39.3847130700449,-8.28187505920424
39.3783943087836,-8.2833657703072,39.385277777255,-8.28090050901565
39.3744065795971,-8.27887727575667,39.3842182457637,-8.28131959431146
39.3769170366741,-8.28002789459002,39.3845997682339,-8.27917710220609
39.3729396284321,-8.2791313174577,39.3842811872649,-8.28163385713241
39.3735173073885,-8.27979055827413,39.3843994573774,-8.28065721465597
39.3773107945635,-8.28118687870182,39.3854336409125,-8.28000984362832
39.3740576301377,-8.28097052802433,39.3840544702947,-8.28055187357668
39.3768662681732,-8.27994484983647,39.3852239023017,-8.28172365491689
39.379070035438,-8.28344642707391,39.3857260585889,-8.28106983000719
39.3766590918569,-8.28081352873899,39.3849051570279,-8.2808386392318
39.3762828196337,-8.2809285089309,39.3853978699807,-8.28194740717087
39.3771313593248,-8.28218451493528,39.3854954943687,-8.28141771607427
39.3780219799456,-8.28268207068107,39.3853200311708,-8.28055244333773
39.3777102627886,-8.28184748487824,39.384968394574,-8.28021378105435
39.3764509831771,-8.27975662741126,39.3847391461671,-8.28043896384395
39.3754920928926,-8.2793839148522,39.3844917878815,-8.28024266817497
39.3754890669318,-8.28026803078925,39.3849262312821,-8.28122576465471
39.3756258368549,-8.27878648648622,39.3850442673388,-8.28139714655925
39.3766893219908,-8.28206955432991,39.384820913649,-8.28075307985569
39.3739644665637,-8.27917588433884,39.3845027215881,-8.28156354655396
39.3756781947528,-8.28043359993129,39.3849549221496,-8.28120289105784
39.3775445671434,-8.28052780625121,39.3852696239255,-8.28130469479854
39.3775266330505,-8.28136374411714,39.3850517509586,-8.2798999650785
39.375310220224,-8.27847728334971,39.38460065072,-8.28137495206166
39.3781710952602,-8.2817607772134,39.3849512984112,-8.28068233928444
39.3762241159068,-8.27913569412881,39.3846828132968,-8.2807729390987
39.3765644764324,-8.28055965205226,39.3852636701873,-8.28175807818319
39.3735548582487,-8.2793100613778,39.383552374309,-8.27998147854992
39.3776291487908,-8.28265051339745,39.3853643037221,-8.28127626058141
39.3769080006091,-8.28049730719216,39.3855908810038,-8.2818081188411
39.3767358030361,-8.27988749294055,39.385168676882,-8.28146330048249
39.3782636157463,-8.28139906515944,39.3848035612979,-8.28010753279411
39.376549396174,-8.28061858854457,39.3849293886236,-8.28042988490754
39.3738846316237,-8.2773747374609,39.3834736123747,-8.27968665718033
39.3784502836474,-8.28443255957528,39.3856885292833,-8.28126798540082
39.3774427079027,-8.28401274872691,39.3853819043956,-8.28116154588263
39.375229773307,-8.27884810634469,39.3844309535414,-8.28093464017768
39.3735562066902,-8.27688553832916,39.3840569415538,-8.28045295634726
39.377082815241,-8.28142049667633,39.3852961849196,-8.28038677074118
39.3781102824975,-8.28302675572087,39.3850750930381,-8.28131710494635
39.3770520525373,-8.28082134230507,39.3856947547147,-8.28238225971061
39.3757458967872,-8.27935790677106,39.3850190528893,-8.28180626005222
39.3767946226998,-8.28218838980653,39.3852507965439,-8.28135774147983
39.3775447067863,-8.2841107918679,39.3857969396293,-8.28250236738074
39.3747795414103,-8.27900552091388,39.3841036349593,-8.27965488997502
39.3762038882326,-8.27973226992417,39.3854516509327,-8.28213472045447
39.3771748578239,-8.28169367126126,39.3851148339067,-8.28081950730089
39.3775415416057,-8.2814825263961,39.3849493956041,-8.27970116138533
39.3784712442207,-8.28264005316572,39.3851138444377,-8.28121464507515
39.3756291593586,-8.27983045666429,39.3844480535623,-8.28185376184025
39.3781421730442,-8.28150714361397,39.3866274757836,-8.28175842654229
39.3744704461671,-8.27818470023594,39.3839083206902,-8.28040165616951
39.375827172964,-8.2804889094429,39.3846759420435,-8.28043655008229
39.3772043927569,-8.28222369772379,39.3856943079506,-8.28115869320738
39.3754619170914,-8.27878484198801,39.384282750825,-8.28045766416133
39.3778879650807,-8.2818996665045,39.3851717276872,-8.28067588382476
39.3766945167086,-8.28117254760389,39.384566007628,-8.28019643350351
39.3778060356307,-8.28378365240327,39.3854852340995,-8.28167546262925
39.3764794432412,-8.2811951597815,39.3851681577804,-8.28175972272132
39.3761529476531,-8.27864780376107,39.3848733524836,-8.28129361429954
39.3774999446166,-8.28047522426177,39.384961553832,-8.28025283430354
39.3776013317135,-8.28190260979974,39.3848234116069,-8.27999169130166
39.3780557778455,-8.28279454227638,39.3862411181006,-8.28349259625358
39.3759460897951,-8.27916531115604,39.3848872862853,-8.28142707091436
39.3767926092198,-8.28217011811417,39.3845106163973,-8.28037576202462
39.3762999928945,-8.28067135234441,39.3846323475957,-8.28105331489275
39.3778612430292,-8.28437650991573,39.3855145392874,-8.28179939798283
39.3765338957781,-8.27907545356246,39.3839833756162,-8.27918624141407
39.3763136210261,-8.28093772730691,39.3852350830269,-8.28223245841784
39.375115894023,-8.27904120204768,39.3846351295598,-8.28075343729893
39.3760410248263,-8.27815818898304,39.3848301910864,-8.28097709262468
39.3776102739988,-8.28235036154718,39.3856016058941,-8.28148625136064
39.3763713362467,-8.28042386133953,39.3846013642979,-8.27962986577976
39.3771927376154,-8.28126736262844,39.3852388810095,-8.28126040137411
39.3768181531866,-8.27877860279149,39.3856390421198,-8.28143919890728
39.3767951654975,-8.28133856699889,39.3844984209411,-8.27946819870382
39.377155292541,-8.28101351708102,39.3852201279188,-8.28114929732576
39.3749339209028,-8.2809964917762,39.3846443334312,-8.2816901300695
