ApogeeLatitude,ApogeeLongitude,ApogeeAltitude
39.3811341303764,-8.28458679519608,2998.88668176856
39.3801575482643,-8.28382436739846,3002.16369397794
39.3810769551028,-8.28451921214934,3001.60145616088
39.3809685019007,-8.28377259817308,2997.02382337075
39.381188432051,-8.28425270651007,3001.09168453233
39.3804284038104,-8.28328771967903,2994.6898918814
39.3807862365941,-8.28387071051232,3000.5969630964
39.380572198268,-8.28415953432189,2992.83552052002
39.3817631892465,-8.28514950939205,2989.42527271178
39.3810387843639,-8.28505303014928,3002.95296737689
39.3813621906849,-8.28539408979813,3004.19299529098
39.3812719695604,-8.28515964125405,2993.0718112024
39.3820169238871,-8.28520817760442,3002.37902218253
39.3802152655771,-8.28438509595359,2985.53010837327
39.380178023825,-8.28381593534312,2999.9902446162
39.3810168492315,-8.28589129191642,2981.35488952657
39.3806681770808,-8.28415783041629,2994.77316510849
39.3817112897628,-8.28499787240395,2998.6496328417
39.3806868110757,-8.28470434733511,2990.19669221787
39.3810883196216,-8.28496398238067,2999.84837223224
39.3815172041786,-8.28553815132911,2999.09636919983
39.380595879123,-8.28398645088667,2996.40393236656
39.3805398732486,-8.28311140012458,3005.20624850852
39.3810934082774,-8.28503745112226,3001.11863826394
39.3806698761941,-8.28369192352888,3003.17408602671
39.3805675814669,-8.28284339170302,3002.4922009677
39.380844077877,-8.2839800786084,2998.45579947315
39.3818906761257,-8.28554221886041,3000.37076935193
39.3806582433908,-8.28339191781925,2999.97244243023
39.3810465928614,-8.28450461945075,2999.37361046758
39.3812061142408,-8.2844410834085,3003.97084989089
39.3805218739543,-8.28354358009034,3009.09821446833
39.3814219152984,-8.28491044425731,3003.78638445429
39.3799387201861,-8.28327619032761,2995.05336769828
39.3813595368435,-8.28506838748616,2998.54647549735
39.3802632201586,-8.28408673829145,3001.07040842092
39.3801948824341,-8.28398715355615,2996.68733272067
39.3798395708325,-8.28426833579398,2991.68267757014
39.3813599710473,-8.28486688656877,3003.74667833168
39.3812519659931,-8.28426652878897,2999.03883059875
39.3823475230334,-8.28492244415626,3008.69537105792
39.381078182425,-8.28398762912337,3001.92306890311
39.3810765895293,-8.28465676551856,3004.50308504294
39.3798702794201,-8.2838949508053,2929.11689339714
39.3828216246462,-8.28642315444867,3004.92406303044
39.3812325717987,-8.28561003815734,2999.70781387243
39.3809756623822,-8.28462679967533,3004.25466561789
39.3810737090981,-8.28461876037279,2999.28709510154
39.3816332349435,-8.28486871328885,3000.46912775143
39.381321500718,-8.28473943315981,3009.14689062173
39.3800513997087,-8.28413379042717,2995.78748884917
39.3797816437501,-8.28322832626958,3001.31557782426
39.381711634826,-8.28479748006089,3006.90772971743
39.3807464198881,-8.28356970271924,3002.01963171615
39.3814660177869,-8.2852437273467,3003.15005126905
39.3822916324124,-8.28529845263483,3006.07651805923
39.3800985118742,-8.28382462192413,2988.04256118647
39.3812462044349,-8.28532550571417,2995.9824025815
39.3810193696802,-8.28491558025202,2995.88126175534
39.3816767792428,-8.28512255615493,3001.48741424252
39.3813845363859,-8.28483816701707,3003.98168190036
39.381804232921,-8.28574693651185,2998.03781342672
39.3810333696742,-8.28435174896499,3004.35078585108
39.3817678860232,-8.28495856106932,3006.77148409864
39.3812375992796,-8.28496763845455,3004.20946011183
39.3800483399704,-8.28281825370631,3001.18852634132
39.3803663936073,-8.28367918436127,3004.69170602165
39.3797266856361,-8.28386656935794,2946.22592617216
39.381205422714,-8.28562801797638,2996.00091225796
39.3811207386737,-8.28468660309751,2999.32139348963
39.3798984167928,-8.28313503681696,3000.48048591676
39.3807747869364,-8.28457444696818,3004.82243306502
39.3803582047015,-8.28431022049928,2985.8521719245
39.3807164724924,-8.2844251032634,3003.97050891344
39.3813829537221,-8.28495902801319,2999.45105736684
39.3798090180826,-8.28392904304676,2906.38390601158
39.3812365186742,-8.28397452332149,3001.01163612632
39.3815516617764,-8.28579689414966,3006.41337276895
39.3806437609682,-8.28447337298452,2993.35953556762
39.3823367336322,-8.28602826742759,3003.14948633246
39.3806090614384,-8.28427181794355,3000.94455447135
39.3814794485373,-8.28501706034604,3000.17042414471
39.3812722724846,-8.28467824849282,2997.8128860668
39.3804529593336,-8.28382106105004,2994.41975302374
39.3808436546638,-8.28367711757639,2999.40957706823
39.3817616762734,-8.28503841269429,3000.63634533811
39.379741952999,-8.28398146516142,2980.21074720716
39.3810862147265,-8.28412903526834,3002.7325526759
39.380887313098,-8.28344730755295,2993.84181996759
39.3814834849003,-8.28512877279734,2996.01872191243
39.3808453829053,-8.28587085509654,2998.61253749655
39.3805233253021,-8.28346254256237,2998.18064938802
39.3823961244319,-8.28589576517237,2999.21240923074
39.3809166922892,-8.28412808711012,3004.13016061899
