N,E,D,Vn,Ve
-194.226531871783,27.3229874135923,-751.20068257316,-0.984403020482291,0.121531625131335
-194.226531871783,27.3229874135923,-751.20068257316,-0.984403020482291,0.121531625131335
-194.260104614871,27.3074613143067,-751.167872645862,-1.07059386468298,0.182203329132484
-194.270810553518,27.3092833475981,-751.13242463755,-1.07116223043939,0.173060352586287
-194.270810553518,27.3092833475981,-751.13242463755,-1.07116223043939,0.173060352586287
-194.356497071069,27.2562924710268,-751.063517045088,-1.11792107830622,0.266939522145262
-194.367676281852,27.2589618662483,-750.999151656467,-1.11867920293622,0.257834264627285
-194.367676281852,27.2589618662483,-750.999151656467,-1.11867920293622,0.257834264627285
-194.292506385971,27.1828377895284,-751.058338204158,-1.17100381219542,0.229254023217045
-194.304216424093,27.1851303297606,-751.019382782315,-1.17134283570382,0.220532180245109
-194.304216424093,27.1851303297606,-751.019382782315,-1.17134283570382,0.220532180245109
-194.399160286944,27.124861198094,-750.949541319253,-1.22107699942348,0.294766290550965
-194.411371056938,27.1278088609995,-750.958717222506,-1.22153342739349,0.285454717231944
-194.411371056938,27.1278088609995,-750.958717222506,-1.22153342739349,0.285454717231944
-194.423586391212,27.1306634081718,-750.939249691044,-1.22198267752946,0.276194537765617
-194.692823629121,27.0078520372832,-750.841281438898,-1.25741327912127,0.31374249528021
-194.692823629121,27.0078520372832,-750.841281438898,-1.25741327912127,0.31374249528021
-194.778873997294,27.096670539989,-750.747543361907,-1.27599443308488,0.26453045040406
-194.791633941625,27.0993158444931,-750.692638394166,-1.27634633080068,0.255548004492483
-194.791633941625,27.0993158444931,-750.692638394166,-1.27634633080068,0.255548004492483
-194.685349904837,26.9490749326223,-750.708907119065,-1.27009927601706,0.191805830751201
-194.698050897597,26.9509929909298,-750.698852486439,-1.27058297129743,0.182754333710872
-194.698050897597,26.9509929909298,-750.698852486439,-1.27058297129743,0.182754333710872
-194.822214859148,27.0785978516581,-750.700484292156,-1.24267180806718,0.187276337033291
-194.834641577229,27.0804706150284,-750.630341103003,-1.24350318742881,0.179036436076146
-194.834641577229,27.0804706150284,-750.630341103003,-1.24350318742881,0.179036436076146
-194.826694001059,27.0062690227214,-750.664046620877,-1.27527085753552,0.0458290764218064
-194.839446709635,27.0067273134856,-750.611403066621,-1.27609955238409,0.0362244481536962
-194.839446709635,27.0067273134856,-750.611403066621,-1.27609955238409,0.0362244481536962
-194.852207705159,27.0070895579671,-750.574116158385,-1.2766866827498,0.0274005600604679
-194.850533651794,27.051434337195,-750.553006016753,-1.29585169105105,0.0022983747807953
-194.850533651794,27.051434337195,-750.553006016753,-1.29585169105105,0.0022983747807953
-194.849086519201,26.9068520365394,-750.478158500931,-1.39430924004573,0.0500875918571163
-194.863029611601,26.907352912458,-750.418022213603,-1.39542721770352,0.0414248924630578
-194.863029611601,26.907352912458,-750.418022213603,-1.39542721770352,0.0414248924630578
-195.007933493652,27.0484952791022,-750.44658860224,-1.28663224536186,-0.0234139018665781
-195.020799816106,27.0482611400836,-750.446007721692,-1.28717883339214,-0.0326962624432921
-195.020799816106,27.0482611400836,-750.446007721692,-1.28717883339214,-0.0326962624432921
-194.813316681383,27.0647985047972,-750.480427865016,-1.20616074619201,-0.0905856929528675
-194.825378288845,27.0638926478676,-750.408696359344,-1.20661418521671,-0.0993167063749121
-194.825378288845,27.0638926478676,-750.408696359344,-1.20661418521671,-0.0993167063749121
-195.025655941133,27.1713974179092,-750.375061313195,-1.31939283639188,0.0233486642418789
-195.038849869497,27.1716309045516,-750.33396123359,-1.31952788362667,0.013745384041032
-195.038849869497,27.1716309045516,-750.33396123359,-1.31952788362667,0.013745384041032
-195.052045148333,27.171768358392,-750.258322741041,-1.3202615326257,0.00449588960398569
-195.061765071111,27.3480856804676,-750.255667315379,-1.1711674649801,0.117566438255933
-195.061765071111,27.3480856804676,-750.255667315379,-1.1711674649801,0.117566438255933
-195.048561452164,27.3418968048749,-750.216025787645,-1.17648243925903,0.250572849832027
-195.060326276557,27.3444025333732,-750.157896528647,-1.17705753467534,0.241259668368573
-195.060326276557,27.3444025333732,-750.157896528647,-1.17705753467534,0.241259668368573
-194.756299286692,27.3163267727392,-750.162350730251,-1.0551875220664,0.181319088877571
-194.766851161913,27.318139963628,-750.103725776587,-1.05593330634186,0.172264581488236
-194.766851161913,27.318139963628,-750.103725776587,-1.05593330634186,0.172264581488236
-194.610397960836,27.5609817642672,-750.043195279175,-1.0583195035735,0.314691346986487
-194.620981155872,27.564128677737,-750.053986250804,-1.05878086248394,0.30553470694767
-194.620981155872,27.564128677737,-750.053986250804,-1.05878086248394,0.30553470694767
-194.812849854442,27.6692507186717,-750.012603122579,-1.03232362755184,0.385819437318203
-194.823173090717,27.6731089130449,-749.890832995844,-1.03282589767718,0.376831497661188
-194.823173090717,27.6731089130449,-749.890832995844,-1.03282589767718,0.376831497661188
-194.833501349694,27.6768772280215,-749.826010553277,-1.03318093183098,0.367899915114693
-194.88448105367,27.6719616774927,-749.783047452489,-0.93770042240314,0.304895497008653
-194.88448105367,27.6719616774927,-749.783047452489,-0.93770042240314,0.304895497008653
-194.799318597184,27.716180098599,-749.667227109255,-0.897691662067408,0.358095093534446
-194.808295513804,27.7197610495343,-749.621769218994,-0.898080491143316,0.348847871896654
-194.808295513804,27.7197610495343,-749.621769218994,-0.898080491143316,0.348847871896654
-194.725755712162,27.7409249271876,-749.59271697931,-0.820351342347463,0.415254398139332
-194.733959225586,27.745077471169,-749.627901627257,-0.820791834080543,0.405752238651722
-194.733959225586,27.745077471169,-749.627901627257,-0.820791834080543,0.405752238651722
-194.96399534599,27.71216556531,-749.591554979611,-0.963550519473697,0.500312639198659
-194.973630851185,27.7171686917019,-749.534256630529,-0.963977598247316,0.4910708367239
-194.973630851185,27.7171686917019,-749.534256630529,-0.963977598247316,0.4910708367239
-194.95197928907,27.6782234061182,-749.499782821287,-0.945193579563426,0.471595326236586
-194.961431224866,27.6829393593806,-749.485066407639,-0.94560687229233,0.46225432968201
-194.961431224866,27.6829393593806,-749.485066407639,-0.94560687229233,0.46225432968201
-194.970887293589,27.6875619026774,-749.514360246579,-0.945835814908183,0.452819083947438
-194.92460503346,27.7320189492812,-749.437720846592,-0.885722812198988,0.431013846043163
-194.92460503346,27.7320189492812,-749.437720846592,-0.885722812198988,0.431013846043163
-194.770421426785,27.601028518218,-749.425377235522,-0.82577880129913,0.30919436621546
-194.778679214798,27.6041204618802,-749.413631032698,-0.826106391466153,0.300078999569876
-194.778679214798,27.6041204618802,-749.413631032698,-0.826106391466153,0.300078999569876
-194.803121285214,27.3923877454216,-749.430900963251,-0.913874299279265,0.439948341490605
-194.812260028206,27.3967872288365,-749.410682666861,-0.914138365093288,0.430690167420543
-194.812260028206,27.3967872288365,-749.410682666861,-0.914138365093288,0.430690167420543
-194.868113425598,27.4763940074128,-749.329385508054,-0.993704146186603,0.566651010095681
-194.87805046706,27.4820605175137,-749.209686986123,-0.994275085224203,0.557931648050598
-194.87805046706,27.4820605175137,-749.209686986123,-0.994275085224203,0.557931648050598
-194.858011575375,27.4816778855019,-749.099687542374,-0.939822696715464,0.541919477231287
-194.867409802342,27.4870970802742,-749.071064492182,-0.940592097189458,0.532750056723809
-194.867409802342,27.4870970802742,-749.071064492182,-0.940592097189458,0.532750056723809
-194.876815723314,27.4924245808414,-749.017504015965,-0.941362266055715,0.523392023786241
-194.75696749399,27.4494632399363,-749.011484565746,-0.914540952942047,0.562749642340085
-194.75696749399,27.4494632399363,-749.011484565746,-0.914540952942047,0.562749642340085
-194.778007867684,27.211737741709,-748.945175241582,-1.01271186500038,0.661274481623002
-194.788134986334,27.2183504865252,-748.885854510529,-1.01334959060525,0.65189722578229
-194.788134986334,27.2183504865252,-748.885854510529,-1.01334959060525,0.65189722578229
-194.747807850171,27.0336541549352,-748.811139985353,-0.961182954801389,0.607392057426174
-194.757419679719,27.0397280755095,-748.799379210222,-0.961449448487525,0.597934639012177
-194.757419679719,27.0397280755095,-748.799379210222,-0.961449448487525,0.597934639012177
-194.769010799067,27.0009441326303,-748.726300817617,-0.959621198982677,0.545436169726129
-194.778607011056,27.0063984943275,-748.65789119269,-0.959979592295714,0.535789321708477
-194.778607011056,27.0063984943275,-748.65789119269,-0.959979592295714,0.535789321708477
-194.809275879221,26.9468824607017,-748.627581396344,-0.939743449427652,0.337141018896263
-194.818673313715,26.9502538708906,-748.588483899799,-0.940081832340586,0.327427125760164
-194.818673313715,26.9502538708906,-748.588483899799,-0.940081832340586,0.327427125760164
-194.828074132039,26.9535281421482,-748.565563551429,-0.940302625874675,0.318006016916899
-194.884538571323,26.9766318250137,-748.477886746306,-0.895094073170004,0.348022969083419
-194.884538571323,26.9766318250137,-748.477886746306,-0.895094073170004,0.348022969083419
-194.849923428734,26.9188856886667,-748.561358647788,-0.809439126647367,0.440983879087171
-194.85801782,26.9232955274575,-748.512588476984,-0.80999674514205,0.431304900312741
-194.85801782,26.9232955274575,-748.512588476984,-0.80999674514205,0.431304900312741
-194.699566342659,27.0795328755023,-748.471555567813,-0.970914670632532,0.559013075927377
-194.709275489365,27.0851230062616,-748.436891059007,-0.971608462873768,0.549299811097028
-194.709275489365,27.0851230062616,-748.436891059007,-0.971608462873768,0.549299811097028
-194.815879097103,27.0682935798902,-748.362560723262,-0.927232638830717,0.70287039925315
-194.825151423491,27.0753222838827,-748.371073534462,-0.927744994473237,0.693691701813557
-194.825151423491,27.0753222838827,-748.371073534462,-0.927744994473237,0.693691701813557
-194.956233327249,27.2330324972106,-748.351015838398,-0.930652172757454,0.710793699789581
-194.965539848977,27.2401404342085,-748.325544063103,-0.931107386215573,0.701603924330579
-194.965539848977,27.2401404342085,-748.325544063103,-0.931107386215573,0.701603924330579
-194.974850922839,27.2471564734518,-748.265050050511,-0.931544818385259,0.691820953534695
-195.005849802846,27.2002311583394,-748.220096316646,-0.998006580377941,0.708751612930887
-195.005849802846,27.2002311583394,-748.220096316646,-0.998006580377941,0.708751612930887
-194.993756988794,26.9687601870357,-748.114729447841,-0.98129034345237,0.509423745031298
-195.003569892228,26.973854424486,-748.073232460704,-0.981598782640747,0.499910179156572
-195.003569892228,26.973854424486,-748.073232460704,-0.981598782640747,0.499910179156572
-195.026270714166,26.8997976312813,-748.100084478662,-1.04903653578209,0.586480975666336
-195.036761079524,26.905662441038,-748.0384239654,-1.04953264633592,0.576442087123547
-195.036761079524,26.905662441038,-748.0384239654,-1.04953264633592,0.576442087123547
-195.244261850642,26.9192926937674,-748.028193222563,-1.04637763449497,0.55658165066249
-195.254725626987,26.9248585102741,-747.936760134554,-1.04688881444916,0.547123759219059
-195.254725626987,26.9248585102741,-747.936760134554,-1.04688881444916,0.547123759219059
-195.161033709714,27.05267407853,-747.853069011746,-1.00210782528473,0.39954308285905
-195.171054787966,27.0566695093586,-747.805447801943,-1.00255475581273,0.38987498199983
-195.171054787966,27.0566695093586,-747.805447801943,-1.00255475581273,0.38987498199983
-195.181080335525,27.0605682591786,-747.772960965041,-1.00263707878924,0.379795718236372
-195.145811517963,27.1017403796679,-747.753982683844,-0.964946287305784,0.377075916117473
-195.145811517963,27.1017403796679,-747.753982683844,-0.964946287305784,0.377075916117473
-195.252905397223,27.352764705952,-747.715943771038,-0.888322972863028,0.39031923592588
-195.261788626952,27.3566678983113,-747.684147612847,-0.888867287986746,0.38089768617536
-195.261788626952,27.3566678983113,-747.684147612847,-0.888867287986746,0.38089768617536
-195.209724665592,27.3321149124195,-747.638662789531,-0.944768145612016,0.328278621397819
-195.219172347048,27.3353976986335,-747.557496228653,-0.945495478316669,0.318731281515809
-195.219172347048,27.3353976986335,-747.557496228653,-0.945495478316669,0.318731281515809
-195.217884083614,27.4569014737313,-747.539504442558,-0.997162596282845,0.394778835380635
-195.227855709577,27.4608492620851,-747.476428546242,-0.997837538293904,0.384995938756228
-195.227855709577,27.4608492620851,-747.476428546242,-0.997837538293904,0.384995938756228
-195.206679932803,27.4854564482252,-747.515749850782,-1.05509869191207,0.269788284491292
-195.217230919722,27.4881543310702,-747.493438966177,-1.05568860963919,0.260100671358464
-195.217230919722,27.4881543310702,-747.493438966177,-1.05568860963919,0.260100671358464
-195.227787805819,27.4907553377837,-747.464452017658,-1.05630730483707,0.250390362027998
-195.236502417655,27.4653034696968,-747.488582805978,-1.0168583696117,0.249539662246613
-195.236502417655,27.4653034696968,-747.488582805978,-1.0168583696117,0.249539662246613
-195.222819159988,27.4521500772372,-747.496134783567,-0.997353412773905,0.168636475781412
-195.232792694116,27.453836441995,-747.429297473254,-0.997786447037517,0.158746799813895
-195.232792694116,27.453836441995,-747.429297473254,-0.997786447037517,0.158746799813895
-195.253781899554,27.4320100587391,-747.433991168807,-1.07632666772489,0.213538964233617
-195.264545166231,27.4341454483814,-747.433802790003,-1.07683952517067,0.203732957818617
-195.264545166231,27.4341454483814,-747.433802790003,-1.07683952517067,0.203732957818617
-195.34562762096,27.4038023554419,-747.375589675058,-1.13583601020112,0.124126151145963
-195.356985981062,27.4050436169533,-747.343995352455,-1.13625849906189,0.113854515365008
-195.356985981062,27.4050436169533,-747.343995352455,-1.13625849906189,0.113854515365008
-195.264504677792,27.4611333834906,-747.289993298371,-1.16813410969946,0.179495709208743
-195.276186018889,27.4629283405827,-747.292296914261,-1.16874333887601,0.169829331735572
-195.276186018889,27.4629283405827,-747.292296914261,-1.16874333887601,0.169829331735572
-195.287873452278,27.4646266339,-747.246301382667,-1.16898481272182,0.160089787130054
-195.270031740621,27.5841077961679,-747.194434324095,-1.0989628833914,0.210981101184998
-195.270031740621,27.5841077961679,-747.194434324095,-1.0989628833914,0.210981101184998
-195.252902239652,27.4178690528867,-747.188862313833,-1.09612919165819,0.159350831902546
-195.263863531568,27.4194625612058,-747.130383486769,-1.09647151392619,0.149752285481825
-195.263863531568,27.4194625612058,-747.130383486769,-1.09647151392619,0.149752285481825
-195.132266412646,27.4745919121224,-747.110896262832,-1.02220167647696,0.241469855209511
-195.142488429411,27.4770066106745,-747.092124331771,-1.02257912009838,0.231391803552724
-195.142488429411,27.4770066106745,-747.092124331771,-1.02257912009838,0.231391803552724
-195.058100423066,27.464410400762,-747.07655656678,-1.07306320914083,0.209722689349795
-195.068831055157,27.4665076276555,-746.997304454425,-1.07404943347536,0.199992656655298
-195.068831055157,27.4665076276555,-746.997304454425,-1.07404943347536,0.199992656655298
-195.130878800005,27.4973890386803,-746.917984643168,-1.08229392481173,0.134634340475777
-195.141701739253,27.4987353820851,-746.879500165729,-1.08248137320461,0.124760089710212
-195.141701739253,27.4987353820851,-746.879500165729,-1.08248137320461,0.124760089710212
-195.152526552985,27.4999829829822,-746.863461309038,-1.08314741080635,0.11485653676478
-195.090537628073,27.5425646124656,-746.841896739718,-0.964748923377446,0.113841851457665
-195.090537628073,27.5425646124656,-746.841896739718,-0.964748923377446,0.113841851457665
-195.082735502007,27.5701170890699,-746.840959660436,-0.98957731854049,0.188432512976976
-195.092631275193,27.5720014141997,-746.770816482163,-0.990102796672047,0.178759010956399
-195.092631275193,27.5720014141997,-746.770816482163,-0.990102796672047,0.178759010956399
-195.016772015602,27.4244062418302,-746.710345387033,-0.884808521697224,0.124598461717248
-195.025620100819,27.4256522264474,-746.641802189686,-0.88544929241236,0.11541383363004
-195.025620100819,27.4256522264474,-746.641802189686,-0.88544929241236,0.11541383363004
-195.199924041807,27.3000892458358,-746.558178892052,-0.928678526533601,0.133224856348901
-195.209210827072,27.3014214943993,-746.543981077485,-0.929175529334475,0.123708590929817
-195.209210827072,27.3014214943993,-746.543981077485,-0.929175529334475,0.123708590929817
-195.510627788077,27.3328292847562,-746.56139027703,-1.04980252005584,0.0981413343344761
-195.521125813277,27.3338106980995,-746.497938790671,-1.05086966516058,0.0880732896916709
-195.521125813277,27.3338106980995,-746.497938790671,-1.05086966516058,0.0880732896916709
-195.531634509929,27.3346914309964,-746.436549257729,-1.05155446052753,0.0784071920125131
-195.664016214031,27.2810181227009,-746.405580163801,-1.08238147765784,0.0250010057697504
-195.664016214031,27.2810181227009,-746.405580163801,-1.08238147765784,0.0250010057697504
-195.786544205056,27.2472887306131,-746.365800696004,-1.06251069827522,0.00520157430449429
-195.797169312039,27.2473407463561,-746.359543728301,-1.06320545308864,-0.00418351842204403
-195.797169312039,27.2473407463561,-746.359543728301,-1.06320545308864,-0.00418351842204403
-195.815447821258,27.2951860300353,-746.33628502086,-1.00884730641997,0.035387989169967
-195.825536294323,27.295539909927,-746.308981101158,-1.00970621884554,0.0259324453236334
-195.825536294323,27.295539909927,-746.308981101158,-1.00970621884554,0.0259324453236334
-195.875354433776,27.3540794609722,-746.199673977729,-0.90759501789792,0.109568560664374
-195.884430383955,27.3551751465789,-746.223704208251,-0.908101776207894,0.0997092202265778
-195.884430383955,27.3551751465789,-746.223704208251,-0.908101776207894,0.0997092202265778
-196.12384995345,27.160847798644,-746.196452854247,-0.988656778371763,0.0748982784570891
-196.133736521233,27.1615967814286,-746.180129820804,-0.989227612210632,0.0653746264652679
-196.133736521233,27.1615967814286,-746.180129820804,-0.989227612210632,0.0653746264652679
-196.143628797355,27.1622505276932,-746.165716774781,-0.990064346993004,0.0552931164043738
-195.985495053603,27.2611765731984,-746.112313942491,-0.802356282359039,0.164761716844552
-195.985495053603,27.2611765731984,-746.112313942491,-0.802356282359039,0.164761716844552
-196.12006698013,27.2163728407924,-746.070480859514,-0.825383649217435,0.138508203557402
-196.128320816622,27.217757922828,-746.044942170904,-0.826111829445574,0.128683167925474
-196.128320816622,27.217757922828,-746.044942170904,-0.826111829445574,0.128683167925474
-196.127590427207,27.2269975233093,-746.094717937693,-0.823920254709539,0.0541350653659257
-196.135829629754,27.2275388739629,-746.156837047685,-0.824547043177306,0.0444374787564196
-196.135829629754,27.2275388739629,-746.156837047685,-0.824547043177306,0.0444374787564196
-196.112207078947,27.3118677276029,-746.187624307102,-0.707710994637181,0.0121117093343857
-196.119284188894,27.3119888446963,-746.077810498806,-0.708409025290136,0.00263628703994879
-196.119284188894,27.3119888446963,-746.077810498806,-0.708409025290136,0.00263628703994879
-196.148152628913,27.2777469781744,-746.091385717501,-0.676498354372693,0.0484165591445784
-196.154917612456,27.2782311437659,-746.124671516343,-0.677136967380848,0.0391264260098272
-196.154917612456,27.2782311437659,-746.124671516343,-0.677136967380848,0.0391264260098272
-196.16168898213,27.278622408026,-746.102638446009,-0.677657359628955,0.0295900025851877
-196.087369080519,27.3726188466009,-746.061620979716,-0.693385498937466,0.0936459394308383
-196.087369080519,27.3726188466009,-746.061620979716,-0.693385498937466,0.0936459394308383
-196.12618250669,27.4233230472411,-746.056672057174,-0.729998291211435,-0.000180890595025504
-196.133482489602,27.4233212383352,-745.962888785426,-0.730908270084735,-0.0097827602740344
-196.133482489602,27.4233212383352,-745.962888785426,-0.730908270084735,-0.0097827602740344
-196.052832612265,27.4902821785307,-745.987185921613,-0.762034428503012,-0.00554749869941903
-196.06045295655,27.4902267035437,-745.965079243494,-0.762657170582079,-0.0152406660768745
-196.06045295655,27.4902267035437,-745.965079243494,-0.762657170582079,-0.0152406660768745
-195.951158653257,27.4841871969216,-745.859685003266,-0.800032248991916,0.0679248082086982
-195.959158975746,27.4848664450037,-745.780941605211,-0.800823691976283,0.0586715298730737
-195.959158975746,27.4848664450037,-745.780941605211,-0.800823691976283,0.0586715298730737
-195.816615800919,27.4544419513173,-745.739394106487,-0.707870475308934,0.0679152520278305
-195.823694505673,27.4551211038376,-745.689264583,-0.708474915003767,0.058737174576034
-195.823694505673,27.4551211038376,-745.689264583,-0.708474915003767,0.058737174576034
-195.830779254823,27.4557084755833,-745.558974892555,-0.708901048597662,0.0495761207884913
-195.964060651901,27.5753638120629,-745.514374342954,-0.717723867460711,0.191169729183376
-195.964060651901,27.5753638120629,-745.514374342954,-0.717723867460711,0.191169729183376
-195.945195760483,27.6898709759188,-745.451499511503,-0.753807015180117,0.273448024187773
-195.952733830635,27.6926054561607,-745.458627913923,-0.754433094168787,0.26372239372259
-195.952733830635,27.6926054561607,-745.458627913923,-0.754433094168787,0.26372239372259
-195.897226958841,27.65700736402,-745.419907521787,-0.631356781310411,0.264069933588395
-195.903540526654,27.6596480633559,-745.360164010322,-0.631252794042125,0.254846231956296
-195.903540526654,27.6596480633559,-745.360164010322,-0.631252794042125,0.254846231956296
-195.794680206648,27.7671308129595,-745.287513799351,-0.493976824505753,0.299275438573256
-195.799619974893,27.7701235673452,-745.265445448415,-0.494552294322626,0.289685783652508
-195.799619974893,27.7701235673452,-745.265445448415,-0.494552294322626,0.289685783652508
-195.732883191169,27.8202805820535,-745.207078286073,-0.507403487518112,0.275116475125942
-195.737957226044,27.8230317468047,-745.274410511638,-0.508060668766236,0.265629776565652
-195.737957226044,27.8230317468047,-745.274410511638,-0.508060668766236,0.265629776565652
-195.743037832732,27.8256880445704,-745.185149603582,-0.508658627247185,0.255691058234085
-195.538535787254,27.8034773021929,-745.093724016738,-0.411019966663824,0.265635528907947
-195.538535787254,27.8034773021929,-745.093724016738,-0.411019966663824,0.265635528907947
-195.690099239426,27.8155436086114,-745.028616776338,-0.341786256553014,0.38069164386062
-195.693517101991,27.81935052505,-744.965514501909,-0.342164324020752,0.371449915730868
-195.693517101991,27.81935052505,-744.965514501909,-0.342164324020752,0.371449915730868
-195.819176401353,27.9460011653401,-744.940345683286,-0.34639980458028,0.375034829785825
-195.822640399399,27.949751513638,-744.891340472986,-0.346820464258928,0.365818712428403
-195.822640399399,27.949751513638,-744.891340472986,-0.346820464258928,0.365818712428403
-195.890542039525,27.9512463004213,-744.788191704803,-0.347021815245015,0.398564838312645
-195.894012257677,27.9552319488044,-744.755057878222,-0.347848352835245,0.388671200698917
-195.894012257677,27.9552319488044,-744.755057878222,-0.347848352835245,0.388671200698917
-195.911234479067,27.971224020526,-744.684709603478,-0.371210699886943,0.455634976548111
-195.914946586066,27.9757803702914,-744.699542441395,-0.371526189861371,0.445907153458791
-195.914946586066,27.9757803702914,-744.699542441395,-0.371526189861371,0.445907153458791
-195.918661847965,27.980239441826,-744.686922958987,-0.371922759759493,0.436464405310868
-195.844066849157,28.0293877849658,-744.705887848351,-0.353734556295193,0.457494178675719
-195.844066849157,28.0293877849658,-744.705887848351,-0.353734556295193,0.457494178675719
-195.808312282836,27.8274288860171,-744.735579449023,-0.359428632839138,0.481437936530323
-195.811906569165,27.8322432653824,-744.695260052656,-0.360625524873796,0.472326331803445
-195.811906569165,27.8322432653824,-744.695260052656,-0.360625524873796,0.472326331803445
-195.945790863719,27.9317810819977,-744.622876579701,-0.368869861464218,0.571448391194606
-195.949479562333,27.9374955659096,-744.570079369573,-0.369300069195439,0.562154107755869
-195.949479562333,27.9374955659096,-744.570079369573,-0.369300069195439,0.562154107755869
-195.860640310703,27.8185829085624,-744.518983352351,-0.285232125770551,0.522955194077617
-195.863492631961,27.8238124605032,-744.447267990979,-0.286041334810172,0.513695806851754
-195.863492631961,27.8238124605032,-744.447267990979,-0.286041334810172,0.513695806851754
-195.79797837534,27.7298011931435,-744.360381997601,-0.267077147160178,0.341864055308004
-195.800649146812,27.7332198336965,-744.332008822929,-0.267652194519044,0.332328768771314
-195.800649146812,27.7332198336965,-744.332008822929,-0.267652194519044,0.332328768771314
-195.803325668757,27.7365431213843,-744.286031994905,-0.267895969116025,0.322619241666631
-195.829802360562,27.8258620626778,-744.275047585677,-0.46127352941629,0.358879297780577
-195.829802360562,27.8258620626778,-744.275047585677,-0.46127352941629,0.358879297780577
-195.88642371933,27.6794453188205,-744.265803732973,-0.435613032862787,0.365101081561939
-195.890779849659,27.6830963296362,-744.20499945727,-0.436551613165387,0.355812021033323
-195.890779849659,27.6830963296362,-744.20499945727,-0.436551613165387,0.355812021033323
-196.016837167586,27.7161262377287,-744.205583739301,-0.603366731066119,0.32308762923765
-196.022870834897,27.7193571140211,-744.25467976743,-0.604259697510437,0.313774097527365
-196.022870834897,27.7193571140211,-744.25467976743,-0.604259697510437,0.313774097527365
-196.01585616773,27.5704183588313,-744.215834255649,-0.590208667196093,0.312732015162849
-196.021758254402,27.5735456789829,-744.181962985141,-0.590715710938151,0.303658513645839
-196.021758254402,27.5735456789829,-744.181962985141,-0.590715710938151,0.303658513645839
-196.240962914511,27.6497992652202,-744.174054996912,-0.630550823524883,0.2236163296267
-196.247268422746,27.6520354285165,-744.141818376438,-0.63151688618765,0.213861344450442
-196.247268422746,27.6520354285165,-744.141818376438,-0.63151688618765,0.213861344450442
-196.253583591608,27.654174041961,-744.085946879875,-0.632146755630325,0.204165092811642
-196.161321349279,27.4864949939139,-744.043004129207,-0.844646575120267,0.106757692333612
-196.161321349279,27.4864949939139,-744.043004129207,-0.844646575120267,0.106757692333612
-196.107701712417,27.3065082823363,-744.044795907468,-0.85166147743167,0.0420145256966257
-196.116218327191,27.3069284275932,-743.997285062155,-0.852347467672612,0.0323955098650152
-196.116218327191,27.3069284275932,-743.997285062155,-0.852347467672612,0.0323955098650152
-196.237709624234,27.4369589041114,-743.993302718984,-0.809207707396682,0.0187797168052732
-196.245801701308,27.4371467012794,-743.952548042747,-0.810126841085172,0.00941240075629336
-196.245801701308,27.4371467012794,-743.952548042747,-0.810126841085172,0.00941240075629336
-196.161126526426,27.52628272043,-743.972514709314,-0.68098517068474,0.0269777874651262
-196.167936378133,27.5265524983047,-743.916658408153,-0.681555137787545,0.0177751335672001
-196.167936378133,27.5265524983047,-743.916658408153,-0.681555137787545,0.0177751335672001
-196.33682145235,27.7194404214363,-743.888575460606,-0.789604869754046,0.0804245617555165
-196.344717501048,27.7202446670538,-743.85277558408,-0.790174110057101,0.0710401267416411
-196.344717501048,27.7202446670538,-743.85277558408,-0.790174110057101,0.0710401267416411
-196.352619242148,27.7209550683213,-743.846658070702,-0.791231954125164,0.062039994451462
-196.126304681332,27.8416285484003,-743.801355415846,-0.814642085136361,0.206742790768874
-196.126304681332,27.8416285484003,-743.801355415846,-0.814642085136361,0.206742790768874
-196.132710370465,27.8968892465244,-743.797190465614,-0.761663849827001,0.141358791466545
-196.140327008964,27.8983028344391,-743.670731510734,-0.762076469666806,0.131974266657403
-196.140327008964,27.8983028344391,-743.670731510734,-0.762076469666806,0.131974266657403
-196.065958614197,27.8916477355711,-743.632258274982,-0.845422088691692,-8.19420408443711e-05
-196.074412835084,27.8916469161507,-743.587601985751,-0.845929017575211,-0.00974834222128306
-196.074412835084,27.8916469161507,-743.587601985751,-0.845929017575211,-0.00974834222128306
-196.290810246451,27.9040104821131,-743.580356527713,-0.832871244802908,-0.0273867479871078
-196.299138958899,27.9037366146332,-743.585892853051,-0.833736321842119,-0.0367527313620329
-196.299138958899,27.9037366146332,-743.585892853051,-0.833736321842119,-0.0367527313620329
-196.463611340056,27.9190203301379,-743.506029529319,-0.915010202999465,-0.0995960536425838
-196.472761442086,27.9180243696014,-743.453339697838,-0.91579340755973,-0.108608233473096
-196.472761442086,27.9180243696014,-743.453339697838,-0.91579340755973,-0.108608233473096
-196.481919376161,27.9169382872667,-743.39872883331,-0.917031447197616,-0.118201238311457
-196.40219527311,28.1503781202953,-743.371809055237,-0.877619102906916,-0.264011742948837
-196.40219527311,28.1503781202953,-743.371809055237,-0.877619102906916,-0.264011742948837
-196.330401932126,28.3510771570243,-743.332286297099,-0.850964729633997,-0.17204906362816
-196.338911579422,28.3493566663881,-743.285329365303,-0.851649503568355,-0.180955800573323
-196.338911579422,28.3493566663881,-743.285329365303,-0.851649503568355,-0.180955800573323
-196.339405612733,28.0683452751436,-743.22015285663,-0.972452219351301,-0.158020869867362
-196.349130134926,28.0667650664449,-743.143424425693,-0.973590876455966,-0.167278062080793
-196.349130134926,28.0667650664449,-743.143424425693,-0.973590876455966,-0.167278062080793
-196.13931495977,27.9691170974545,-743.11862279783,-0.913309965072349,-0.317011507595794
